,name,city,covid_site,date,Latitude,Longitude,postal,fsa,type
2295,Moss Park Pharmacy Ltd,Toronto,No,,-79.36538038,43.65529689,M5A1S9,M5A,Other/Independent
2296,Woodbridge Vista Care Comm,Vaughan,No,,-79.59777476,43.75960149,L4L9S1,L4L,Other/Independent
2297,Caressant Care (Listowel),Listowel,No,,-80.95334769,43.72273072,N4W3H4,N4W,Other/Independent
2298,Metro Pharmacy #518,London,No,,-81.23225981,42.95948458,N6C4P9,N6C,Metro
2299,Shoppers Drug Mart #1036,Chatham-Kent,No,,-82.38641793,42.58803425,N8A1R9,N8A,Shoppers Drug Mart
2300,Terrapin Pharmacy Ltd,Toronto,No,,-79.27220296,43.79727012,M1S3L6,M1S,Other/Independent
2301,Shoppers Drug Mart #715,Niagara-on-the-Lake,No,,-79.09491036,43.24472523,L0S1J0,L0S,Shoppers Drug Mart
2302,Danny's Wellness Pharmacy,Toronto,No,,-79.52344923,43.62200937,M8Z1R8,M8Z,Other/Independent
2303,Stroud Pharmacy,Innisfil,No,,-79.62200522,44.33108859,L9S1L6,L9S,Other/Independent
2304,Rx Connect Specialty Pharmacy,Mississauga,No,,-79.7450698,43.61264266,L6N8R9,L6N,Other/Independent
2305,Angus Family Pharmacy,Angus,No,,-79.88633851,44.31984718,L0M1B2,L0M,Other/Independent
2306,Shoppers Drug Mart #619,Quinte West,No,,-77.57671814,44.10045855,K8V3P4,K8V,Shoppers Drug Mart
2307,Wyndham Pharmasave,Guelph,No,,-80.24850025,43.54564463,N1H4E4,N1H,Pharmasave
2309,Shoppers Drug Mart #1004,Penetanguishene,No,,-79.93326196,44.76772195,L9M1T6,L9M,Shoppers Drug Mart
2310,Mcdonald's Pharmacy,Timmins,No,,-81.21139099,48.47767098,P0N1H0,P0N,Other/Independent
2311,Vaughan Metropolitan Pharmacy,Vaughan,No,,-79.52047234,43.7957594,L4K0G3,L4K,Metro
2312,Toronto Manning Drug Mart,Toronto,No,,-79.39822359,43.65193138,M5T2E4,M5T,Other/Independent
2313,Trinity Medical Centre Phcy,Niagara Falls,No,,-79.09885935,43.1162711,L2J2K9,L2J,Other/Independent
2314,Best Care Pharmacy,Ottawa,No,,-75.49558047,45.45900947,K1E0A8,K1E,Other/Independent
2315,Sherman Ida Pharmacy,Hamilton,No,,-79.8627461,43.19527988,L8W1B5,L8W,Other/Independent
2316,Midnite Pharmacy,Mississauga,No,,-79.61674035,43.58110566,L5A2H1,L5A,Other/Independent
2317,Shoppers Drug Mart #818,Toronto,No,,-79.38958179,43.70773149,M4S2N4,M4S,Shoppers Drug Mart
2318,Torrance Compounding Pharmacy,Toronto,No,,-79.26404096,43.75273301,M1P2S1,M1P,Other/Independent
2319,Freshco Pharmacy,Halton Hills,No,,-79.88611984,43.65091106,L7G4B3,L7G,Other/Independent
2320,North Lambton Lodge,Lambton Shores,No,,-81.99426846,43.09323926,N0N1J0,N0N,Other/Independent
2321,Wellington Medical Pharmacy,St. Thomas,No,,-81.15760817,42.77424115,N5R6H9,N5R,Other/Independent
2322,Medicine Shoppe #233,Sault Ste. Marie,No,,-84.31995116,46.5257874,P6B4Y7,P6B,Other/Independent
2323,Shoppers Drug Mart #1392,Fort Frances,No,,-93.39337276,48.60965928,P9A1H1,P9A,Shoppers Drug Mart
2324,Shoppers Drug Mart #1338,Richmond Hill,No,,-79.42054112,43.89499093,L4S0A6,L4S,Shoppers Drug Mart
2325,Kingsway Lodge Nursing Home,Saint Marys,No,,-81.135444,43.25960523,N4X1C8,N4X,Other/Independent
2326,Health Centre Pharmacy,Vaughan,No,,-79.47368433,43.80662051,L4J3N1,L4J,Other/Independent
2327,Medcare Pharmacy,Oakville,No,,-79.68462466,43.45739704,L6J3J4,L6J,Other/Independent
2328,Centennial Pharmacy,Hamilton,No,,-79.76092837,43.23307599,L8E1H9,L8E,Other/Independent
2329,9-Eleven Drug Mart Ltd,Toronto,No,,-79.41829371,43.78903651,M2M3V9,M2M,Other/Independent
2330,Extendicare/van Daele,Sault Ste. Marie,No,,-84.32442626,46.5294996,P6B4V3,P6B,Other/Independent
2331,Southbridge Pinewood,Thunder Bay,No,,-89.27415447,48.37455165,P7E2E5,P7E,Other/Independent
2332,Shoppers Drug Mart #902,Mississauga,No,,-79.71947999,43.63675687,L5W1W7,L5W,Shoppers Drug Mart
2333,Peterborough Regional Health Cen,Peterborough,No,,-78.3063838,44.30617675,K9H7B6,K9H,Other/Independent
2334,Shoppers Drug Mart #775,Mississauga,No,,-79.65336826,43.53074865,L5K1T9,L5K,Shoppers Drug Mart
2336,Spruce Lodge,Stratford,No,,-81.00083357,43.36759206,N5A1L4,N5A,Other/Independent
2337,Malott's Guardian Drugs,Kingsville,No,,-82.73698999,42.03764134,N9Y1A1,N9Y,Guardian
2338,Briarhill Pharmacy,Toronto,No,,-79.45281331,43.70201579,M6B4J3,M6B,Other/Independent
2339,The Drug Store Pharmacy #1092,Toronto,No,,-79.35972318,43.69909719,M4H1P6,M4H,Other/Independent
2340,Star Pharmacy,Mississauga,No,,-79.61463045,43.58036446,L5A4K3,L5A,Other/Independent
2341,Tenth Eglinton Pharmacy,Mississauga,No,,-79.72490378,43.54352455,L5M7Z5,L5M,Other/Independent
2342,Leslie&major Mac Ida Pharmacy,Richmond Hill,No,,-79.39559281,43.87987582,L4S0A1,L4S,Other/Independent
2343,Pulse Rx Ltc Pharmacy,Vaughan,No,,-79.62743797,43.7766228,L4H3H9,L4H,Other/Independent
2344,Lovell Drugs,Whitby,No,,-78.94530866,43.85851444,L1N0E4,L1N,Other/Independent
2345,Trinity Drug Mart,Toronto,No,,-79.27519326,43.78724701,M1S2B7,M1S,Other/Independent
2346,Drug Store Pharmacy #2812,London,No,,-81.32254754,42.97667437,N6H1V9,N6H,Other/Independent
2347,Bur Oak Discount Pharmacy,Markham,No,,-79.31566158,43.88887173,L6C0A2,L6C,Other/Independent
2348,Chartwell Gibson Ltc Residence,Toronto,No,,-79.37379029,43.80765121,M2H2H3,M2H,Other/Independent
2349,Ealing Pharmacy Ltd,London,No,,-81.1989573,42.97805988,N5Z1V8,N5Z,Other/Independent
2350,16th Avenue Drug Mart,Markham,No,,-79.24949076,43.89498053,L3P5X4,L3P,Other/Independent
2351,Kitchener Waterloo Hospital,Kitchener,No,,-80.51201303,43.4561999,N2G1G3,N2G,Other/Independent
2352,Groves Park Lodge,Renfrew,No,,-76.69696637,45.48150272,K7V1P5,K7V,Other/Independent
2353,Walther's Ida Pharmacy,Mitchell,No,,-81.19750624,43.46762987,N0K1N0,N0K,Other/Independent
2354,Fiddick's Nursing Home,Petrolia,No,,-82.13527248,42.87782012,N0N1R0,N0N,Other/Independent
2355,Trinity Village Care Centre,Kitchener,No,,-80.4417718,43.4298057,N2C1A7,N2C,Other/Independent
2356,High Park Pharmacy,Toronto,No,,-79.46679071,43.65337468,M6P3K8,M6P,Other/Independent
2357,Shoppers Drug Mart #635,Ottawa,No,,-75.64493251,45.35465285,K1V8R9,K1V,Shoppers Drug Mart
2359,Yonge-Finch Pharmacy,Toronto,No,,-79.4156165,43.77648061,M2N5R8,M2N,Other/Independent
2360,Total Health Pharmacy,Oakville,No,,-79.69414576,43.44193133,L6K3W6,L6K,Other/Independent
2361,Huntsville Dist Mem Hospital,Huntsville,No,,-79.20335468,45.33829998,P1H1H7,P1H,Other/Independent
2362,Mulvihill Drug Mart,Pembroke,No,,-77.14740906,45.83339306,K8A5R3,K8A,Other/Independent
2363,Kensington Pharmacy,Brockville,No,,-75.71351098,44.60800991,K6V6C3,K6V,Other/Independent
2364,Strathroy Medical Pharmacy,Strathroy,No,,-81.62340913,42.95601166,N7G2R2,N7G,Other/Independent
2365,Errinrung Long Term Care Home,The Blue Mountains,No,,-80.45483121,44.55949829,N0H2P0,N0H,Other/Independent
2366,St George Allergy Laboratory,Toronto,No,,-79.56033654,43.60871787,M9C5N2,M9C,Other/Independent
2367,Cenpro Pharmacy,Brantford,No,,-80.27146372,43.14097935,N3T5Z8,N3T,Other/Independent
2368,Dom Lipa Nursing Home,Toronto,No,,-79.56513484,43.62948837,M9C1V7,M9C,Other/Independent
2369,Coulter's Guardian Pharmacy,London,No,,-81.1862257,43.00157279,N5W3E1,N5W,Guardian
2370,Bayshore Pharmacy Limited,Ottawa,No,,-75.80609037,45.35508664,K2B8E8,K2B,Other/Independent
2371,Glen-Stor-Dun Lodge,Cornwall,No,,-74.68347297,45.02602203,K6H7L1,K6H,Other/Independent
2372,Streetsville Care Community,Mississauga,No,,-79.70532048,43.58211786,L5M1X9,L5M,Other/Independent
2373,N.L. Gibson's Drug Ltd.,Hamilton,No,,-79.8549982,43.25175909,L8N1J4,L8N,Other/Independent
2374,Chartwell Elmira Ltc Residence,Elmira,No,,-80.56367745,43.60149712,N3B2B8,N3B,Other/Independent
2375,Valley Manor Nursing Home,Barry's Bay,No,,-77.686606,45.48764128,K0J1B0,K0J,Other/Independent
2376,Maple View,Owen Sound,No,,-80.94905287,44.56742727,N4K4W1,N4K,Other/Independent
2377,Prescription Centre,London,No,,-81.27483722,43.01240968,N6A5A5,N6A,Other/Independent
2378,Osgoode Pharmacy,Ottawa,No,,-75.60297648,45.14946971,K0A2W0,K0A,Other/Independent
2379,Hardy Terrace,Toronto,No,,-79.38781739,43.70249139,N0E1K0,N0E,Other/Independent
2380,Caressant Care (Fergus),Fergus,No,,-80.369855,43.70903805,N1M2Y7,N1M,Other/Independent
2381,Keating's Pharmacy,Huron East,No,,-81.39492311,43.55176237,N0K1W0,N0K,Other/Independent
2382,Lee Manor,Owen Sound,No,,-80.92749566,44.56073487,N4K5W5,N4K,Other/Independent
2383,Food Basics Pharmacy #514,St. Catharines,No,,-79.2412603,43.17590711,L2N2E9,L2N,Other/Independent
2384,Westside,Toronto,No,,-79.56776795,43.73727719,M9V4J7,M9V,Other/Independent
2385,Don Valley Pharmacy,Toronto,No,,-79.35786408,43.67960829,M4K3Z1,M4K,Other/Independent
2386,William a Bill George Ext C/f,Sioux Lookout,No,,-91.91894248,50.10433579,P0V2T0,P0V,Other/Independent
2387,Trillium Retirement and Care C,Kingston,No,,-76.55202272,44.25039402,K7M8S4,K7M,Other/Independent
2388,Lady Isabelle Nursing Home,Trout Creek,No,,-79.360695,45.99110308,P0H2L0,P0H,Other/Independent
2389,Chartwell Aurora Ltc Residence,Aurora,No,,-79.47131134,43.99778914,L4G2R9,L4G,Other/Independent
2390,Perth Downtown Pharmasave,Perth,No,,-76.25196398,44.90102304,K7H1R9,K7H,Pharmasave
2391,Caressant Care (Marmora),Marmora,No,,-77.67732941,44.48071481,K0K2M0,K0K,Other/Independent
2392,Professional Medical Pharmacy,Mississauga,No,,-79.60133905,43.62294897,L4X2Z9,L4X,Other/Independent
2393,Loblaw Pharmacy,Burlington,No,,-79.8224957,43.36677921,L7P4M8,L7P,Loblaw
2394,Hillel Lodge,Ottawa,No,,-75.67598173,45.43522136,K1N8L9,K1N,Other/Independent
2395,Shoppers Drug Mart #653,Greater Sudbury,No,,-81.00480678,46.45133967,P3E4M8,P3E,Shoppers Drug Mart
2396,R K Pharmacy Limited,Toronto,No,,-79.39851089,43.65337718,M5T2E7,M5T,Other/Independent
2397,Village on the Ridge,Chatham-Kent,No,,-81.88026216,42.43529855,N0P2C0,N0P,Other/Independent
2398,Garden Court Nursing Home,Toronto,No,,-79.49680412,43.60194847,M8V2W2,M8V,Other/Independent
2399,Food Basics Pharmacy #585,Toronto,No,,-79.24009285,43.79248952,M1S4N8,M1S,Other/Independent
2400,Bay Green Pharmacy,Markham,No,,-79.4003572,43.82188841,L3T7P7,L3T,Other/Independent
2401,First Place Pharmacy,Mississauga,No,,-79.61116825,43.56993416,L5B3A8,L5B,Other/Independent
2402,Extendicare Kirkland Lake,Kirkland Lake,No,,-80.02267965,48.15596679,P2N2E9,P2N,Other/Independent
2403,Iroquois Lodge,Ohsweken,No,,-80.11626717,43.07139595,N0A1M0,N0A,Other/Independent
2404,Professional Arts Pharmacy,Halton Hills,No,,-79.89479515,43.64868016,L7G5G1,L7G,Other/Independent
2405,Peel Pharmacy,Brampton,No,,-79.76938221,43.67639677,L6X1M7,L6X,Other/Independent
2407,St. Joseph's Home (Guelph),Guelph,No,,-80.27299396,43.54860603,N1H1E3,N1H,Other/Independent
2408,Shoppers Drug Mart,Newmarket,No,,-79.43050154,44.06748946,L3Y7V1,L3Y,Shoppers Drug Mart
2409,Brucelea Haven,Walkerton,No,,-81.15426829,44.12121028,N0G2V0,N0G,Other/Independent
2410,Ambulatory Patient Pharmacy,Toronto,No,,-79.37287489,43.7228457,M4N3M5,M4N,Other/Independent
2411,Huntsville Pharmasave,Huntsville,No,,-79.21987359,45.32601218,P1H2C5,P1H,Pharmasave
2412,The Drug Store Pharmacy #4203,Ottawa,No,,-75.9284036,45.26897402,K2S2E5,K2S,Other/Independent
2413,Hilary's Pharmacy,Toronto,No,,-79.40860789,43.65159708,M6J1V4,M6J,Other/Independent
2415,Copernicus Lodge,Toronto,No,,-79.4473076,43.64019948,M6R3A7,M6R,Other/Independent
2416,Kassel's Pharmacy,Toronto,No,,-79.49993692,43.61934257,M8Y2R5,M8Y,Other/Independent
2417,Lucknow Pharmasave,Lucknow,No,,-81.51639659,43.96110004,N0G2H0,N0G,Pharmasave
2418,Heritage Green Nursing Home,Hamilton,No,,-79.78959387,43.19351329,L8J1Y1,L8J,Other/Independent
2419,Brouillette Manor,Windsor,No,,-82.89207166,42.30640188,N8N4X8,N8N,Other/Independent
2420,Wal-Mart Pharmacy,Kingston,No,,-76.57255773,44.26513262,K7P2X9,K7P,Other/Independent
2421,Parkview Nursing Centre,Hamilton,No,,-79.88486061,43.26102399,L8P1C1,L8P,Other/Independent
2422,Burlington Drug Mart,Burlington,No,,-79.79329979,43.34499131,L7R3M7,L7R,Other/Independent
2423,Pharmacie Jean Coutu,Clarence-Rockland,No,,-75.29457352,45.54667289,K4K1L4,K4K,Other/Independent
2424,Walden Family Drugstore,Greater Sudbury,No,,-81.14650423,46.43580576,P3Y1J1,P3Y,Other/Independent
2425,Lee's Dundas Pharmacy,Hamilton,No,,-79.95113433,43.26555099,L9H1B8,L9H,Other/Independent
2426,The Palace,Alexandria,No,,-74.63263388,45.31135868,K0C1A0,K0C,Other/Independent
2427,Lakeshore Lodge,Toronto,No,,-79.51845192,43.59720807,M8V3X5,M8V,Other/Independent
2428,Pines (The),Bracebridge,No,,-79.29821689,45.05168703,P1L1N5,P1L,Other/Independent
2429,Sobeys Pharmacy # 7234,Orangeville,No,,-80.12148534,43.90355429,L9W5L1,L9W,Sobeys
2430,Altamont Care Community,Toronto,No,,-79.14047062,43.79771522,M1C2P5,M1C,Other/Independent
2431,Huronview,Clinton,No,,-81.53976946,43.61714868,N0M1L0,N0M,Other/Independent
2432,Shoppers Drug Mart #853,Toronto,No,,-79.36745528,43.66398079,M5A3A3,M5A,Shoppers Drug Mart
2433,Super Value Pharmacy,Toronto,No,,-79.25257545,43.7283816,M1K1H8,M1K,Other/Independent
2434,Exeter Villa,Exeter,No,,-81.47441312,43.34652923,N0M1S0,N0M,Other/Independent
2435,Cancer Centre Pharmacy,Hamilton,No,,-79.8463295,43.24008429,L8V5C2,L8V,Other/Independent
2436,Upper Canada Lodge,Niagara-on-the-Lake,No,,-79.06946425,43.25020433,L0S1J0,L0S,Other/Independent
2437,Marshal (DR.) Gowland Manor,Sarnia,No,,-82.37190596,42.97799802,N7S1N7,N7S,Other/Independent
2438,Wal-Mart Pharmacy,Whitby,No,,-78.96028817,43.91781115,L1R3H8,L1R,Other/Independent
2439,Shoppers Drug Mart #704,Brampton,No,,-79.79646512,43.72818308,L6Z1Y4,L6Z,Shoppers Drug Mart
2440,Peel Manor,Brampton,No,,-79.78142632,43.69998648,L6X1N9,L6X,Other/Independent
2441,Tyndall Seniors Village Inc,Mississauga,No,,-79.62744516,43.62834447,L4W1K3,L4W,Other/Independent
2442,Simpson's Pharmacy,Niagara-on-the-Lake,No,,-79.10556976,43.23571292,L0S1T0,L0S,Other/Independent
2443,Hogan Pharmacy,Corunna,No,,-82.45272278,42.8917955,N0N1G0,N0N,Other/Independent
2444,Mcmaster  Drugstore,Hamilton,No,,-79.91746972,43.25949499,L8N3Z5,L8N,Other/Independent
2445,The Village of Winston Park,Kitchener,No,,-80.49867202,43.41122099,N2E3K1,N2E,Other/Independent
2446,Victoria Pharmacy,Hamilton,No,,-79.8524756,43.26220169,L8L5G4,L8L,Other/Independent
2447,Craiglee Nursing Home,Toronto,No,,-79.25328995,43.7068564,M1N2M7,M1N,Other/Independent
2448,Chartwell Lancaster Ltc Reside,Lancaster,No,,-74.62716437,45.29952888,K0C1N0,K0C,Other/Independent
2449,Providence Manor,Kingston,No,,-76.4854609,44.23552932,K7K1G7,K7K,Other/Independent
2450,Davis Drive Pharmacy,Newmarket,No,,-79.46735625,44.05805975,L3Y2N6,L3Y,Other/Independent
2451,Elgin Abbey Nursing Home,Chesley,No,,-81.09966699,44.31057702,N0G1L0,N0G,Other/Independent
2452,Westminster Ida Prscrptn Cntre,Windsor,No,,-82.96347179,42.30778608,N8T1C2,N8T,Other/Independent
2453,Caressant Care (Lindsay),Kawartha Lakes,No,,-78.75034324,44.34326974,K9V5K5,K9V,Other/Independent
2454,Hausers Pharmacy,Dunnville,No,,-79.61742049,42.90345784,N1A1E9,N1A,Other/Independent
2455,Erin Mills Ida Pharmacy,Mississauga,No,,-79.68757007,43.55096345,L5L3P9,L5L,Other/Independent
2456,Neighbour's Drug Mart,Vaughan,No,,-79.43208681,43.79602291,L4J6W9,L4J,Other/Independent
2457,Stirling Manor Nursing Home,Stirling,No,,-77.54845785,44.30225208,K0K3E0,K0K,Other/Independent
2458,Fairport Guardian Drugs,Pickering,No,,-79.11128951,43.81240223,L1W3G9,L1W,Guardian
2459,Sharbot Lake Pharmasave,Sharbot Lake,No,,-76.69052571,44.7710727,K0H2P0,K0H,Pharmasave
2460,Ben's Pharmacy,Washago,No,,-79.33261467,44.75564868,L0K2B0,L0K,Other/Independent
2461,Country Lane Ltc,Chatsworth,No,,-80.90307824,44.46570685,N0H1G0,N0H,Other/Independent
2462,Whiteside Pharmacy,Toronto,No,,-79.45990361,43.67437659,M6N1J1,M6N,Other/Independent
2463,Espanola Nursing Home,Espanola,No,,-81.78881781,46.2511455,P0P1C0,P0P,Other/Independent
2464,Cummer House,Toronto,No,,-79.4075583,43.78815311,M2M2E8,M2M,Other/Independent
2465,Loblaw Pharmacy # 4388,Toronto,No,,-79.42167381,43.79470301,M2M3X4,M2M,Loblaw
2466,Drugstore Pharmacy #539,Fergus,No,,-80.3687829,43.69811005,N1M2R3,N1M,Other/Independent
2467,Manitoulin Lodge Nh,Gore Bay,No,,-82.46685579,45.91466681,P0P1H0,P0P,Other/Independent
2468,700 Main Pharmacy,Hamilton,No,,-79.84188529,43.24801389,L8M1K7,L8M,Other/Independent
2469,Chateau Park Long Term Care,Windsor,No,,-83.07313142,42.30746297,N9C1A2,N9C,Other/Independent
2470,Pinecrest,Kenora,No,,-94.46512179,49.77898324,P9N2W7,P9N,Other/Independent
2471,Rainycrest Home,Fort Frances,No,,-93.38952886,48.61757008,P9A3T2,P9A,Other/Independent
2473,Saugeen Valley Nursing Centre,Mount Forest,No,,-80.73933594,43.97509008,N0G2L0,N0G,Other/Independent
2474,Meadow Park Nursing Home,Chatham-Kent,No,,-82.19884906,42.40704373,N7L4X3,N7L,Other/Independent
2475,Ben's Pharmacy,Kirkfield,No,,-78.97956534,44.56311616,K0M2B0,K0M,Other/Independent
2476,Integrated Care Pharmacy,Kawartha Lakes,No,,-78.76280935,44.34650664,K9V6K8,K9V,Other/Independent
2477,Lmc Pharmacy Brampton,Brampton,No,,-79.7239357,43.76048679,L6S0C6,L6S,Other/Independent
2478,Weston Care Pharmacy,Toronto,No,,-79.53993894,43.73844749,M9M2T7,M9M,Other/Independent
2479,Lotus Ida Pharmacy,Burlington,No,,-79.79950629,43.38366212,L1M4W8,L1M,Other/Independent
2480,Ajax Pharmachoice,Ajax,No,,-79.02556969,43.87837894,L1Z0T4,L1Z,Other/Independent
2481,Shoppers Drug Mart #1067,St. Thomas,No,,-81.19688188,42.77879395,N5P1B9,N5P,Shoppers Drug Mart
2482,Everett Pharmacy,Everett,No,,-79.93654011,44.19148085,L0M1J0,L0M,Other/Independent
2483,Shoppers Drug Mart #1233,Hamilton,No,,-79.79189787,43.17638218,L0R1P0,L0R,Shoppers Drug Mart
2484,Shoppers Drug Mart #1101,Windsor,No,,-83.03622151,42.31403267,N9A6Z3,N9A,Shoppers Drug Mart
2485,Mcknight's Pharmacy,Hamilton,No,,-79.84118509,43.24832539,L8M1K4,L8M,Other/Independent
2486,Victoria Commons Pharmacy,Toronto,No,,-79.32163438,43.77321961,M1T1A3,M1T,Other/Independent
2487,Christina Street Pharmacy,Sarnia,No,,-82.40218597,42.98154402,N7T5W4,N7T,Other/Independent
2488,Pack4u,Mississauga,No,,-79.70589338,43.52042555,L5L6A8,L5L,Other/Independent
2489,Pontypool Pharmacy,Kawartha Lakes,No,,-78.62757288,44.099895,L0A1K0,L0A,Other/Independent
2490,Shoppers Drug Mart #1011,Peterborough,No,,-78.33599461,44.32291935,K9H7E3,K9H,Shoppers Drug Mart
2491,Shoppers Drug Mart #1053,Hamilton,No,,-79.8570702,43.25801159,L8L0A6,L8L,Shoppers Drug Mart
2492,Riverview Pharmacy,Ottawa,No,,-75.69019493,45.37197045,K1V1G8,K1V,Other/Independent
2493,Fort Frances Clinic Dispensary,Fort Frances,No,,-93.39301646,48.60818878,P9A2C1,P9A,Other/Independent
2494,Shoppers Drug Mart #1544,Toronto,No,,-79.33039158,43.78813751,M2J4A8,M2J,Shoppers Drug Mart
2495,Specialty Rx,Mississauga,No,,-79.70554268,43.55906255,L5M2V8,L5M,Other/Independent
2496,Northfield Pharmacy,Waterloo,No,,-80.54101334,43.4847637,N2L6C7,N2L,Other/Independent
2497,Brady's Drug Store,Lakeshore,No,,-82.70887381,42.29369519,N0R1A0,N0R,Other/Independent
2498,Brady's Drug Store,Essex,No,,-82.81461783,42.16848506,N8M1B6,N8M,Other/Independent
2499,Pharmasave Fort Frances,Fort Frances,No,,-93.39896866,48.61027828,P9A1G6,P9A,Pharmasave
2500,Pharmasave Corunna Pharmacy,Corunna,No,,-82.45353948,42.8880818,N0N1G0,N0N,Pharmasave
2501,Albion Drug Store,Toronto,No,,-79.60449556,43.74409489,M9V1C2,M9V,Other/Independent
2502,Medsexpert Pharmacy,Toronto,No,,-79.37988278,43.66427439,M4Y2C5,M4Y,Other/Independent
2503,Blue Sky Pharmacy,Toronto,No,,-79.44372701,43.67809999,M6E1B4,M6E,Other/Independent
2504,North Park Pharmacy,Brampton,No,,-79.74824831,43.73000648,L6S4N5,L6S,Other/Independent
2505,Shoppers Drug Mart# 1411,Niagara Falls,No,,-79.07315354,43.099494,L2E4E4,L2E,Shoppers Drug Mart
2506,Shoppers Drug Mart #875,Toronto,No,,-79.31002507,43.78506081,M1T1V7,M1T,Shoppers Drug Mart
2507,Cobalt Pharmacy,Cobalt,No,,-79.68617255,47.39619969,P0J1C0,P0J,Other/Independent
2508,Riverdale Pharmacy,Kingston,No,,-76.45147599,44.27035272,K7K7J8,K7K,Other/Independent
2509,Aim Medical Pharmacy,Kitchener,No,,-80.47997071,43.4458895,N2G2L8,N2G,Other/Independent
2510,Shoppers Drug Mart #866,Kitchener,No,,-80.4444699,43.4516993,N2A3Z3,N2A,Shoppers Drug Mart
2512,Med+ Pharmacy,Kingston,No,,-76.52607441,44.24029132,K7M2X6,K7M,Other/Independent
2513,Health Sheild Pharmacy,Toronto,No,,-79.31095727,43.7077639,M4B2S7,M4B,Other/Independent
2514,Keele & Rogers Pharmacy,Toronto,No,,-79.47346462,43.68161569,M6M1B9,M6M,Other/Independent
2515,Brechin Pharmacy,Brechin,No,,-79.1766705,44.54656745,L0K1B0,L0K,Other/Independent
2516,Shoppers Drug Mart #1230,Ottawa,No,,-75.51648438,45.47509807,K1C1G7,K1C,Shoppers Drug Mart
2517,Metro Pharmacy #563,Ottawa,No,,-75.48411247,45.46133677,K4A4C5,K4A,Metro
2518,Sina Pharmacy (NO.2) Inc,Toronto,No,,-79.43455171,43.7758164,M2R1M6,M2R,Other/Independent
2519,Pharmasave Waterdown Vlg Pharm,Hamilton,No,,-79.89511602,43.33187461,L0R2H0,L0R,Pharmasave
2520,Shoppers Drug Mart #1222,Pickering,No,,-79.09482881,43.82970483,L1V1B5,L1V,Shoppers Drug Mart
2521,Sante Pharmacy,Toronto,No,,-79.38727409,43.67047749,M4W3E2,M4W,Other/Independent
2522,Water Street Drug Mart,Cambridge,No,,-80.31560905,43.35950549,N1R3B1,N1R,Other/Independent
2523,Uptown Medical Pharmacy,Oakville,No,,-79.71428988,43.48651564,L6H6K7,L6H,Other/Independent
2524,Golden Lake Pharmasave,Golden Lake,No,,-77.24489186,45.58057801,K0J1X0,K0J,Pharmasave
2525,Millpond Family Pharmacy,New Tecumseth,No,,-79.87262429,44.15346465,L9R1L7,L9R,Other/Independent
2526,Medi Plus Pharmacy 005,Mississauga,No,,-79.63619136,43.56437876,L5C4P6,L5C,Other/Independent
2527,Food Basics Pharmacy #523,Chatham-Kent,No,,-82.20288396,42.41613833,N7L3K5,N7L,Other/Independent
2528,Chartwell Champlain Ltc Reside,L'orignal,No,,-74.67048631,45.62971253,K0B1K0,K0B,Other/Independent
2529,Guildcrest Pharmacy,Toronto,No,,-79.20804854,43.74702581,M1J3H4,M1J,Other/Independent
2530,Port Hope Guardian Pharmacy,Port Hope,No,,-78.32339077,43.96154119,L1A3V5,L1A,Guardian
2531,Torrance Health Pharmacy,Markham,No,,-79.32393478,43.85759262,L3R1A6,L3R,Other/Independent
2532,Shoppers Drug Mart #910,Ottawa,No,,-75.73203404,45.34558414,K2G4A1,K2G,Shoppers Drug Mart
2533,Medi Pharm 2 Pharmacy,Vaughan,No,,-79.52107565,43.85253361,L6A1C6,L6A,Other/Independent
2534,Mini-Majors Pharmacy,Wasaga Beach,No,,-80.07588618,44.46853709,L9Z0C4,L9Z,Other/Independent
2535,Claremont Compounding Pharmacy,Pickering,No,,-79.13119383,43.97261965,L1Y1B3,L1Y,Other/Independent
2536,Gordon Pharmasave Pharmacy,Guelph,No,,-80.19609343,43.50860662,N1L0C9,N1L,Pharmasave
2537,Richpoint Pharmacy,Richmond Hill,No,,-79.44120212,43.89161472,L4C3E3,L4C,Other/Independent
2538,Tony Stacey Ctr for Veterans C,Toronto,No,,-79.16339072,43.78323082,M1C2J1,M1C,Other/Independent
2540,Burnhamthorpe Medical Pharmacy,Mississauga,No,,-79.62605276,43.60039017,L5A3S5,L5A,Other/Independent
2541,Metro Pharmacy #520,Sault Ste. Marie,No,,-84.32151496,46.5357135,P6B4H6,P6B,Metro
2542,Shoppers Drug Mart #1039,Chatham-Kent,No,,-81.88744756,42.43862635,N0P2C0,N0P,Shoppers Drug Mart
2543,"Patel, Piyush Dr",Toronto,No,,-79.56132744,43.61927637,M9C1C2,M9C,Other/Independent
2544,Bayside Pharmacy,Wiarton,No,,-81.13889994,44.73832289,N0H2T0,N0H,Other/Independent
2545,Loblaw Pharmacy#4086,Greater Sudbury,No,,-80.90326015,46.43239328,P3P1Z3,P3P,Loblaw
2546,Robinson's Ida Pharmacy,Mississauga,No,,-79.71381228,43.58204016,L5M1L2,L5M,Other/Independent
2547,Bell Pharmacy,Ottawa,No,,-75.70579254,45.40721195,K1R6X4,K1R,Other/Independent
2548,Strathmere Lodge,Strathroy,No,,-81.64392403,42.95569366,N7G1X1,N7G,Other/Independent
2549,Westbram Pharmasave,Brampton,No,,-79.80494062,43.68056067,L6X5E9,L6X,Pharmasave
