X,Y,FID,OGF_ID,MOH_PRO_ID,SERV_TYPE,SERV_DET,EN_NAME,FR_NAME,EN_ALT,FR_ALT,ADDRESS_1,ADDRESS_2,ADDR_DESCR,COMMUNITY,POSTALCODE,GEO_UPT_DT,EFF_DATE
-75.74511974,45.28414603,7685,127903910,9675,Pharmacy,RP,Longfields Pharmacy, , , ,613 Longfields Drive,Unit 106, ,Ottawa,K2J6J2, ,2.02E+13
-75.95148936,44.62649421,7686,127903911,9678,Pharmacy,RP,Athens Pharmasave, , , ,16 Main Street, , ,Athens,K0E1B0, ,2.02E+13
-80.51663632,43.43420439,7687,127903912,9679,Pharmacy,RP,Shoppers Drug Mart #731, , , ,563 Highland Road West, , ,Kitchener,N2M5K2, ,2.02E+13
-79.32333478,43.85826392,7688,127903913,9680,Pharmacy,RP,Icare Drug Mart, , , ,Highway 7,6061-G, ,Markham,L3P3B2, ,2.02E+13
-80.11572667,43.07330495,7689,127903914,9681,Pharmacy,RP,Pharmasave Ohsweken, , , ,1769 Chiefswood Road, , ,Ohsweken,N0A1M0, ,2.02E+13
-79.30593098,43.84256792,7691,127903916,9685,Pharmacy,RP,Janedal Pharmacy, , , ,7750 Kennedy Road,Unit 7A, ,Markham,L3R0A7, ,2.02E+13
-82.81470193,42.16948846,7693,127903918,9688,Pharmacy,RP,Essex Guardian Prescription Ce, , , ,169 Talbot Street South, , ,Essex,N8M1B7, ,2.02E+13
-80.30625075,43.38152989,7694,127903919,9689,Pharmacy,RP,Lifeline Pharmacy, , , ,30 Glamis Road,Unit 5A, ,Cambridge,N1R7H5, ,2.02E+13
-79.61840765,43.52238705,7695,127903920,9690,Pharmacy,RP,Peace Land Pharmacy Inc, , , ,1020 Johnson's Lane,Unit A3, ,Mississauga,L5J2P7, ,2.02E+13
-81.26204132,42.96797228,7696,127903921,9691,Pharmacy,RP,Viscount Pharmacy, , , ,231 Wharncliffe Road South, , ,London,N6J2L3, ,2.02E+13
-79.4102106,43.7614156,7697,127903922,9692,Pharmacy,RP,Toronto Specialty Pharmacy Ltd, , , ,4789 Yonge Street,Unit 1106, ,Toronto,M2N0G3, ,2.02E+13
-79.90966065,44.74010955,7698,127903923,9693,Pharmacy,RP,Shoppers Simply Pharmacy #3009, , , ,240 Penetang Road,Huronia Medical Centre, ,Midland,L4R4P4, ,2.02E+13
-82.20538966,42.39114503,7699,127903924,9694,Pharmacy,RP,Chatham Pharmasave, , , ,125 Keil Drive South, , ,Chatham-Kent,N7M3H3, ,2.02E+13
-79.49575162,43.67757108,7700,127903925,9696,Pharmacy,RP,Oya Pharmacy, , , ,903 Jane Street, , ,Toronto,M6N4C6, ,2.02E+13
-79.95829841,43.06625186,7701,127903926,9699,Pharmacy,RP,Shoppers Drug Mart #1383, , , ,221 Argyle Street South, , ,Caledonia,N3W1K7, ,2.02E+13
-81.24404561,42.94143137,7702,127903927,9701,Pharmacy,RP,Shoppers Drug Mart #1072, , , ,395 Southdale Road East,Unit A, ,London,N6E1A2, ,2.02E+13
-79.26579647,43.89658903,7703,127903928,9703,Pharmacy,RP,Upper Village Pharmacy, , , ,9500 Markham Road,Unit 102, ,Markham,L6E0N6, ,2.02E+13
-80.23535534,43.52178072,7704,127903929,9708,Pharmacy,RP,Life Care Edinburgh Pharmacy, , , ,492 Edinburgh Road South,B4b-492 Edinburgh Market Place, ,Guelph,N1G4Z1, ,2.02E+13
-79.26960456,43.80925472,7705,127903930,9712,Pharmacy,RP,Food Basics Pharmacy #596, , , ,1571 Sandhurst Circle, , ,Toronto,M1V1V2, ,2.02E+13
-82.38926397,42.97662702,7706,127903931,9715,Pharmacy,RP,Pharmacy Care, , , ,89 Norman Street, , ,Sarnia,N7T6S3, ,2.02E+13
-84.31144736,46.54914031,7707,127903932,9717,Pharmacy,RP,Iccare Pharmacy, , , ,750 Great Northern Road,Unit F2005, ,Sault Ste. Marie,P6B0A8, ,2.02E+13
-81.24142831,42.99340968,7709,127903934,9721,Pharmacy,RP,Aim Drug Mart, , , ,450 Central Avenue, , ,London,N6B2E5, ,2.02E+13
-75.72894184,45.29228573,7710,127903935,9722,Pharmacy,RP,Barrhaven Medical Pharmacy, , , ,2900 Woodroffe Avenue,Unit 10, ,Ottawa,K2J4G3, ,2.02E+13
-80.48857122,43.4477284,7711,127903936,9723,Pharmacy,RP,Benton Medical Pharmacy, , , ,51 Benton Street, , ,Kitchener,N2G3H1, ,2.02E+13
-80.23419004,43.52374102,7713,127903938,9726,Pharmacy,RP,Chancellors Way Pharmacy, , , ,175 Chancellors Way,Unit 105, ,Guelph,N1G0E9, ,2.02E+13
-79.78164529,43.40298942,7714,127903939,9728,Pharmacy,RP,Pharmasave #9617, , , ,5327 Upper Middle Road,Unit 2, ,Burlington,L7L0E9, ,2.02E+13
-79.49472048,46.33496133,7715,127903940,9729,Pharmacy,RP,North Bay Regional Pharmacy, , , ,50 College Drive,Postal Office Box 2500, ,North Bay,P1B5A4, ,2.02E+13
-79.72613519,43.65889277,7716,127903941,9731,Pharmacy,RP,Save on Rx Brampton, , , ,7700 Hurontario Street,Unit 309B & 310A, ,Brampton,L6Y4M3, ,2.02E+13
-80.51567003,43.4563337,7718,127903943,9733,Pharmacy,RP,Spark Pharmacy, , , ,535 Park Street, , ,Kitchener,N2G1N8, ,2.02E+13
-79.39837949,43.65263548,7719,127903944,9734,Pharmacy,RP,Hui's Pharmasave, , , ,280 Spadina Avenue,Unit Q, ,Toronto,M5T3A5, ,2.02E+13
-78.2725184,44.42373637,7720,127903945,9738,Pharmacy,RP,Lakefield Ida Pharmacy, , , ,32 Queen Street,Postal Office Box 699, ,Lakefield,K0L2H0, ,2.02E+13
-79.57770554,43.55859856,7721,127903946,9740,Pharmacy,RP,Lighthouse Pharmacy, , , ,223 Lakeshore Road East, , ,Mississauga,L5G1G5, ,2.02E+13
-79.23079005,43.78137042,7722,127903947,9741,Pharmacy,RP,Tuxedo Drug Mart, , , ,42 Tuxedo Court, , ,Toronto,M1G3S3, ,2.02E+13
-79.55403979,44.26213608,7723,127903948,9743,Pharmacy,RP,Lefroy Pharmacy, , , ,1311 Killarney Beach Road,"Unit B, Postal Office Box 539", ,Innisfil,L0L1W0, ,2.02E+13
-76.65574336,45.47961602,7782,127904007,113,Pharmacy,RP,Wal-Mart Pharmacy, , , ,980 O'brien Road,R.R. 1, ,Renfrew,K7V3Z4, ,2.02E+13
-75.50838908,45.45139387,7783,127904008,114,Pharmacy,RP,Wal-Mart Pharmacy, , , ,3900 Innes Road, , ,Ottawa,K1C1T1, ,2.02E+13
-79.28831367,43.86820553,7784,127904009,115,Pharmacy,RP,Wal-Mart Pharmacy, , , ,5000 Highway  7, , ,Markham,L3R4M9, ,2.02E+13
-92.8376461,49.78645237,7786,127904011,118,Pharmacy,RP,Wal-Mart Pharmacy, , , ,Highway 17 East, , ,Dryden,P8N2Y6, ,2.02E+13
-82.21876637,42.43393873,7788,127904013,123,Pharmacy,RP,Wal-Mart Pharmacy, , , ,881 Saint Clair Street, , ,Chatham-Kent,N7M5T7, ,2.02E+13
-79.20184474,43.79769662,7789,127904014,130,Pharmacy,RP,Wal-Mart Pharmacy, , , ,799 Milner Avenue, , ,Toronto,M1B3C3, ,2.02E+13
-79.56587555,43.68303828,7790,127904015,136,Pharmacy,RP,Shoppers Drug Mart #845, , , ,415 The Westway, , ,Toronto,M9R1H5, ,2.02E+13
-79.702639,43.85467471,7791,127904016,141,Pharmacy,RP,Total Health Pharmacy, , , ,12295 Highway 50, , ,Caledon,L7E1M2, ,2.02E+13
-79.70975041,43.86371881,7792,127904017,143,Pharmacy,RP,Total Health Pharmacy, , , ,170 McEwan Drive East, , ,Caledon,L7E4C8, ,2.02E+13
-80.94624277,46.51997469,7794,127904019,145,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1349 Lasalle Boulevard, , ,Greater Sudbury,P3A1Z2, ,2.02E+13
-82.3793521,49.40204154,7795,127904020,149,Pharmacy,RP,Wal-Mart Pharmacy, , , ,350 Government Road, , ,Kapuskasing,P5N2X7, ,2.02E+13
-79.68616724,44.33142059,7796,127904021,150,Pharmacy,RP,Sobeys Pharmacy #7237, , , ,37 Mapleview Drive West, , ,Barrie,L4N9H5, ,2.02E+13
-79.44066286,46.31463293,7797,127904022,156,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1500 Fisher Street, , ,North Bay,P1B2H3, ,2.02E+13
-76.66080845,44.21590551,7798,127904023,160,Pharmacy,RP,Hunt's Pharmacy, , , ,6 Speers Boulevard,Unit K, ,Amherstview,K7N1Z6, ,2.02E+13
-80.51524803,43.4698791,7799,127904024,166,Pharmacy,RP,Sobeys Pharmacy # 7239, , , ,94 Bridgeport Road East, , ,Waterloo,N2J2J4, ,2.02E+13
-75.74346054,45.26805193,7800,127904025,167,Pharmacy,RP,The Drug Store Pharmacy #1035, , , ,3201 Greenbank Road, , ,Ottawa,K2J4H9, ,2.02E+13
-79.7338533,43.66417637,7801,127904026,168,Pharmacy,RP,Loblaw Pharmacy #2801, , , ,85 Ave West,Suite ELES, ,Brampton,L6Y0K3, ,2.02E+13
-80.92358186,44.57331947,7802,127904027,169,Pharmacy,RP,Shoppers Drug Mart, , , ,1183 16th Street East, , ,Owen Sound,N4K1Z4, ,2.02E+13
-82.59953485,42.05298465,7804,127904029,172,Pharmacy,RP,Leamington Wellness Pharmacy, , , ,4 Talbot Street East, , ,Leamington,N8H1L2, ,2.02E+13
-82.38679917,42.98612962,7805,127904030,176,Pharmacy,RP,Shoppers Drug Mart #1032, , , ,510 Exmouth Street, , ,Sarnia,N7T5P3, ,2.02E+13
-79.43953381,43.7562205,7807,127904032,185,Pharmacy,RP,Shoppers Drug Mart #804, , , ,598 Sheppard Avenue West, , ,Toronto,M3H2S1, ,2.02E+13
-79.48128625,44.05394745,7808,127904033,186,Pharmacy,RP,St George Medcare & Pharmacy, , , ,17480 Yonge Street,Unit C2B, ,Newmarket,L3Y8A7, ,2.02E+13
-79.59116291,43.2042845,7809,127904034,188,Pharmacy,RP,Drugstore Pharmacy #2806, , , ,361 South Service Road, , ,Grimsby,L3M4E8, ,2.02E+13
-79.24084185,43.77500331,7810,127904035,191,Pharmacy,RP,Healthcare Pharmacy, , , ,1920 Ellesmere Road,Unit 107, ,Toronto,M1H2V6, ,2.02E+13
-79.76287417,43.23016299,7811,127904036,195,Pharmacy,RP,Pharmaserve, , , ,68 Centennial Parkway North, , ,Hamilton,L8E1H6, ,2.02E+13
-79.44788626,44.22611708,7812,127904037,198,Pharmacy,RP,Loblaw Pharmacy #520, , , ,24018 Woodbine Avenue, , ,Georgina,L4P3E9, ,2.02E+13
-79.44973194,44.01518215,7814,127904039,208,Pharmacy,RP,Hollandview Pharmacy, , , ,372 Hollandview Trail, , ,Aurora,L4G7H2, ,2.02E+13
-75.85719838,45.29193293,7815,127904040,211,Pharmacy,RP,Bridlewood Drug Mart, , , ,64 Stonehaven Drive, , ,Ottawa,K2M2Y2, ,2.02E+13
-79.38605858,43.66049759,7816,127904041,212,Pharmacy,RP,Bay College Drug Mart, , , ,790 Bay Street, , ,Toronto,M5G1N8, ,2.02E+13
-79.81881859,43.32448471,7817,127904042,217,Pharmacy,RP,Shoppers Drug Mart #747, , , ,900 Maple Avenue,Unit A6A, ,Burlington,L7S2J8, ,2.02E+13
-80.24104811,43.13885235,7818,127904043,219,Pharmacy,RP,Loblaw Pharmacy #4042, , , ,603 Colborne Street, , ,Brantford,N3S7S8, ,2.02E+13
-77.39741949,44.18913927,7819,127904044,222,Pharmacy,RP,Shoppers Drug Mart #601, , , ,390 North Front Street, , ,Belleville,K8P3E1, ,2.02E+13
-79.50966713,43.71964369,7820,127904045,224,Pharmacy,RP,Drugstore Phcy #4327, , , ,1591 Wilson Avenue, , ,Toronto,M3L1A5, ,2.02E+13
-81.27516102,42.99023578,7821,127904046,226,Pharmacy,RP,Shoppers Drug Mart #968, , , ,301 Oxford Street West, , ,London,N6H1S6, ,2.02E+13
-79.20584109,44.31498491,7822,127904047,228,Pharmacy,RP,Ben's Pharmacy, , , ,319 Pefferlaw Road, , ,Georgina,L0E1N0, ,2.02E+13
-79.53340854,43.70810159,7823,127904048,229,Pharmacy,RP,Loblaw Pharmacy, , , ,2549 Weston Road, , ,Toronto,M9N2A7, ,2.02E+13
-79.71325668,43.59944056,7824,127904049,231,Pharmacy,RP,Drugstore Pharmacy #4336, , , ,6085 Creditview Road, , ,Mississauga,L5V2A8, ,2.02E+13
-83.02845921,42.30172577,7825,127904050,237,Pharmacy,RP,Medical Centre Pharmacy, , , ,1428 Ouellette Avenue, , ,Windsor,N8X1K4, ,2.02E+13
-79.28501746,43.74690261,7826,127904051,242,Pharmacy,RP,Extra Care Pharmacy, , , ,2155 Lawrence Avenue East,Unit 9, ,Toronto,M1R5G9, ,2.02E+13
-79.73727102,43.88009831,7827,127904052,246,Pharmacy,RP,Leggett & Smith Pharmacy, , , ,18 King Street East, , ,Caledon,L7E1E8, ,2.02E+13
-79.43320332,43.85941312,7828,127904053,247,Pharmacy,RP,Health Link Pharmacy, , , ,9555 Yonge Street,Unit 15 & 16, ,Richmond Hill,L4C9M5, ,2.02E+13
-80.19055783,43.50094092,7829,127904054,249,Pharmacy,RP,Shoppers Drug Mart #1213, , , ,7 Clair Road West, , ,Guelph,N1L0A6, ,2.02E+13
-79.68704404,44.33281719,7831,127904056,252,Pharmacy,RP,Wal-Mart Pharmacy, , , ,35 Mapleview Drive West, , ,Barrie,L4N9H5, ,2.02E+13
-79.78378797,43.21622079,7834,127904059,260,Pharmacy,RP,Danmar Pharmacy, , , ,205 Quigley Road,Unit 8, ,Hamilton,L8K5M8, ,2.02E+13
-81.17535267,42.76350214,7835,127904060,270,Pharmacy,RP,Shoppers Drug Mart #969, , , ,204 First Avenue, , ,St. Thomas,N5R4P5, ,2.02E+13
-89.24651016,48.40002376,7836,127904061,274,Pharmacy,RP,Shoppers Drug Mart #680, , , ,1186 Memorial Avenue, , ,Thunder Bay,P7B5K5, ,2.02E+13
-75.64963992,45.41314646,7837,127904062,285,Pharmacy,RP,Wal-Mart Pharmacy, , , ,450 Terminal Avenue, , ,Ottawa,K1G0Z3, ,2.02E+13
-81.31519332,48.47824567,7838,127904063,286,Pharmacy,RP,Loblaw Pharmacy  #4087, , , ,654 Algonquin Boulevard East, , ,Timmins,P4N8R4, ,2.02E+13
-79.03148619,43.86088004,7839,127904064,290,Pharmacy,RP,Loblaw Pharmacy #1012, , , ,30 Kingston Road West, , ,Ajax,L1T4K8, ,2.02E+13
-79.59918886,43.73147949,7840,127904065,293,Pharmacy,RP,Humber Green Pharmacy, , , ,100 Humber College Boulevard, , ,Toronto,M9V5G4, ,2.02E+13
-80.28929445,43.35690579,7841,127904066,298,Pharmacy,RP,Drugstore Pharmacy #576, , , ,200 Franklin Boulevard, , ,Cambridge,N1R5R6, ,2.02E+13
-79.34916918,43.68954399,7842,127904067,306,Pharmacy,RP,Stanbury's Pharmacy, , , ,1032 Pape Avenue, , ,Toronto,M4K3W2, ,2.02E+13
-82.91792585,42.03630383,7843,127904068,307,Pharmacy,RP,Hometown Family Pharmacy, , , ,38 Queen Street, , ,Essex,N0R1G0, ,2.02E+13
-81.28987242,42.95372357,7844,127904069,322,Pharmacy,RP,Shoppers Drug Mart #1062, , , ,530 Commissioners Road West, , ,London,N6J1Y6, ,2.02E+13
-79.29215057,43.78418711,7845,127904070,325,Pharmacy,RP,Wal-Mart Pharmacy, , , ,3850 Sheppard Avenue East, , ,Toronto,M1T3L4, ,2.02E+13
-78.86331904,43.89785695,7846,127904071,328,Pharmacy,RP,Lovell Drugs, , , ,8 King Street East, , ,Oshawa,L1H1A9, ,2.02E+13
-78.96243107,43.87416214,7847,127904072,331,Pharmacy,RP,West Lynde Pharmacy, , , ,965 Dundas Street West,Unit B6, ,Whitby,L1P1G8, ,2.02E+13
-79.39098919,43.65880889,7848,127904073,334,Pharmacy,RP,U&c Pharmacy, , , ,700 University Avenue,"Unit HSC112, Shopping Concourse", ,Toronto,M5G1Z5, ,2.02E+13
-82.38866297,42.98504522,7849,127904074,337,Pharmacy,RP,Medicine Shoppe #247, , , ,429 Exmouth Street, , ,Sarnia,N7T5P1, ,2.02E+13
-79.47873773,43.82833871,7850,127904075,340,Pharmacy,RP,Summeridge Guardian Pharmacy, , , ,8707 Dufferin Street,Unit 24, ,Vaughan,L4J0A2, ,2.02E+13
-79.08604151,43.83618643,7851,127904076,344,Pharmacy,RP,Shoppers Drug Mart #618, , , ,1355 Kingston Road, , ,Pickering,L1V1B8, ,2.02E+13
-78.86608684,43.90435155,7854,127904079,358,Pharmacy,RP,Oshawa Health Centre Pharmacy, , , ,247 Simcoe Street North, , ,Oshawa,L1G4T3, ,2.02E+13
-79.0577045,43.85417474,7855,127904080,359,Pharmacy,RP,Pickering Village Pharmacy, , , ,59 Old Kingston Road, , ,Ajax,L1T3A5, ,2.02E+13
-75.67811153,45.40868325,7856,127904081,364,Pharmacy,RP,Watson's Phcy & Wellness Centr, , , ,192 Main Street, , ,Ottawa,K1S1C2, ,2.02E+13
-79.37502199,43.7063311,7857,127904082,368,Pharmacy,RP,Shoppers Drug Mart # 982, , , ,1601 Bayview Avenue, , ,Toronto,M4G3B5, ,2.02E+13
-76.54996902,44.25718442,7858,127904083,376,Pharmacy,RP,Freshco Pharmacy, , , ,2327 Princess Street, , ,Kingston,K7M3G1, ,2.02E+13
-79.3905054,43.84157852,7859,127904084,382,Pharmacy,RP,St Mary Pharmacy, , , ,95 Times Avenue,Unit C2, ,Markham,L3T0A2, ,2.02E+13
-81.19367268,42.77907115,7861,127904086,387,Pharmacy,RP,Yurek Pharmacy Limited, , , ,519 Talbot Street, , ,St. Thomas,N5P1C3, ,2.02E+13
-79.27410498,43.95513644,7862,127904087,392,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1050 Hoover Park Drive, , ,Whitchurch-Stouffville,L4A0K2, ,2.02E+13
-80.28108706,43.56552513,7864,127904089,399,Pharmacy,RP,Wal-Mart Pharmacy, , , ,11 Woodlawn Road West, , ,Guelph,N1H1G8, ,2.02E+13
-78.84127263,43.90364035,7866,127904091,403,Pharmacy,RP,Shoprite Pharmacy, , , ,600 King Street East, , ,Oshawa,L1H1G6, ,2.02E+13
-79.57588386,43.7842241,7867,127904092,405,Pharmacy,RP,Panacea Pharmacy, , , ,4600 Highway 7, , ,Vaughan,L4L4Y7, ,2.02E+13
-79.39573929,43.70756679,7868,127904093,406,Pharmacy,RP,Apex Drug Mart, , , ,90 Eglinton Avenue East, , ,Toronto,M4P2Y3, ,2.02E+13
-79.76491439,43.42906923,7869,127904094,411,Pharmacy,RP,Pharma Sense, , , ,2983 Westoak Trails Boulevard,Unit 8, ,Oakville,L6M5E4, ,2.02E+13
-76.58230353,44.23691601,7870,127904095,415,Pharmacy,RP,Shoppers Drug Mart #608, , , ,1875 Bath Road, , ,Kingston,K7M4Y3, ,2.02E+13
-81.17517959,43.00567099,7871,127904096,424,Pharmacy,RP,Progressive Drug Mart, , , ,1920 Dundas Street,Unit 114, ,London,N5V3P1, ,2.02E+13
-79.37458378,43.66300979,7872,127904097,431,Pharmacy,RP,Greendale Drugs, , , ,152 Carlton Street, , ,Toronto,M5A2K1, ,2.02E+13
-76.1604218,44.33131245,7874,127904099,434,Pharmacy,RP,Pharmasave #736, , , ,220 King Street East, , ,Gananoque,K7G1G5, ,2.02E+13
-81.23156731,42.95746678,7875,127904100,440,Pharmacy,RP,Shoppers Drug Mart #1146, , , ,645 Commissioners Road East,Suite 106, ,London,N6C2T9, ,2.02E+13
-79.83687612,43.50820984,7876,127904101,441,Pharmacy,RP,Metro Pharmacy #571, , , ,1050 Kennedy Circle, , ,Milton,L9T0J9, ,2.02E+13
-79.14127132,43.79821352,7877,127904102,450,Pharmacy,RP,Drugstore Pharmacy #4342, , , ,70 Island Road, , ,Toronto,M1C2P5, ,2.02E+13
-80.54310713,43.44250179,7878,127904103,452,Pharmacy,RP,Beechwood Forest Pharmacy, , , ,890 Glasgow Street, , ,Kitchener,N2N3G6, ,2.02E+13
-79.35654129,43.80777661,7879,127904104,459,Pharmacy,RP,Cliffwood Ida Pharmacy, , , ,3885 Don Mills Road, , ,Toronto,M2H2S7, ,2.02E+13
-79.50205313,43.68399749,7881,127904106,4876,Pharmacy,RP,Forest Hill Pharmacy, , , ,Eglinton Avenue West,102=491, ,Toronto,M5N1A8, ,2.02E+13
-79.32296077,43.68337759,7883,127904108,4888,Pharmacy,RP,Icare Discount Pharmacy, , , ,1577 Danforth Avenue,Unit 6, ,Toronto,M4C1H7, ,2.02E+13
-80.54591294,43.4717512,7884,127904109,4889,Pharmacy,RP,Student Health Pharmacy, , , ,200 University Avenue West, , ,Waterloo,N2L3G1, ,2.02E+13
-79.42366768,44.59764585,7887,127904112,4895,Pharmacy,RP,Memorial Pharmasave, , , ,200 Memorial Avenue,Unit 1, ,Orillia,L3V5X6, ,2.02E+13
-79.28192876,43.76736581,7888,127904113,4899,Pharmacy,RP,Blue Rose Pharmacy, , , ,1910 Kennedy Road,Unit 5 & 6, ,Toronto,M1P2L8, ,2.02E+13
-75.72345724,45.39003225,7889,127904114,4901,Pharmacy,RP,Mcneil Parkdale Pharmacy, , , ,1077 Carling Avenue, , ,Ottawa,K1Y4K4, ,2.02E+13
-79.46236976,46.30833413,7890,127904115,4904,Pharmacy,RP,Kalvin Brown Pharmasave, , , ,239 Main Street East, , ,North Bay,P1B1B2, ,2.02E+13
-79.28092236,43.76837411,7891,127904116,4907,Pharmacy,RP,Progress Medical Pharmacy, , , ,1939 Kennedy Road,Unit 1, ,Toronto,M1P2L9, ,2.02E+13
-79.62731358,43.84276371,7892,127904117,4910,Pharmacy,RP,Kleinburg Pharmacy, , , ,10462 Islington Avenue,Unit 5, ,Vaughan,L0J1C0, ,2.02E+13
-78.54431649,44.53607078,7893,127904118,4914,Pharmacy,RP,Shoppers Drug Mart #1538, , , ,85 Bolton Street, , ,Kawartha Lakes,K0M1A0, ,2.02E+13
-81.27284675,44.30555061,7894,127904119,4915,Pharmacy,RP,Paisley Drugs, , , ,514 Queen Street South, , ,Paisley,N0G2N0, ,2.02E+13
-79.26810719,42.99880697,7895,127904120,4918,Pharmacy,RP,Prince Charles Pharmacy, , , ,555 Prince Charles Drive North, , ,Welland,L3C6B5, ,2.02E+13
-80.87138578,43.91300486,7896,127904121,4919,Pharmacy,RP,Acheson Pharmacy, , , ,16 Elora Street South, , ,Minto,N0G1Z0, ,2.02E+13
-79.62540125,43.50698015,7897,127904122,4922,Pharmacy,RP,Emichael Pharmacy&medical Ctr, , , ,802 Southdown Road,Unit C4, ,Mississauga,L5J2Y4, ,2.02E+13
-79.66415637,43.56763896,7898,127904123,4923,Pharmacy,RP,Central Parkway Pharmacy, , , ,1300 Central Parkway,Unit 106, ,Mississauga,L5C4G8, ,2.02E+13
-75.70538584,45.37738645,7899,127904124,4925,Pharmacy,RP,Green Valley Pharmacy, , , ,Green Valley Crescent,200-249955, ,Ottawa,K2C3V4, ,2.02E+13
-80.48452782,43.4689874,7900,127904125,4926,Pharmacy,RP,Pollock & Williams Pharmacy, , , ,307 Lancaster Street West, , ,Kitchener,N2H4V4, ,2.02E+13
-79.4193134,43.64386658,7901,127904126,4929,Pharmacy,RP,Shoppers Drug Mart 1362, , , ,1033 Queen Street West,Unit A, ,Toronto,M6J0A6, ,2.02E+13
-75.67464102,45.23394352,7902,127904127,4930,Pharmacy,RP,Shoppers Drug Mart 1366, , , ,5230 Mitch Owens Road, , ,Ottawa,K4M1B2, ,2.02E+13
-81.24461232,43.01385458,7903,127904128,4931,Pharmacy,RP,London Med Phcy/advantage Care, , , ,1135 Adelaide Street North,Unit 113, ,London,N5Y5K7, ,2.02E+13
-81.27697733,43.00102388,7905,127904130,4936,Pharmacy,RP,Books Plus Pharmacy, , , ,1153 Western Road, , ,London,N6G1G6, ,2.02E+13
-79.75934101,43.70260998,7906,127904131,4937,Pharmacy,RP,Cumberland Pharmacy, , , ,131 Kennedy Road North,Unit 2, ,Brampton,L6V1X9, ,2.02E+13
-78.87807154,43.88515135,7907,127904132,4938,Pharmacy,RP,Loblaw Pharmacy #2842, , , ,481 Gibb Street, , ,Oshawa,L1J1Z4, ,2.02E+13
-77.10091361,45.53944181,7908,127904133,4942,Pharmacy,RP,Conway's Pharmacy, , , ,251 Bridge Street, , ,Eganville,K0J1T0, ,2.02E+13
-81.31377482,43.88553403,7909,127904134,4945,Pharmacy,RP,James Brown Pharmacy, , , ,198 Josephine Street, , ,Wingham,N0G2W0, ,2.02E+13
-79.54484533,43.63271057,7910,127904135,4946,Pharmacy,RP,Etobicoke First Pharmacy, , , ,5468 Dundas Street West,Unit 104, ,Toronto,M9B6E3, ,2.02E+13
-76.59749054,44.26157772,7911,127904136,4950,Pharmacy,RP,West Side Pharmacy&compounding, , , ,3079 Princess Street, , ,Kingston,K7L4V2, ,2.02E+13
-79.05238951,42.88332616,7913,127904138,4954,Pharmacy,RP,Brodie's Drug Store, , , ,315 Ridge Road North, , ,Fort Erie,L0S1N0, ,2.02E+13
-79.44786381,43.69603949,7914,127904139,4955,Pharmacy,RP,Northcliffe Pharmacy, , , ,1751 Eglington Avenue West, , ,Toronto,M6E2H7, ,2.02E+13
-79.60941997,43.82523931,7915,127904140,4962,Pharmacy,RP,Prima Care Pharmacy, , , ,9600 Islington Avenue,Unit 9, ,Vaughan,L4H2T1, ,2.02E+13
-79.52231023,43.64515348,7917,127904142,4964,Pharmacy,RP,Medi-Place Pharmacy, , , ,3300 Bloor Street West, , ,Toronto,M8X2W8, ,2.02E+13
-75.87151008,45.27471382,7918,127904143,4965,Pharmacy,RP,Wal-Mart Pharmacy, , , ,5357 Fernbank Road, , ,Ottawa,K2S0T7, ,2.02E+13
-79.55525116,43.84834151,7919,127904144,4966,Pharmacy,RP,Wal-Mart Pharmacy, , , ,3600 Major Mackenzie Drive, , ,Vaughan,L6A1S1, ,2.02E+13
-79.89154371,43.20165238,7920,127904145,4967,Pharmacy,RP,People's Pharmachoice, , , ,30 Rymal Road East,Unit 4, ,Hamilton,L9B1T7, ,2.02E+13
-78.80760182,43.90742646,7921,127904146,4975,Pharmacy,RP,Health Centre Pharmacy, , , ,1450 Highway 2, , ,Courtice,L1E3C3, ,2.02E+13
-79.43426869,44.62276605,7922,127904147,4979,Pharmacy,RP,Fittons Pharmacy, , , ,425 West Street North,Unit 20, ,Orillia,L3V7R2, ,2.02E+13
-81.29416213,42.99156888,7923,127904148,4980,Pharmacy,RP,Beaverbrook Pharmacy, , , ,1261 Beaverbrook Avenue, , ,London,N6H5G3, ,2.02E+13
-80.31470395,43.36234999,7924,127904149,4982,Pharmacy,RP,Food Basics Pharmacy #558, , , ,95 Water Street North, , ,Cambridge,N1R3B5, ,2.02E+13
-79.48853612,43.70579869,7925,127904150,4986,Pharmacy,RP,Lawrence Medical Pharmacy, , , ,1575 Lawrence Avenue West,Unit 4, ,Toronto,M6L1C3, ,2.02E+13
-79.36558232,46.22322892,7926,127904151,4989,Pharmacy,RP,Callander Ida Pharmacy, , , ,93 Main Street North,Postal Office Box 412, ,Callander,P0H1H0, ,2.02E+13
-79.36117801,46.0807696,7927,127904152,4990,Pharmacy,RP,Clements Ida Pharmacy, , , ,497 Main Street,Postal Office Box 177, ,Powassan,P0H1Z0, ,2.02E+13
-79.43050154,44.06748946,7928,127904153,4991,Pharmacy,RP,Wal-Mart Pharmacy, , , ,1111 Davis Drive, , ,Newmarket,L3Y8X2, ,2.02E+13
-79.45307192,43.81132421,7930,127904751,1045,Pharmacy,RP,Wal-Mart Pharmacy, , , ,700 Centre Street, , ,Vaughan,L4J0A7, ,2.02E+13
