OGF_ID,CLASS_SUBT,CLASS_SU_1,OFFICIAL_M,MUNID,MAH_CODE,MUNICIPAL_,ASSESSMENT,MUNICIPA_1,MUNICIPA_2,UPPER_TIER,UPPER_TI_1,GEOG_UNIT_,GEOMETRY_U,EFFECTIVE_,SYSTEM_DAT,OBJECTID,SHAPEAREA,SHAPELEN,NUMPOINTS,all_pharmacies,%_chosen
67906788,Single Tier Municipality,96,MUNICIPALITY OF WAWA,57076,80608,Mainland,5776,MUNICIPALITY OF,WAWA,,,2565,1970-01-01,2017-01-09,2019-04-01,18881,0,0,0,2,0%
67916263,Lower Tier Municipality,95,TOWNSHIP OF CRAMAHE,14010,61617,Mainland,1411,TOWNSHIP OF,CRAMAHE,,COUNTY OF NORTHUMBERLAND,2563,2013-09-05,2017-01-09,2019-04-01,18993,0,0,0,1,0%
67916832,Lower Tier Municipality,95,TOWNSHIP OF MINDEN HILLS,46011,49611,Mainland,4616,TOWNSHIP OF,MINDEN HILLS,,COUNTY OF HALIBURTON,2563,1970-01-01,2017-01-09,2019-04-01,19153,0,0,0,4,0%
67906676,Single Tier Municipality,96,TOWN OF COBALT,54008,90402,Mainland,5408,TOWN OF,COBALT,,,2565,1970-01-01,2017-01-09,2019-04-01,19169,0,0,0,1,0%
67916604,Lower Tier Municipality,95,TOWNSHIP OF HURON-KINLOSS,41010,41624,Mainland,4107,TOWNSHIP OF,HURON-KINLOSS,,COUNTY OF BRUCE,2563,1970-01-01,2017-01-09,2019-04-01,19281,0,0,0,2,0%
67916338,Lower Tier Municipality,95,TOWN OF MINTO,23040,75406,Mainland,2341,TOWN OF,MINTO,,COUNTY OF WELLINGTON,2563,1970-01-01,2017-01-09,2019-04-01,19313,0,0,0,4,0%
67906600,Single Tier Municipality,96,TOWNSHIP OF CENTRAL MANITOULIN,51009,83613,Mainland,5104,MUNICIPALITY OF,CENTRAL MANITOULIN,,,2565,1970-01-01,2017-01-09,2019-04-01,19345,0,0,0,1,0%
67916438,Lower Tier Municipality,95,TOWNSHIP OF BLANDFORD-BLENHEIM,32045,37601,Mainland,3245,TOWNSHIP OF,BLANDFORD-BLENHEIM,,COUNTY OF OXFORD,2563,2018-06-14,2018-06-14,2019-04-01,17713,0,0,0,2,0%
67906663,Single Tier Municipality,96,MUNICIPALITY OF MARKSTAY-WARREN,52007,88412,Mainland,5208,MUNICIPALITY OF,MARKSTAY-WARREN,,,2565,1970-01-01,2017-01-09,2019-04-01,17777,0,0,0,1,0%
67916727,Lower Tier Municipality,95,TOWNSHIP OF TINY,43068,70614,Mainland,4368,TOWNSHIP OF,TINY,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,15473,0,0,0,1,0%
67916648,Lower Tier Municipality,95,MUNICIPALITY OF WEST GREY,42004,47624,Mainland,4205,MUNICIPALITY OF,WEST GREY,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,15553,0,0,0,3,0%
67906690,Single Tier Municipality,96,TOWNSHIP OF ARMSTRONG,54036,90601,Mainland,5436,TOWNSHIP OF,ARMSTRONG,,,2565,1970-01-01,2017-01-09,2019-04-01,15697,0,0,0,1,0%
67906593,Single Tier Municipality,96,MUNICIPALITY OF CALLANDER,49066,86607,Mainland,4966,MUNICIPALITY OF,CALLANDER,,,2565,1970-01-01,2017-01-09,2019-04-01,15761,0,0,0,1,0%
67906846,Single Tier Municipality,96,MUNICIPALITY OF SIOUX LOOKOUT,60034,82404,Mainland,6034,MUNICIPALITY OF,SIOUX LOOKOUT,,,2565,1970-01-01,2017-01-09,2019-04-01,15873,0,0,0,4,0%
67916539,Lower Tier Municipality,95,VILLAGE OF POINT EDWARD,38031,54506,Mainland,3831,VILLAGE OF,POINT EDWARD,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,16065,0,0,0,2,0%
67906766,Single Tier Municipality,96,TOWN OF THESSALON,57028,80403,Mainland,5728,TOWN OF,THESSALON,,,2565,1970-01-01,2017-01-09,2019-04-01,16241,0,0,0,3,0%
67916741,Lower Tier Municipality,95,TOWN OF PENETANGUISHENE,43072,70406,Mainland,4372,TOWN OF,PENETANGUISHENE,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,16305,0,0,0,5,0%
67906841,Single Tier Municipality,96,TOWNSHIP OF IGNACE,60001,82601,Mainland,6001,TOWNSHIP OF,IGNACE,,,2565,1970-01-01,2017-01-09,2019-04-01,16337,0,0,0,1,0%
67916835,Lower Tier Municipality,95,TOWNSHIP OF ALGONQUIN HIGHLANDS,46020,49613,Mainland,4621,TOWNSHIP OF,ALGONQUIN HIGHLANDS,,COUNTY OF HALIBURTON,2563,1970-01-01,2017-01-09,2019-04-01,16369,0,0,0,1,0%
67916856,Lower Tier Municipality,95,TOWNSHIP OF BONNECHERE VALLEY,47015,69635,Mainland,4738,TOWNSHIP OF,BONNECHERE VALLEY,,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,16417,0,0,0,1,0%
67906547,Single Tier Municipality,96,MUNICIPALITY OF TEMAGAMI,48069,85405,Mainland,4869,MUNICIPALITY OF,TEMAGAMI,,,2565,1970-01-01,2017-01-09,2019-04-01,16449,0,0,0,1,0%
67916075,Lower Tier Municipality,95,TOWNSHIP OF NORTH STORMONT,1037,71617,Mainland,411,TOWNSHIP OF,NORTH STORMONT,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,1970-01-01,2017-01-09,2019-04-01,16481,0,0,0,5,0%
67916858,Lower Tier Municipality,95,TOWNSHIP OF MADAWASKA VALLEY,47023,69634,Mainland,4726,TOWNSHIP OF,MADAWASKA VALLEY,,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,16545,0,0,0,2,0%
67916411,Lower Tier Municipality,95,TOWNSHIP OF WELLESLEY,30024,25602,Mainland,3024,TOWNSHIP OF,WELLESLEY,,REGIONAL MUNICIPALITY OF WATERLOO,2563,1970-01-01,2017-01-09,2019-04-01,16641,0,0,0,1,0%
67906761,Single Tier Municipality,96,TOWN OF BRUCE MINES,57021,80402,Mainland,5721,TOWN OF,BRUCE MINES,,,2565,1970-01-01,2017-01-09,2019-04-01,16721,0,0,0,1,0%
67916077,Lower Tier Municipality,95,TOWNSHIP OF NORTH GLENGARRY,1047,71615,Mainland,111,TOWNSHIP OF,NORTH GLENGARRY,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,1970-01-01,2017-01-09,2019-04-01,16737,0,0,0,5,0%
67916142,Lower Tier Municipality,95,TOWNSHIP OF FRONT OF YONGE,7017,56615,Mainland,806,TOWNSHIP OF,FRONT OF YONGE,,UNITED COUNTIES OF LEEDS AND GRENVILLE,2563,1970-01-01,2017-01-09,2019-04-01,16849,0,0,0,1,0%
67916376,Lower Tier Municipality,95,CITY OF THOROLD,26037,18105,Mainland,2731,CITY OF,THOROLD,,REGIONAL MUNICIPALITY OF NIAGARA,2563,2012-12-07,2017-01-09,2019-04-01,16913,0,0,0,5,0%
67906727,Single Tier Municipality,96,TOWN OF SMOOTH ROCK FALLS,56048,81406,Mainland,5648,TOWN OF,SMOOTH ROCK FALLS,,,2565,1970-01-01,2017-01-09,2019-04-01,16929,0,0,0,2,0%
67916285,Lower Tier Municipality,95,TOWNSHIP OF ASPHODEL-NORWOOD,15002,66615,Mainland,1501,TOWNSHIP OF,ASPHODEL-NORWOOD,,COUNTY OF PETERBOROUGH,2563,2013-09-05,2017-01-09,2019-04-01,16945,0,0,0,2,0%
67906588,Single Tier Municipality,96,VILLAGE OF SUNDRIDGE,49048,86505,Mainland,4948,VILLAGE OF,SUNDRIDGE,,,2565,1970-01-01,2017-01-09,2019-04-01,17041,0,0,0,1,0%
67916855,Lower Tier Municipality,95,TOWNSHIP OF GREATER MADAWASKA,47007,69637,Mainland,4706,TOWNSHIP OF,GREATER MADAWASKA,,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,17265,0,0,0,1,0%
67906768,Single Tier Municipality,96,TOWN OF BLIND RIVER,57038,80401,Mainland,5738,TOWN OF,BLIND RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,17649,0,0,0,2,0%
67916062,Lower Tier Municipality,95,TOWNSHIP OF SOUTH STORMONT,1009,71618,Mainland,406,TOWNSHIP OF,SOUTH STORMONT,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,2019-08-09,2019-08-09,2019-08-09,26561,0,0,0,3,0%
67916054,Lower Tier Municipality,95,TOWNSHIP OF SOUTH GLENGARRY,1002,71616,Mainland,101,TOWNSHIP OF,SOUTH GLENGARRY,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,2019-08-09,2019-08-09,2019-08-09,26577,0,0,0,1,0%
67916216,Lower Tier Municipality,95,TOWNSHIP OF STONE MILLS,11023,57613,Mainland,1124,TOWNSHIP OF,STONE MILLS,,COUNTY OF LENNOX AND ADDINGTON,2563,2019-08-09,2019-08-09,2019-08-09,26641,0,0,0,2,0%
67916417,Lower Tier Municipality,95,TOWNSHIP OF PERTH SOUTH,31008,65613,Mainland,3120,TOWNSHIP OF,PERTH SOUTH,,COUNTY OF PERTH,2563,2020-09-21,2020-09-21,2020-09-21,27857,0,0,0,2,0%
67916433,Lower Tier Municipality,95,TOWNSHIP OF ZORRA,32027,37605,Mainland,3227,TOWNSHIP OF,ZORRA,,COUNTY OF OXFORD,2563,2020-12-29,2020-12-29,2020-12-29,28801,0,0,0,1,0%
67916580,Lower Tier Municipality,95,MUNICIPALITY OF CENTRAL HURON,40025,52617,Mainland,4030,MUNICIPALITY OF,CENTRAL HURON,,COUNTY OF HURON,2563,2020-12-29,2020-12-29,2020-12-29,28913,0,0,0,3,0%
67906536,Single Tier Municipality,96,THE CORPORATION OF THE MUNICIPALITY OF EAST FERRIS,48034,85606,Mainland,4834,MUNICIPALITY OF,EAST FERRIS,,,2565,2021-02-11,2021-02-11,2021-02-11,29137,0,0,0,1,0%
67916860,Lower Tier Municipality,95,"TOWNSHIP OF KILLALOE, HAGARTY AND RICHARDS",47030,69633,Mainland,4731,TOWNSHIP OF,"KILLALOE, HAGARTY AND RICHARDS",,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,24881,0,0,0,1,0%
67916638,Lower Tier Municipality,95,MUNICIPALITY OF NORTHERN BRUCE PENINSULA,41061,41623,Mainland,4109,MUNICIPALITY OF,NORTHERN BRUCE PENINSULA,,COUNTY OF BRUCE,2563,1970-01-01,2017-01-09,2019-04-01,24929,0,0,0,2,0%
67906672,Single Tier Municipality,96,TOWNSHIP OF CHAPLEAU,52092,88606,Mainland,5292,TOWNSHIP OF,CHAPLEAU,,,2565,1970-01-01,2017-01-09,2019-04-01,25009,0,0,0,2,0%
67906530,Single Tier Municipality,96,TOWN OF MATTAWA,48021,85403,Mainland,4821,TOWN OF,MATTAWA,,,2565,1970-01-01,2017-01-09,2019-04-01,25169,0,0,0,2,0%
67906808,Single Tier Municipality,96,TOWNSHIP OF NIPIGON,58044,89607,Mainland,5844,TOWNSHIP OF,NIPIGON,,,2565,1970-01-01,2017-01-09,2019-04-01,25217,0,0,0,2,0%
67916520,Lower Tier Municipality,95,MUNICIPALITY OF BROOKE-ALVINSTON,38011,54613,Mainland,3815,MUNICIPALITY OF,BROOKE-ALVINSTON,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,25425,0,0,0,2,0%
67906667,Single Tier Municipality,96,TOWNSHIP OF SABLES-SPANISH RIVERS,52019,88621,Mainland,5218,TOWNSHIP OF,SABLES-SPANISH RIVERS,,,2565,1970-01-01,2017-01-09,2019-04-01,25457,0,0,0,1,0%
67916070,Lower Tier Municipality,95,MUNICIPALITY OF SOUTH DUNDAS,1016,71614,Mainland,506,MUNICIPALITY OF,SOUTH DUNDAS,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,1970-01-01,2017-01-09,2019-04-01,25537,0,0,0,3,0%
67906592,Single Tier Municipality,96,MUNICIPALITY OF POWASSAN,49058,86405,Mainland,4959,MUNICIPALITY OF,POWASSAN,,,2565,1970-01-01,2017-01-09,2019-04-01,25553,0,0,0,5,0%
67916125,Lower Tier Municipality,95,TOWNSHIP OF EDWARDSBURGH/CARDINAL,7003,56620,Mainland,701,TOWNSHIP OF,EDWARDSBURGH/CARDINAL,,UNITED COUNTIES OF LEEDS AND GRENVILLE,2563,1970-01-01,2017-01-09,2019-04-01,25569,0,0,0,1,0%
67916288,Lower Tier Municipality,95,TOWNSHIP OF SELWYN,15017,66623,Mainland,1516,TOWNSHIP OF,SELWYN,,COUNTY OF PETERBOROUGH,2563,1970-01-01,2017-01-09,2019-04-01,25585,0,0,0,4,0%
67906819,Single Tier Municipality,96,TOWN OF ATIKOKAN,59001,87602,Mainland,5901,TOWN OF,ATIKOKAN,,,2565,1970-01-01,2019-02-11,2019-04-01,25601,0,0,0,2,0%
67906627,Single Tier Municipality,96,TOWN OF GORE BAY,51026,83401,Mainland,5126,TOWN OF,GORE BAY,,,2565,1970-01-01,2017-01-09,2019-04-01,25617,0,0,0,3,0%
67916184,Lower Tier Municipality,95,TOWNSHIP OF LANARK HIGHLANDS,9033,55615,Mainland,940,TOWNSHIP OF,LANARK HIGHLANDS,,COUNTY OF LANARK,2563,1970-01-01,2017-01-09,2019-04-01,25681,0,0,0,1,0%
67916100,Lower Tier Municipality,95,MUNICIPALITY OF THE NATION,2011,67614,Mainland,212,MUNICIPALITY OF,THE NATION,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,25761,0,0,0,5,0%
67906669,Single Tier Municipality,96,TOWN OF ESPANOLA,52026,88405,Mainland,5226,TOWN OF,ESPANOLA,,,2565,1970-01-01,2017-01-09,2019-04-01,25857,0,0,0,6,0%
67916268,Lower Tier Municipality,95,TOWNSHIP OF ALNWICK/HALDIMAND,14015,61616,Mainland,1450,TOWNSHIP OF,ALNWICK/HALDIMAND,,COUNTY OF NORTHUMBERLAND,2563,2013-09-05,2017-01-09,2019-04-01,26129,0,0,0,1,0%
67916445,Lower Tier Municipality,95,TOWNSHIP OF MALAHIDE,34007,44612,Mainland,3408,TOWNSHIP OF,MALAHIDE,,COUNTY OF ELGIN,2563,2017-01-09,2017-01-09,2019-04-01,24497,0,0,0,1,0%
67916602,Lower Tier Municipality,95,MUNICIPALITY OF SOUTH BRUCE,41004,41626,Mainland,4105,MUNICIPALITY OF,SOUTH BRUCE,,COUNTY OF BRUCE,2563,1970-01-01,2017-01-09,2019-04-01,24561,0,0,0,1,0%
67906648,Single Tier Municipality,96,MUNICIPALITY OF KILLARNEY,52003,88411,Mainland,5136,MUNICIPALITY OF,KILLARNEY,,,2565,2015-09-25,2017-01-09,2019-04-01,24577,0,0,0,1,0%
67916693,Lower Tier Municipality,95,TOWNSHIP OF CLEARVIEW,43030,70620,Mainland,4329,TOWNSHIP OF,CLEARVIEW,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,24657,0,0,0,5,0%
67916114,Lower Tier Municipality,95,MUNICIPALITY OF CASSELMAN,2044,67502,Mainland,302,MUNICIPALITY OF,CASSELMAN,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2020-01-21,2020-01-21,26881,0,0,0,2,0%
67916415,Lower Tier Municipality,95,TOWNSHIP OF PERTH EAST,31002,65612,Mainland,3110,TOWNSHIP OF,PERTH EAST,,COUNTY OF PERTH,2563,2020-06-02,2020-06-02,2020-06-02,27537,0,0,0,2,0%
67906848,Single Tier Municipality,96,TOWNSHIP OF EAR FALLS,60042,82605,Mainland,6042,TOWNSHIP OF,EAR FALLS,,,2565,1970-01-01,2017-01-09,2019-04-01,24113,0,0,0,1,0%
67916543,Lower Tier Municipality,95,TOWN OF PLYMPTON-WYOMING,38033,54405,Mainland,3835,TOWN OF,PLYMPTON-WYOMING,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,24193,0,0,0,1,0%
67906811,Single Tier Municipality,96,TOWNSHIP OF TERRACE BAY,58054,89613,Mainland,5854,TOWNSHIP OF,TERRACE BAY,,,2565,1970-01-01,2017-01-09,2019-04-01,24369,0,0,0,2,0%
67906580,Single Tier Municipality,96,TOWNSHIP OF CARLING,49036,86602,Islands,4936,TOWNSHIP OF,CARLING,,,2565,1970-01-01,2017-01-09,2019-04-01,22193,0,0,0,0,
67916365,Lower Tier Municipality,95,TOWNSHIP OF WAINFLEET,26014,18601,Mainland,2714,TOWNSHIP OF,WAINFLEET,,REGIONAL MUNICIPALITY OF NIAGARA,2563,2012-12-07,2017-01-09,2019-04-01,22209,0,0,0,0,
67906756,Single Tier Municipality,96,TOWNSHIP OF JOHNSON,57016,80605,Water,5716,TOWNSHIP OF,JOHNSON,,,2565,1970-01-01,2017-01-09,2019-04-01,22241,0,0,0,0,
67916448,Lower Tier Municipality,95,TOWNSHIP OF MALAHIDE,34007,44612,Water,3408,TOWNSHIP OF,MALAHIDE,,COUNTY OF ELGIN,2563,1970-01-01,2017-01-09,2019-04-01,22257,0,0,0,0,
67906686,Single Tier Municipality,96,TOWNSHIP OF BRETHOUR,54032,90602,Mainland,5432,TOWNSHIP OF,BRETHOUR,,,2565,1970-01-01,2017-01-09,2019-04-01,22273,0,0,0,0,
67916262,Lower Tier Municipality,95,MUNICIPALITY OF BRIGHTON,14005,61407,Water,1408,MUNICIPALITY OF,BRIGHTON,,COUNTY OF NORTHUMBERLAND,2563,1970-01-01,2017-01-09,2019-04-01,22305,0,0,0,0,
67916541,Lower Tier Municipality,95,VILLAGE OF POINT EDWARD,38031,54506,Water,3831,VILLAGE OF,POINT EDWARD,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,22353,0,0,0,0,
67916671,Lower Tier Municipality,95,TOWNSHIP OF GEORGIAN BLUFFS,42055,47622,Islands,4203,TOWNSHIP OF,GEORGIAN BLUFFS,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,22369,0,0,0,0,
67906620,Single Tier Municipality,96,TOWNSHIP OF BILLINGS,51021,83603,Water,5121,TOWNSHIP OF,BILLINGS,,,2565,1970-01-01,2017-01-09,2019-04-01,22401,0,0,0,0,
67906733,Single Tier Municipality,96,TOWNSHIP OF OPASATIKA,56073,81613,Mainland,5673,TOWNSHIP OF,OPASATIKA,,,2565,1970-01-01,2017-01-09,2019-04-01,19937,0,0,0,0,
67906801,Single Tier Municipality,96,TOWNSHIP OF CONMEE,58019,89601,Mainland,5819,TOWNSHIP OF,CONMEE,,,2565,1970-01-01,2017-01-09,2019-04-01,19953,0,0,0,0,
67916919,Lower Tier Municipality,95,"TOWNSHIP OF HEAD, CLARA AND MARIA",47098,69612,Mainland,4798,TOWNSHIP OF,"HEAD, CLARA AND MARIA",,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,20081,0,0,0,0,
67906616,Single Tier Municipality,96,TOWNSHIP OF BILLINGS,51021,83603,Islands,5121,TOWNSHIP OF,BILLINGS,,,2565,1970-01-01,2017-01-09,2019-04-01,20097,0,0,0,0,
67906566,Single Tier Municipality,96,TOWNSHIP OF PERRY,49014,86616,Mainland,4914,TOWNSHIP OF,PERRY,,,2565,1970-01-01,2017-01-09,2019-04-01,20129,0,0,0,0,
67906674,Single Tier Municipality,96,TOWNSHIP OF COLEMAN,54001,90606,Mainland,5401,TOWNSHIP OF,COLEMAN,,,2565,1970-01-01,2017-01-09,2019-04-01,20177,0,0,0,0,
67906527,Single Tier Municipality,96,TOWNSHIP OF MATTAWAN,48019,85608,Islands,4819,TOWNSHIP OF,MATTAWAN,,,2565,1970-01-01,2017-01-09,2019-04-01,20209,0,0,0,0,
67916307,Lower Tier Municipality,95,TOWNSHIP OF BROCK,18039,10601,Water,1839,TOWNSHIP OF,BROCK,,REGIONAL MUNICIPALITY OF DURHAM,2563,1970-01-01,2017-01-09,2019-04-01,20225,0,0,0,0,
67906842,Single Tier Municipality,96,TOWNSHIP OF SIOUX NARROWS-NESTOR FALLS,60008,82609,Mainland,6008,TOWNSHIP OF,SIOUX NARROWS-NESTOR FALLS,,,2565,1970-01-01,2017-01-09,2019-04-01,20241,0,0,0,0,
67906503,Single Tier Municipality,96,CITY OF WINDSOR,37039,45101,Islands,3739,CITY OF,WINDSOR,,,2565,1970-01-01,2017-01-09,2019-04-01,20257,0,0,0,0,
67916086,Lower Tier Municipality,95,TOWNSHIP OF EAST HAWKESBURY,2001,67606,Water,201,TOWNSHIP OF,EAST HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,20305,0,0,0,0,
67906767,Single Tier Municipality,96,TOWN OF BLIND RIVER,57038,80401,Islands,5738,TOWN OF,BLIND RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,20369,0,0,0,0,
67906720,Single Tier Municipality,96,TOWNSHIP OF LARDER LAKE,54062,90616,Mainland,5462,TOWNSHIP OF,LARDER LAKE,,,2565,1970-01-01,2017-01-09,2019-04-01,20401,0,0,0,0,
67916186,Lower Tier Municipality,95,TOWNSHIP OF FRONTENAC ISLANDS,10002,46617,Mainland,1001,TOWNSHIP OF,FRONTENAC ISLANDS,,COUNTY OF FRONTENAC,2563,1970-01-01,2017-01-09,2019-04-01,20417,0,0,0,0,
67916531,Lower Tier Municipality,95,CITY OF SARNIA,38030,54102,Islands,3829,CITY OF,SARNIA,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,20449,0,0,0,0,
67916865,Lower Tier Municipality,95,TOWNSHIP OF HORTON,47046,69613,Islands,4746,TOWNSHIP OF,HORTON,,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,20465,0,0,0,0,
67906534,Single Tier Municipality,96,TOWNSHIP OF CHISHOLM,48031,85605,Mainland,4831,TOWNSHIP OF,CHISHOLM,,,2565,1970-01-01,2017-01-09,2019-04-01,20481,0,0,0,0,
67906786,Single Tier Municipality,96,TOWNSHIP OF PRINCE,57066,80610,Mainland,5766,TOWNSHIP OF,PRINCE,,,2565,1970-01-01,2017-01-09,2019-04-01,20529,0,0,0,0,
67906589,Single Tier Municipality,96,TOWNSHIP OF JOLY,49051,86610,Mainland,4951,TOWNSHIP OF,JOLY,,,2565,1970-01-01,2017-01-09,2019-04-01,20545,0,0,0,0,
67916782,Lower Tier Municipality,95,TOWNSHIP OF GEORGIAN BAY,44065,33601,Islands,4465,TOWNSHIP OF,GEORGIAN BAY,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,20561,0,0,0,0,
67916066,Lower Tier Municipality,95,TOWNSHIP OF SOUTH STORMONT,1009,71618,Water,406,TOWNSHIP OF,SOUTH STORMONT,,"UNITED COUNTIES OF STORMONT, DUNDAS AND GLENGARRY",2563,1970-01-01,2017-01-09,2019-04-01,20577,0,0,0,0,
67906401,Single Tier Municipality,96,CITY OF CORNWALL,1012,71101,Islands,402,CITY OF,CORNWALL,,,2565,1970-01-01,2017-01-09,2019-04-01,20593,0,0,0,0,
67916294,Lower Tier Municipality,95,CITY OF PICKERING,18001,10102,Water,1801,CITY OF,PICKERING,,REGIONAL MUNICIPALITY OF DURHAM,2563,1970-01-01,2017-01-09,2019-04-01,20625,0,0,0,0,
67906759,Single Tier Municipality,96,TOWNSHIP OF PLUMMER ADDITIONAL,57019,80609,Water,5719,TOWNSHIP OF,PLUMMER ADDITIONAL,,,2565,1970-01-01,2017-01-09,2019-04-01,20641,0,0,0,0,
67906708,Single Tier Municipality,96,VILLAGE OF THORNLOE,54038,90501,Mainland,5438,VILLAGE OF,THORNLOE,,,2565,1970-01-01,2017-01-09,2019-04-01,20673,0,0,0,0,
67916459,Lower Tier Municipality,95,MUNICIPALITY OF CENTRAL ELGIN,34015,44610,Water,3418,MUNICIPALITY OF,CENTRAL ELGIN,,COUNTY OF ELGIN,2563,1970-01-01,2017-01-09,2019-04-01,20689,0,0,0,0,
67916148,Lower Tier Municipality,95,TOWNSHIP OF LEEDS AND THE THOUSAND ISLANDS,7019,56621,Islands,812,TOWNSHIP OF,LEEDS AND THE THOUSAND ISLANDS,,UNITED COUNTIES OF LEEDS AND GRENVILLE,2563,1970-01-01,2017-01-09,2019-04-01,20705,0,0,0,0,
67906594,Single Tier Municipality,96,TOWNSHIP OF NIPISSING,49071,86615,Mainland,4971,TOWNSHIP OF,NIPISSING,,,2565,1970-01-01,2017-01-09,2019-04-01,20737,0,0,0,0,
67906821,Single Tier Municipality,96,TOWNSHIP OF ALBERTON,59011,87601,Mainland,5911,TOWNSHIP OF,ALBERTON,,,2565,1970-01-01,2017-01-09,2019-04-01,20785,0,0,0,0,
67906630,Single Tier Municipality,96,TOWNSHIP OF BURPEE AND MILLS,51028,83604,Islands,5128,TOWNSHIP OF,BURPEE AND MILLS,,,2565,1970-01-01,2017-01-09,2019-04-01,20801,0,0,0,0,
67906738,Single Tier Municipality,96,TOWNSHIP OF JOCELYN,57001,80604,Water,5701,TOWNSHIP OF,JOCELYN,,,2565,1970-01-01,2017-01-09,2019-04-01,20817,0,0,0,0,
67916464,Lower Tier Municipality,95,MUNICIPALITY OF DUTTON/DUNWICH,34028,44611,Water,3429,MUNICIPALITY OF,DUTTON/DUNWICH,,COUNTY OF ELGIN,2563,1970-01-01,2017-01-09,2019-04-01,20833,0,0,0,0,
67906624,Single Tier Municipality,96,MUNICIPALITY OF GORDON / BARRIE ISLAND,51024,83607,Mainland,5124,MUNICIPALITY OF,GORDON / BARRIE ISLAND,,,2565,1970-01-01,2009-01-20,2019-04-01,20849,0,0,0,0,
67916190,Lower Tier Municipality,95,TOWNSHIP OF FRONTENAC ISLANDS,10002,46617,Water,1001,TOWNSHIP OF,FRONTENAC ISLANDS,,COUNTY OF FRONTENAC,2563,1970-01-01,2017-01-09,2019-04-01,20897,0,0,0,0,
67906572,Single Tier Municipality,96,TOWNSHIP OF MCKELLAR,49028,86613,Mainland,4928,TOWNSHIP OF,MCKELLAR,,,2565,1970-01-01,2017-01-09,2019-04-01,20977,0,0,0,0,
67906679,Single Tier Municipality,96,CITY OF TEMISKAMING SHORES,54010,90101,Water,5418,CITY OF,TEMISKAMING SHORES,,,2565,1970-01-01,2017-01-09,2019-04-01,21025,0,0,0,0,
67916585,Lower Tier Municipality,95,TOWN OF GODERICH,40028,52403,Islands,4028,TOWN OF,GODERICH,,COUNTY OF HURON,2563,1970-01-01,2017-01-09,2019-04-01,21057,0,0,0,0,
67916759,Lower Tier Municipality,95,TOWN OF GRAVENHURST,44002,33402,Islands,4402,TOWN OF,GRAVENHURST,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,21089,0,0,0,0,
67906529,Single Tier Municipality,96,TOWNSHIP OF MATTAWAN,48019,85608,Water,4819,TOWNSHIP OF,MATTAWAN,,,2565,1970-01-01,2017-01-09,2019-04-01,21105,0,0,0,0,
67906807,Single Tier Municipality,96,TOWNSHIP OF RED ROCK,58041,89617,Mainland,5841,TOWNSHIP OF,RED ROCK,,,2565,1970-01-01,2017-01-09,2019-04-01,21137,0,0,0,0,
67916922,Lower Tier Municipality,95,"TOWNSHIP OF HEAD, CLARA AND MARIA",47098,69612,Water,4798,TOWNSHIP OF,"HEAD, CLARA AND MARIA",,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,21265,0,0,0,0,
67906769,Single Tier Municipality,96,TOWN OF BLIND RIVER,57038,80401,Water,5738,TOWN OF,BLIND RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,21281,0,0,0,0,
