,name,street,city,postal,X,Y,province,date,link
2111,SHOPPERS DRUG MART #343,1 GATEWAY CROSSING,ROCKY MOUNTAIN HOUSE,,52.378539,-114.915321,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2112,SHOPPERS DRUG MART #346,417-2331 66 ST NW,EDMONTON,,53.4558578,-113.4290958,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2113,SHOPPERS DRUG MART #352,584 RIVERBEND SQ NW,EDMONTON,,53.4686148,-113.5891445,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2114,SHOPPERS DRUG MART #353,1000-150 MILLRISE BLVD SW,CALGARY,,50.9143655,-114.0713597,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2115,SHOPPERS DRUG MART #356,3625 SHAGANAPPI TRAIL NW,CALGARY,,51.084709,-114.154918,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2116,SHOPPERS DRUG MART #363,162-8330 82 AVE NW,EDMONTON,,53.51914,-113.456692,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2117,SHOPPERS DRUG MART #364,110 COLUMBIA BLVD W,LETHBRIDGE,,49.6755395,-112.8736966,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2118,SHOPPERS DRUG MART #365,11720 JASPER AVE NW,EDMONTON,,53.5412298,-113.5238014,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2119,SHOPPERS DRUG MART #366,3812 118 AVE NW,EDMONTON,,53.570639,-113.4003866,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2120,SHOPPERS DRUG MART #375,16504 95 ST NW,EDMONTON,,53.6273055,-113.4875008,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2121,SHOPPERS DRUG MART #379,570-140 ST. ALBERT TR,ST ALBERT,,53.620256,-113.6117,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2122,SHOPPERS DRUG MART #383,212 WESTMOUNT CENTRE,EDMONTON,,53.5610552,-113.5530031,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2123,SHOPPERS DRUG MART #385,1436 KENSINGTON RD NW,CALGARY,,51.0527932,-114.0937121,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2124,SHOPPERS DRUG MART #386,9570 170 ST NW,EDMONTON,,53.5332279,-113.6170592,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2125,SHOPPERS DRUG MART #387,9980 137 AVE NW,EDMONTON,,53.6002197,-113.497153,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2126,SNOW'S PHARMACY INC.,53A BROADWAY N,RAYMOND,,49.462514,-112.6618962,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2127,SOLUTIONS CLINICAL PHARMACY INC.,1-2020 STRACHAN ROAD SE,MEDICINE HAT,,50.0016566,-110.6673367,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2128,SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY,10 NORTHLANDS WAY NE,MEDICINE HAT,,50.06277,-110.685614,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2129,SOUTH COUNTRY CO-OP LTD @13 AVE PHARMACY,109-3030 13 AVE SE,MEDICINE HAT,,49.9944268,-110.6683365,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2130,STETTLER IDA PHARMACY,4934 50 ST,STETTLER,,52.325633,-112.705661,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2131,STRATHMORE VALUE DRUG MART,132 2 AVE,STRATHMORE,,51.0434332,-113.395878,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2132,STUBBS PHARMACY,1506 9 AVE S,LETHBRIDGE,,49.6863282,-112.820478,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2133,SUNDRE COMMUNITY DRUG MART,403 MAIN AVE W,SUNDRE,,51.796203,-114.643921,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2134,SYNERGY PHARMACY,153-501 BETHEL DR,SHERWOOD PARK,,53.5449934,-113.3034986,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2135,THE PICTURE BUTTE PHARMACY (PHARMASAVE #388),309 JAMIESON AVE,PICTURE BUTTE,,49.8767305,-112.7787793,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2136,TOFIELD IDA PHARMACY LTD.,5119 50 ST,TOFIELD,,53.368854,-112.6671124,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2137,TWO HILLS PHARMACY,1-5019 51 ST,TWO HILLS,,53.710484,-111.7455361,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2138,TWO PHARMACY,105-100 GRANDE BLVD W,COCHRANE,,51.185573,-114.4743024,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2139,VEGREVILLE DRUG MART,112-4925 50 AVE,VEGREVILLE,,53.4937682,-112.0519958,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2140,VIKING PHARMACY,5305 51 ST,VIKING,,53.0965898,-111.7785632,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2141,WABAMUN PHARMACY LTD,5120 51 AVE,WABAMUN,,53.557929,-114.4718946,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2142,WAL-MART PHARMACY #3075,PARKLAND MALL SHOPPING CENTRE,RED DEER,,52.2868182,-113.8101136,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2143,WAL-MART PHARMACY #3181,400-6800 48 AVE,CAMROSE,,53.0201594,-112.8641193,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2144,WINTER'S PHARMACY,1-5004 50 AVE,DRAYTON VALLEY,,53.2218117,-114.9775189,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2145,,,,,53.9332706,-116.5765035,Alberta,2021-03-19T04:00:00.000Z,https://web.archive.org/web/20210319212329/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2146,101 PHARMACY,1107 CENTRE ST NW,CALGARY,,51.0618435,-114.0628554,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2147,ACCESS PHARMACY,6255 ANDREWS LOOP SW,EDMONTON,,53.4272129,-113.5902641,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2148,ALPINE VALUE DRUG MART,5132 49 ST,ROCKY MOUNTAIN HOUSE,,52.3770953,-114.9180885,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2149,ATHABASCA VALUE DRUG MART,4911 50 ST,ATHABASCA,,54.720229,-113.286275,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2150,BLACKFALDS PHARMACY,4916 BROADWAY AVE,BLACKFALDS,,52.3788442,-113.7957746,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2151,BOW ISLAND APPLE DRUGS,502 1 ST W,BOW ISLAND,,49.8702338,-111.3813616,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2152,BOYLE RX DRUG MART,5118 3 ST,BOYLE,,54.5895001,-112.8087283,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2153,CALGARY CO-OP PHARMACY #10,8220 CENTRE ST NE,CALGARY,,51.125601,-114.0708369,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2154,CALGARY CO-OP PHARMACY #13,35 CROWFOOT WAY NW,CALGARY,,51.1238304,-114.2009157,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2155,CALGARY CO-OP PHARMACY #14,100-250 SHAWVILLE BLVD SE,CALGARY,,50.903173,-114.0637229,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2156,CALGARY CO-OP PHARMACY #19,100-2700 MAIN ST,AIRDRIE,,51.2908601,-114.0128842,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2157,CALGARY CO-OP PHARMACY #23,410-163 QUARRY PARK BLVD SE,CALGARY,,50.9631244,-114.0089312,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2158,CALGARY CO-OP PHARMACY #24,100-1220 1 ST SE,HIGH RIVER,,50.5773238,-113.8683472,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2159,CALGARY CO-OP PHARMACY #25,100 EDGEFIELD PL,STRATHMORE,,51.0386134,-113.3753783,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2160,CALGARY CO-OP PHARMACY #3,8818 MACLEOD TR SE,CALGARY,,50.9742702,-114.0709515,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2161,CALGARY CO-OP PHARMACY #4,4122 BRENTWOOD RD NW,CALGARY,,51.0882744,-114.1308577,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2162,CALGARY CO-OP PHARMACY #5,3330 17 AVE SE,CALGARY,,51.0387475,-113.9881349,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2163,CALGARY CO-OP PHARMACY #6,4940 RICHMOND RD SW,CALGARY,,51.018998,-114.158914,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2164,CALGARY CO-OP PHARMACY #8,2580 SOUTHLAND DR SW,CALGARY,,50.9626934,-114.1211008,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2165,CALGARY CO-OP PHARMACY #9,2520 52 ST NE,CALGARY,,51.0750351,-113.9567854,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2166,CASTLEDOWNS ARP PHARMACY,122-15277 CASTLEDOWNS RD NW,EDMONTON,,53.6131109,-113.5156894,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2167,CASTOR VALUE DRUG MART,5106 50 AVE,CASTOR,,52.218181,-111.904101,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2168,CHESTERMERE REMEDY'S RX,106B-300 MERGANSER DR,CHESTERMERE,,51.0375926,-113.8401729,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2169,CLARESHOLM PHARMACY,4921 1 ST W,CLARESHOLM,,50.0259278,-113.5823368,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2170,COALDALE PHARMASAVE,1910 20 AVE,COALDALE,,49.727868,-112.6217068,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2171,COMMUNITY DRUG MART #2028,4-901 10 ST,COLD LAKE,,54.4638,-110.1737199,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2172,CO-OP PHARMACY MILLWOODS TOWN CENTER,300-2331 66 STREET NW,EDMONTON,,53.4558472,-113.4317332,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2173,CORNERSTONE CO-OP PHARMACY AT ST. PAUL,3-5017 42 ST,ST PAUL,,53.9928627,-111.2714538,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2174,COSTCO PHARMACY #1069,202-104 SOUTHBANK BLVD,OKOTOKS,,50.7052976,-113.9485156,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2175,COSTCO PHARMACY #1217,75 EAST HILLS BLVD SE,CALGARY,,51.0428156,-113.9176592,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2176,COSTCO PHARMACY #156,13650 50 ST NW,EDMONTON,,53.5960321,-113.4169095,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2177,COSTCO PHARMACY #56,2853 32 ST NE,CALGARY,,51.0791818,-113.9907345,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2178,COSTCO WHOLESALE PHARMACY #160,3200 MAYOR MAGRATH DR S,LETHBRIDGE,,49.6600477,-112.7957476,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2179,CRESCENT DRUGS LTD.,10029 101 AVE,LAC LA BICHE,,54.7707658,-111.974556,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2180,DAYSLAND PHARMACY,5023 50 ST,DAYSLAND,,52.8645288,-112.2601653,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2181,DOLAR DRUGS 2,13211 132 ST NW,EDMONTON,,53.5925179,-113.5485154,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2182,DRAYTON VALLEY VALUE DRUG MART,5014 56 AVE,DRAYTON VALLEY,,53.2283764,-114.978098,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2183,ELK POINT PHARMACY,4902 50 ST,ELK POINT,,53.8964758,-110.9006404,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2184,EVANSBURG PHARMACY,5107 50 ST,EVANSBURG,,53.6028773,-115.0187942,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2185,FALHER I.D.A. PHARMACY,5 MAIN ST,FALHER,,55.7380764,-117.2022827,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2186,FISHER'S PHARMASAVE #384,103-5035 50 ST,LACOMBE,,52.464294,-113.7302509,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2187,FOURNIER DRUGS,1306 SHOPPERS PARK MALL,GRANDE CACHE,,53.888318,-119.116575,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2188,GIBBONS GUARDIAN PHARMACY,4715 50 AVE,GIBBONS,,53.8277492,-113.3258414,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2189,JACKSON'S PHARMASAVE #327,5011 49 ST,INNISFAIL,,52.026227,-113.9507929,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2190,JOHNSON'S TABER DRUGS,5204 48 AVE,TABER,,49.7841014,-112.1462994,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2191,JOHNSTONE IDA PHARMACY,100-2 JEWELL ST,RED DEER,,52.3018149,-113.8397805,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2192,KING DRUG,145 ATHABASCA AVE,HINTON,,53.423846,-117.544787,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2193,KOEGLER'S PHARMASAVE,1334 VETERANS ST,PINCHER CREEK,,49.4951843,-113.9465967,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2194,LAMONT VALUE DRUG MART,5030 50 AVE,LAMONT,,53.7601027,-112.7839044,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2195,LEIBEL'S PHARMACY,7B VILLAGE DR RR2,WESTEROSE,,52.9610104,-114.0280891,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2196,LIFE MED PHARMACY #2,218 CENTER ST,VULCAN,,50.4034953,-113.2631235,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2197,LOBLAW PHARMACY #1541,3515 MAYOR MAGRATH DR S,LETHBRIDGE,,49.6590653,-112.7891396,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2198,LOBLAW PHARMACY #1544,12225 99 ST,GRANDE PRAIRIE,,55.1909071,-118.790751,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2199,LOBLAW PHARMACY #1546,4700 130 AVE SE,CALGARY,,50.9334974,-113.9668042,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2200,LOBLAW PHARMACY #1567,100-410 BASELINE RD,SHERWOOD PARK,,53.5425111,-113.292934,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2201,LOBLAW PHARMACY #1568,101 ST. ALBERT RD,ST ALBERT,,53.6206329,-113.603765,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2202,LOBLAW PHARMACY #1572,12350 137 AVE NW,EDMONTON,,53.6015325,-113.537165,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2203,LOBLAW PHARMACY #1575,5251 COUNTRY HILLS BLVD NW,CALGARY,,51.13649,-114.1613867,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2204,LOBLAW PHARMACY #1577,5858 SIGNAL HILL CTR SW,CALGARY,,51.0211828,-114.1678851,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2205,LOBLAW PHARMACY #1579,5016 51 AVE,RED DEER,,52.2700068,-113.8173262,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2206,LOBLAW PHARMACY #4009,5201 30 AVE,BEAUMONT,,53.3384175,-113.4167584,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2207,LOBLAW PHARMACY #4410,1906 8 AVE,FORT MACLEOD,,49.722356,-113.3896384,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2208,LOBLAW PHARMACY #4959,5080 43 AVE,INNISFAIL,,52.0294669,-113.935049,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2209,LOBLAW PHARMACY #4971,210 5 AVE W,COCHRANE,,51.1876704,-114.4755186,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2210,LONDON DRUGS #24,109-2004 50 AVE,RED DEER,,52.233946,-113.816512,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2211,LONDON DRUGS #38,65-1240 2A AVE N,LETHBRIDGE,,49.7001461,-112.8269233,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2212,LONDON DRUGS #40,400-8120 BEDDINGTON BLVD NW,CALGARY,,51.1269667,-114.0745658,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2213,LONDON DRUGS #48,104-375 ST. ALBERT TR,ST ALBERT,,53.6223927,-113.6115034,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2214,LONDON DRUGS #57,9704 19 AVE NW,EDMONTON,,53.4485198,-113.4812751,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2215,LONDON DRUGS #60,104-3201 13 AVE SE,MEDICINE HAT,,50.0088442,-110.6617663,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2216,LONG'S VALUE DRUG MART,4939 50 AVE,VERMILION,,53.3537,-110.8521485,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2217,MAGRATH PHARMACY,80 SOUTH 1 ST W,MAGRATH,,49.415542,-112.8691662,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2218,MANNING IDA PHARMACY,403 MAIN ST,MANNING,,56.9219414,-117.6297064,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2219,MARKET DRUGS MEDICAL LTD,10203 97 ST NW,EDMONTON,,53.5442384,-113.4860766,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2220,MEDICINE CHEST GUARDIAN DRUGS,10013 100 ST,MORINVILLE,,53.8028358,-113.644433,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2221,MEDICINE SHOPPE PHARMACY 105,5011 118 AVE NW,EDMONTON,,53.5699784,-113.4188887,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
2222,MEDICINE SHOPPE PHARMACY 114,128-4211 106 ST,EDMONTON,,53.47968,-113.5024133,Alberta,2021-03-20T04:00:00.000Z,https://web.archive.org/web/20210320224934/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
