name,street,city,province,postal,Public Health Unit,X,Y,date
Rexall,3555 Don Mills Road,Willowdale,Ontario,M2H 3N3,Toronto Public Health,43.794392,-79.3534204,2023-03-30
Rexall,288 Sheppard Avenue East,Willowdale,Ontario,M2N 3B1,Toronto Public Health,43.7645963,-79.3980702,2023-03-31
Rexall,3840 Howard Avenue,Windsor,Ontario,N9E 3N9,Windsor-Essex County Health Unit,42.2591138,-82.9949896,2023-04-01
Rexall,1215 Ouellette Avenue,Windsor,Ontario,N8X 1J3,Windsor-Essex County Health Unit,42.3048973,-83.0314803,2023-04-02
Rexall,3900 Rutherford Road,Woodbridge,Ontario,L4H 3G8,York Region Public Health Services,43.8265924,-79.5553829,2023-04-03
Rexall,379 Springbank Avenue North,Woodstock,Ontario,N4T 1H3,Southwestern Public Health,43.1462285,-80.7376451,2023-04-04
Rexall,706 Dundas Street,Woodstock,Ontario,N4S 1E7,Southwestern Public Health,43.1308471,-80.7462986,2023-04-05
Rexall Dell Pharmacy,730 Upper James Street,Hamilton,Ontario,L9C 2Z9,Hamilton Public Health Services,43.2309821,-79.8812206,2023-04-06
Rexall Guardian Markhamack Pharnacy,"9889 Highway 48, Unit 7",Markham,Ontario,L6E 0B7,,43.9067641,-79.2666656,2023-04-07
Rexall Pharma Plus,567 Essa Road,Barrie,Ontario,L4N 6A9,Simcoe Muskoka District Health Unit,44.3370812,-79.710627,2023-04-08
Rexall Pharma Plus,7975 Yonge Street,Innisfil,Ontario,L9S 1A8,Simcoe Muskoka District Health Unit,44.3277427,-79.6194167,2023-04-09
Rexall Pharma Plus,86 Angeline Street South,Lindsay,Ontario,K9V 6C5,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.3455125,-78.7478807,2023-04-10
Rexall Pharma Plus,438 King Street West,Oshawa,Ontario,L1J 2K9,Durham Region Health Department,43.8944109,-78.8804152,2023-04-11
Richmond Hill Medical Pharmacy,10243 Yonge Street,Richmond Hill,Ontario,L4C 3B2,York Region Public Health Services,43.8772623,-79.438171,2023-04-12
Richmond IDA Pharmacy,"6265 Perth Street, Unit 1",Richmond,Ontario,K0A 2Z0,Ottawa Public Health,45.1903627,-75.8457423,2023-04-13
Richmond Pharmacy,9206 Yonge Street,Richmond Hill,Ontario,L4C 7A2,York Region Public Health Services,43.8517659,-79.4331594,2023-04-14
Richmond Village Pharmacy,6146 Perth Street,Richmond,Ontario,K0A 2Z0,Ottawa Public Health,45.1935776,-75.8394527,2023-04-15
Rob's Whole Health Pharmacy,"1765 Sprucewood, Unit 250",LaSalle,Ontario,N9J 1X7,Windsor-Essex County Health Unit,42.2464876,-83.0623683,2023-04-16
Robins Pharmacy,191 Main Street,Newmarket,Ontario,L3Y 4X1,York Region Public Health Services,44.0535041,-79.4573139,2023-04-17
Robinson's IDA Pharmacy,181 Queen Street South,Streetsville,Ontario,L5M 1L2,Peel Public Health,43.5820402,-79.7138123,2023-04-18
Rockway Pharmacy,"815 Weber Street East, Unit 5",Kitchener,Ontario,N2H 1H5,,43.438223,-80.4597257,2023-04-19
Rossmore Pharmacy,5503 Highway 62 South,Belleville,Ontario,K8N 0L5,Hastings and Prince Edward Counties Health Unit,44.139767,-77.384344,2023-04-20
Royal City Pharmacy,84 Gordon Street,Guelph,Ontario,N1H 4H6,Wellington-Dufferin-Guelph Health Unit,43.5411123,-80.2437195,2023-04-21
Rutherford Guardian Drugs,"5283 Rutherford Road, Unit 2",Woodbridge,Ontario,L4H 2T2,York Region Public Health Services,43.8143246,-79.606517,2023-04-22
Rx Drug Mart,16 Grand Road,Campbellford,Ontario,K0L 1L0,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.3081096,-77.8008531,2023-04-23
Rx Drug Mart,"207 Garafraxa Street North, Unit 203",Durham,Ontario,N0G 1R0,,44.1772452,-80.8184226,2023-04-24
Rx Drug Mart,144 Griffin Street,Smithville,Ontario,L0R 2A0,Niagara Region Public Health Department,43.0988574,-79.5461626,2023-04-25
Rylander Pharmasave,"6758 Kingston Road, Unit 8",Toronto,Ontario,M1B 1G8,Toronto Public Health,43.7984704,-79.1481948,2023-04-26
Rymal Gage Pharmacy,"905 Rymal Road East, Unit 153",Hamilton,Ontario,L8W 3M2,,43.1929824,-79.8522568,2023-04-27
Safa Pharmacy,16A Main Street North,Markham,Ontario,L3P 1X2,York Region Public Health Services,43.874603,-79.2603721,2023-04-28
Safeway Pharmacy,70 North Court Street,Thunder Bay,Ontario,P7A 4T8,Thunder Bay District Health Unit,48.4386943,-89.21956,2023-04-29
Sam's I.D.A. Pharmacy,1920 Yonge Street,Toronto,Ontario,M4S 3E2,Toronto Public Health,43.6987992,-79.3972615,2023-04-30
Sandycove Drug Store,"902 Lockhart Road, Unit 3",Innisfil,Ontario,L9S 4V2,Simcoe Muskoka District Health Unit,44.3528478,-79.553978,2023-05-01
Sanomed Pharmacy & Compounding Centre,1000 Bay Street,Toronto,Ontario,M5S 3A8,Toronto Public Health,43.6650475,-79.387829,2023-05-02
Schomberg Village Pharmacy,"50 Dr. Kay Drive, Units 11A & 11B",Schomberg,Ontario,L0G 1T0,York Region Public Health Services,44.0059883,-79.6780313,2023-05-03
Seaway Valley Pharmacy,507 Main Street,Winchester,Ontario,K0C 2K0,Eastern Ontario Health Unit,45.0925251,-75.3545628,2023-05-04
Shas Pharmacy,1428 Walkley Road,Ottawa,Ontario,K1V 6P5,Ottawa Public Health,45.3735144,-75.6534727,2023-05-05
Shelburne Town Pharmacy,"712 Main Street East, Unit 103",Shelburne,Ontario,L9V 2Z4,,44.0817074,-80.189986,2023-05-06
Sherman IDA Pharmacy,675 Rymal Road East,Hamilton,Ontario,L8W 1B5,Hamilton Public Health Services,43.1952799,-79.8627461,2023-05-07
Shih Pharmacy,"2700 Kipling Avenue, Unit 9",Rexdale,Ontario,M9V 4P2,,43.7566065,-79.5894024,2023-05-08
Shoppers Drug Mart,252 Queen Street,Acton,Ontario,L7J 1P6,Halton Region Health Department,43.6339786,-80.031311,2023-05-09
Shoppers Drug Mart,1971 Salem Road North,Ajax,Ontario,L1T 0J9,Durham Region Health Department,43.897093,-79.029985,2023-05-10
Shoppers Drug Mart,15 Westney Road North,Ajax,Ontario,L1T 1P4,Durham Region Health Department,43.858914,-79.0401394,2023-05-11
Shoppers Drug Mart,314 Harwood Avenue South,Ajax,Ontario,L1S 2J1,Durham Region Health Department,43.8456861,-79.0208886,2023-05-12
Shoppers Drug Mart,95 Williamson Drive West,Ajax,Ontario,L1T 0K9,Durham Region Health Department,43.8845018,-79.0461347,2023-05-13
Shoppers Drug Mart,376 Ottawa Street,Almonte,Ontario,K0A 1A0,"Leeds,Grenville, and Lanark District Health Unit",45.2348379,-76.1855636,2023-05-14
Shoppers Drug Mart,199 Sandwich Street South,Amherstburg,Ontario,N9V 1Z9,Windsor-Essex County Health Unit,42.1040081,-83.1089507,2023-05-15
Shoppers Drug Mart,15 Sherwood Avenue,Amherstview,Ontario,K7N 1N1,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2195772,-76.6423544,2023-05-16
Shoppers Drug Mart,47 Wilson Street West,Ancaster,Ontario,L9G 1N1,Hamilton Public Health Services,43.2178101,-79.9894655,2023-05-17
Shoppers Drug Mart,55 Elgin Street West,Arnprior,Ontario,K7S 1N6,Renfrew County and District Health Unit,45.4339391,-76.3550151,2023-05-18
Shoppers Drug Mart,14729 Yonge Street,Aurora,Ontario,L4G 1N1,York Region Public Health Services,43.9874805,-79.4637965,2023-05-19
Shoppers Drug Mart,446 Hollandview Trail,Aurora,Ontario,L4G 3H1,York Region Public Health Services,44.0152242,-79.4476007,2023-05-20
Shoppers Drug Mart,118 Hastings Street North,Bancroft,Ontario,K0L 1C0,Hastings and Prince Edward Counties Health Unit,45.061573,-77.856565,2023-05-21
Shoppers Drug Mart,"509 Bayfield Street, Unit C2",Barrie,Ontario,L4M 4Z8,Simcoe Muskoka District Health Unit,44.4126502,-79.707296,2023-05-22
Shoppers Drug Mart,524 Bayfield Street North,Barrie,Ontario,L4M 5A2,Simcoe Muskoka District Health Unit,44.4137436,-79.7129061,2023-05-23
Shoppers Drug Mart,420 Essa Road,Barrie,Ontario,L4N 9J7,Simcoe Muskoka District Health Unit,44.3470666,-79.7031023,2023-05-24
Shoppers Drug Mart,165 Wellington Street West,Barrie,Ontario,L4N 1L7,Simcoe Muskoka District Health Unit,44.3869779,-79.705149,2023-05-25
Shoppers Drug Mart,5005 Serena Drive,Beamsville,Ontario,L0R 1B4,Niagara Region Public Health Department,43.1677441,-79.47698,2023-05-26
Shoppers Drug Mart,330 Notre Dame Street,Belle River,Ontario,N0R 1A0,Windsor-Essex County Health Unit,42.2924181,-82.6990493,2023-05-27
Shoppers Drug Mart,390 Front Street North,Belleville,Ontario,K8P 3E1,Hastings and Prince Edward Counties Health Unit,44.189156,-77.3975287,2023-05-28
Shoppers Drug Mart,405 Dundas Street East,Belleville,Ontario,K8N 1E7,Hastings and Prince Edward Counties Health Unit,44.1655184,-77.3569382,2023-05-29
Shoppers Drug Mart,150 Sidney Street,Belleville,Ontario,K8P 5E2,Hastings and Prince Edward Counties Health Unit,44.1594696,-77.3988292,2023-05-30
Shoppers Drug Mart,85 Bolton Street,Bobcaygeon,Ontario,K0M 1A0,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.5360708,-78.5443165,2023-05-31
Shoppers Drug Mart,1 Queensgate Boulevard,Bolton,Ontario,L7E 2X7,Peel Public Health,43.8690499,-79.7221094,2023-06-01
Shoppers Drug Mart,"2401 Highway 2, Unit 3",Bowmanville,Ontario,L1C 4V4,Durham Region Health Department,43.908138,-78.706173,2023-06-02
Shoppers Drug Mart,570 Longworth Avenue,Bowmanville,Ontario,L1C 0H4,Durham Region Health Department,43.9304291,-78.6896858,2023-06-03
Shoppers Drug Mart,140 Holland Street West,Bradford,Ontario,L3Z 1R7,Simcoe Muskoka District Health Unit,44.1124446,-79.5693873,2023-06-04
Shoppers Drug Mart,180 Sandalwood Parkway,Brampton,Ontario,L6Z 1Y4,Peel Public Health,43.7274519,-79.7944777,2023-06-05
Shoppers Drug Mart,"25 Peel Centre Drive, Unit 379",Brampton,Ontario,L6T 3R5,Peel Public Health,43.7150307,-79.7214959,2023-06-06
Shoppers Drug Mart,520 Charolais Boulevard,Brampton,Ontario,L6Y 0R5,Peel Public Health,43.6500931,-79.7611036,2023-06-07
Shoppers Drug Mart,25 Great Lakes Drive,Brampton,Ontario,L6R 2S5,Peel Public Health,43.7315552,-79.7604465,2023-06-08
Shoppers Drug Mart,49 Mountainash Road,Brampton,Ontario,L6R 1W4,Peel Public Health,43.7595143,-79.7285074,2023-06-09
Shoppers Drug Mart,930 North Park Drive,Brampton,Ontario,L6S 3Y5,Peel Public Health,43.7346054,-79.7444674,2023-06-10
Shoppers Drug Mart,980 Central Park Drive,Brampton,Ontario,L6S 3L7,Peel Public Health,43.7338026,-79.7205756,2023-06-11
Shoppers Drug Mart,"10661 Chinguacousy Road, Bldg. C, Fletchers Meadow",Brampton,Ontario,L7A 0N5,Peel Public Health,43.697641,-79.823528,2023-06-12
Shoppers Drug Mart,10970 Airport Road,Brampton,Ontario,L6R 0E1,Peel Public Health,43.7787466,-79.7433269,2023-06-13
Shoppers Drug Mart,8965 Chinguacousy Road,Brampton,Ontario,L6Y 0J2,Peel Public Health,43.6659871,-79.7798059,2023-06-14
Shoppers Drug Mart,11965 Hurontario Street,Brampton,Ontario,L6Z 4P7,Peel Public Health,43.7338349,-79.8231815,2023-06-15
Shoppers Drug Mart,3938 Cottrelle Boulevard,Brampton,Ontario,L6P 2R1,Peel Public Health,43.7847274,-79.6622269,2023-06-16
Shoppers Drug Mart,1 Kennedy Road South,Brampton,Ontario,L6W 3C9,Peel Public Health,43.6945685,-79.7491965,2023-06-17
Shoppers Drug Mart,10088 McLaughlin Road,Brampton,Ontario,L7A 2X6,Peel Public Health,43.6963155,-79.8007812,2023-06-18
Shoppers Drug Mart,366 Main Street North,Brampton,Ontario,L6V 1P8,Peel Public Health,43.6950221,-79.771375,2023-06-19
Shoppers Drug Mart,34 A Avondale Boulevard,Brampton,Ontario,L6T 1H3,Peel Public Health,43.7073389,-79.6992351,2023-06-20
Shoppers Drug Mart,10665 Bramalea Road,Brampton,Ontario,L6R 3P4,Peel Public Health,43.7573939,-79.7607531,2023-06-21
Shoppers Drug Mart,160 Main Street South,Brampton,Ontario,L6W 2E1,Peel Public Health,43.6782516,-79.7476109,2023-06-22
Shoppers Drug Mart,"2399 Parkdale Avenue, Unit 27",Brockville,Ontario,K6V 3G9,"Leeds,Grenville, and Lanark District Health Unit",44.604672,-75.699325,2023-06-23
Shoppers Drug Mart,5979 Baldwin Street South,Brooklin,Ontario,L1M 2J7,Durham Region Health Department,43.9528565,-78.9609067,2023-06-24
Shoppers Drug Mart,1450 Headon Road,Burlington,Ontario,L7M 3Z5,Halton Region Health Department,43.3727994,-79.8093304,2023-06-25
Shoppers Drug Mart,"777 Guelph Line, Unit D001",Burlington,Ontario,L7R 3N2,Halton Region Health Department,43.3485131,-79.7935979,2023-06-26
Shoppers Drug Mart,2211 Brant Street,Burlington,Ontario,L7P 0A1,Halton Region Health Department,43.3578908,-79.8441173,2023-06-27
Shoppers Drug Mart,5353 Lakeshore Road,Burlington,Ontario,L7L 1C8,Halton Region Health Department,43.3681307,-79.7328835,2023-06-28
Shoppers Drug Mart,"503 Plains Road East, Unit 501",Burlington,Ontario,L7T 2E2,Halton Region Health Department,43.31922,-79.83685,2023-06-29
Shoppers Drug Mart,3051 Walkers Line,Burlington,Ontario,L7M 0W3,Halton Region Health Department,43.393728,-79.823521,2023-06-30
Shoppers Drug Mart,3035 Appleby Line,Burlington,Ontario,L7M 0V7,Halton Region Health Department,43.4079555,-79.8085515,2023-07-01
Shoppers Drug Mart,2080 Appleby Line,Burlington,Ontario,L7L 6M6,Halton Region Health Department,43.3972487,-79.7970157,2023-07-02
Shoppers Drug Mart,4524 New Street,Burlington,Ontario,L7L 2X8,Halton Region Health Department,43.3666421,-79.7537442,2023-07-03
Shoppers Drug Mart,3023 New Street,Burlington,Ontario,L7R 1K3,Halton Region Health Department,43.3398033,-79.7856305,2023-07-04
Shoppers Drug Mart,"115 Dundas Street, Unit 1",Cambridge,Ontario,N1R 5T8,"Region of Waterloo, Public Health",43.3592744,-80.2940617,2023-07-05
Shoppers Drug Mart,1500 King Street East,Cambridge,Ontario,N3H 3R5,"Region of Waterloo, Public Health",43.389663,-80.3465977,2023-07-06
Shoppers Drug Mart,299 Lake Avenue East,Carleton Place,Ontario,K7C 1J3,"Leeds,Grenville, and Lanark District Health Unit",45.1427553,-76.1334191,2023-07-07
Shoppers Drug Mart,420 Queen Street,Chatham,Ontario,N7M 2J2,Chatham-Kent Health Unit,42.3962226,-82.1773966,2023-07-08
Shoppers Drug Mart,270 Spring Street,Cobourg,Ontario,K9A 3K2,"Haliburton, Kawartha, Pine Ridge District Health Unit",43.9602051,-78.1704267,2023-07-09
Shoppers Drug Mart,175 First Street,Collingwood,Ontario,L9Y 1A5,Simcoe Muskoka District Health Unit,44.5029008,-80.2224588,2023-07-10
Shoppers Drug Mart,1236 Brookdale Avenue,Cornwall,Ontario,K6J 4P8,Eastern Ontario Health Unit,45.0284321,-74.7539927,2023-07-11
Shoppers Drug Mart,1428 Highway 2,Courtice,Ontario,L1E 2J5,Durham Region Health Department,43.9074837,-78.8085831,2023-07-12
Shoppers Drug Mart,2300 Dorchester Road,Dorchester,Ontario,N0L 1G3,Middlesex-London Health Unit,42.9802153,-81.0555419,2023-07-13
Shoppers Drug Mart,25 Duke Street,Dryden,Ontario,P8N 1E6,Northwestern Health Unit,49.7827987,-92.8398382,2023-07-14
Shoppers Drug Mart,133 King Street West,Dundas,Ontario,L9H 1V3,Hamilton Public Health Services,43.2671167,-79.959576,2023-07-15
Shoppers Drug Mart,"101 Osler Drive, Unit 102",Dundas,Ontario,L9H 4H4,Hamilton Public Health Services,43.257057,-79.9422669,2023-07-16
Shoppers Drug Mart,1601 Bayview Avenue,East York,Ontario,M4G 3B5,Toronto Public Health,43.7063311,-79.375022,2023-07-17
Shoppers Drug Mart,220 Ontario Avenue,Elliot Lake,Ontario,P5A 1Y5,Algoma,46.3810688,-82.6452881,2023-07-18
Shoppers Drug Mart,11 Arthur Street North,Elmira,Ontario,N3B 1Z4,"Region of Waterloo, Public Health",43.6001912,-80.5572996,2023-07-19
Shoppers Drug Mart,5 Talbot Street South,Essex,Ontario,N8M 1A6,Windsor-Essex County Health Unit,42.1739582,-82.8194412,2023-07-20
Shoppers Drug Mart,415 The Westway,Etobicoke,Ontario,M9R 1H5,Toronto Public Health,43.6830383,-79.5658755,2023-07-21
Shoppers Drug Mart,666 Burnhamthorpe Road,Etobicoke,Ontario,M9C 2Z4,Toronto Public Health,43.6413056,-79.5773763,2023-07-22
Shoppers Drug Mart,270 The Kingsway,Etobicoke,Ontario,M9A 3T7,Toronto Public Health,43.6615135,-79.5197696,2023-07-23
Shoppers Drug Mart,"600 The East Mall, Unit 1",Etobicoke,Ontario,M9B 4S1,Toronto Public Health,43.6559004,-79.5658755,2023-07-24
Shoppers Drug Mart,"3730 Lake Shore Boulevard West, Unit 102",Etobicoke,Ontario,M8W 1N6,Toronto Public Health,43.5938055,-79.5407177,2023-07-25
Shoppers Drug Mart,5230 Dundas Street West,Etobicoke,Ontario,M9B 1A8,Toronto Public Health,43.640347,-79.5381525,2023-07-26
Shoppers Drug Mart,3010 Bloor Street West,Etobicoke,Ontario,M8X 1C2,Toronto Public Health,43.6477305,-79.5110433,2023-07-27
Shoppers Drug Mart,125 The Queensway,Etobicoke,Ontario,M8Y 1H6,Toronto Public Health,43.63032,-79.4813469,2023-07-28
Shoppers Drug Mart,2206 Lake Shore Boulevard West,Etobicoke,Ontario,M8V 1A4,Toronto Public Health,43.6229404,-79.482241,2023-07-29
Shoppers Drug Mart,123 Rexdale Boulevard,Etobicoke,Ontario,M9W 1P1,Toronto Public Health,43.7110841,-79.5654365,2023-07-30
Shoppers Drug Mart,710 Tower Street South,Fergus,Ontario,N1M 2R3,Wellington-Dufferin-Guelph Health Unit,43.698977,-80.3708237,2023-07-31
Shoppers Drug Mart,20 Highway 20 East,Fonthill,Ontario,L0S 1E0,Niagara Region Public Health Department,43.0455255,-79.2826341,2023-08-01
Shoppers Drug Mart,615 King Street East,Gananoque,Ontario,K7G 1H4,"Leeds,Grenville, and Lanark District Health Unit",44.3360068,-76.1514731,2023-08-02
Shoppers Drug Mart,265 Guelph Street,Georgetown,Ontario,L7G 4B3,Halton Region Health Department,43.6500601,-79.8935877,2023-08-03
Shoppers Drug Mart,2638 Innes Road,Gloucester,Ontario,K1B 4Z5,Ottawa Public Health,45.4311586,-75.5626076,2023-08-04
Shoppers Drug Mart,65 Main Street East,Grand Bend,Ontario,N0M 1T0,Huron Perth Health Unit,43.3102882,-81.7510959,2023-08-05
Shoppers Drug Mart,150 Main Street East,Grimsby,Ontario,L3M 1P1,Niagara Region Public Health Department,43.1878533,-79.5447136,2023-08-06
Shoppers Drug Mart,"42 St. Andrews Avenue, Unit 1",Grimsby,Ontario,L3M 3S2,Niagara Region Public Health Department,43.1966612,-79.567614,2023-08-07
Shoppers Drug Mart,104 Silver Creek Parkway,Guelph,Ontario,N1H 7B4,Wellington-Dufferin-Guelph Health Unit,43.5381727,-80.2789099,2023-08-08
Shoppers Drug Mart,7 Clair Road West,Guelph,Ontario,N1L 0A6,Wellington-Dufferin-Guelph Health Unit,43.5009409,-80.1905578,2023-08-09
Shoppers Drug Mart,186 Highland Street,Haliburton,Ontario,K0M 1S0,"Haliburton, Kawartha, Pine Ridge District Health Unit",45.045408,-78.5105054,2023-08-10
Shoppers Drug Mart,1411 Upper Sherman Avenue,Hamilton,Ontario,L8W 1C4,Hamilton Public Health Services,43.2028274,-79.8593455,2023-08-11
Shoppers Drug Mart,661 Upper James Street,Hamilton,Ontario,L9C 5R8,Hamilton Public Health Services,43.2370533,-79.8772574,2023-08-12
Shoppers Drug Mart,801 Mohawk Road West,Hamilton,Ontario,L9C 6C2,Hamilton Public Health Services,43.2330512,-79.9230305,2023-08-13
Shoppers Drug Mart,1341 Main Street West,Hamilton,Ontario,L8S 1C6,Hamilton Public Health Services,43.25742,-79.919341,2023-08-14
Shoppers Drug Mart,1300 Garth Street,Hamilton,Ontario,L9C 4L7,Hamilton Public Health Services,43.220512,-79.907289,2023-08-15
Shoppers Drug Mart,232 Cannon Street East,Hamilton,Ontario,L8L 0A9,Hamilton Public Health Services,43.2580116,-79.8570702,2023-08-16
Shoppers Drug Mart,75 Centennial Parkway North,Hamilton,Ontario,L8E 2P2,Hamilton Public Health Services,43.2307558,-79.7655188,2023-08-17
Shoppers Drug Mart,2110 Rymal Road East,Hamilton,Ontario,L0R 1P0,Hamilton Public Health Services,43.1763012,-79.7919321,2023-08-18
Shoppers Drug Mart,895 10th Street,Hanover,Ontario,N4N 1S4,Grey-Bruce Health Unit,44.1550807,-81.0048042,2023-08-19
Shoppers Drug Mart,69 King Street East,Harrow,Ontario,N0R 1G0,Windsor-Essex County Health Unit,42.0351939,-82.9161605,2023-08-20
Shoppers Drug Mart,51 King William Street,Huntsville,Ontario,P1H 1G4,Simcoe Muskoka District Health Unit,45.3321536,-79.207277,2023-08-21
Shoppers Drug Mart,120 Thames Street North,Ingersoll,Ontario,N5C 4B1,Southwestern Public Health,43.042671,-80.886849,2023-08-22
Shoppers Drug Mart,680 Eagleson Road,Kanata,Ontario,K2M 2G9,Ottawa Public Health,45.2873726,-75.8684677,2023-08-23
Shoppers Drug Mart,"499 Terry Fox Drive, Unit 10",Kanata,Ontario,K2T 1H7,Ottawa Public Health,45.3102498,-75.9203218,2023-08-24
Shoppers Drug Mart,2727 Country Road 43,Kemptville,Ontario,K0G 1J0,"Leeds,Grenville, and Lanark District Health Unit",45.0230195,-75.6521543,2023-08-25
Shoppers Drug Mart,411 The Queensway South,Keswick,Ontario,L4P 2C7,York Region Public Health Services,44.2164154,-79.4636207,2023-08-26
Shoppers Drug Mart,2140 King Road,King City,Ontario,L7B 1L5,York Region Public Health Services,43.9300722,-79.5232188,2023-08-27
Shoppers Drug Mart,"945 Gardiners Road, Unit L074",Kingston,Ontario,K7M 7H4,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2563363,-76.572171,2023-08-28
Shoppers Drug Mart,797 Princess Street,Kingston,Ontario,K7L 1G1,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2394846,-76.5071202,2023-08-29
Shoppers Drug Mart,105 Sutherland Drive,Kingston,Ontario,K7K 5V6,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2689808,-76.4801421,2023-08-30
Shoppers Drug Mart,775 Strand Boulevard,Kingston,Ontario,K7P 2S7,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2518053,-76.5931267,2023-08-31
Shoppers Drug Mart,1011 Princess Street,Kingston,Ontario,K7L 1H3,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2436526,-76.5142772,2023-09-01
Shoppers Drug Mart,"2437 Princess Street, Unit 100",Kingston,Ontario,K7M 3G1,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2575256,-76.5583154,2023-09-02
Shoppers Drug Mart,136 Princess Street,Kingston,Ontario,K7L 1A7,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2315041,-76.4838087,2023-09-03
Shoppers Drug Mart,445 Princess Street,Kingston,Ontario,K7L 1C3,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2340283,-76.4937799,2023-09-04
Shoppers Drug Mart,1875 Bath Road,Kingston,Ontario,K7M 4Y3,"Kingston, Frontenac and Lennox & Addington Health Unit",44.236916,-76.5823035,2023-09-05
Shoppers Drug Mart,823 Highway 15,Kingston,Ontario,K7L 4V3,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2553138,-76.4599028,2023-09-06
Shoppers Drug Mart,1201 Division Street,Kingston,Ontario,K7K 6X4,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2657409,-76.4965906,2023-09-07
Shoppers Drug Mart,370 Main Street East,Kingsville,Ontario,N9Y 0C1,Windsor-Essex County Health Unit,42.0380544,-82.7227949,2023-09-08
Shoppers Drug Mart,563 Highland Road West,Kitchener,Ontario,N2M 5K2,"Region of Waterloo, Public Health",43.4342044,-80.5166363,2023-09-09
Shoppers Drug Mart,310 Fairway Road South,Kitchener,Ontario,N2C 1X3,"Region of Waterloo, Public Health",43.4215469,-80.4439946,2023-09-10
Shoppers Drug Mart,123 Pioneer Drive,Kitchener,Ontario,N2P 2A3,"Region of Waterloo, Public Health",43.3939871,-80.4319583,2023-09-11
Shoppers Drug Mart,235 Ira Needles Boulevard,Kitchener,Ontario,N2N 0B2,"Region of Waterloo, Public Health",43.4265368,-80.5526803,2023-09-12
Shoppers Drug Mart,2125 Front Road,LaSalle,Ontario,N9J 2C1,Windsor-Essex County Health Unit,42.2279853,-83.1014726,2023-09-13
Shoppers Drug Mart,6020 Malden Road,LaSalle,Ontario,N9H 1S8,Windsor-Essex County Health Unit,42.2435153,-83.0601321,2023-09-14
Shoppers Drug Mart,269 Erie Street South,Leamington,Ontario,N8H 3C4,Windsor-Essex County Health Unit,42.0380845,-82.6019932,2023-09-15
Shoppers Drug Mart,"343 Kent Street West, Unit 341",Lindsay,Ontario,K9B 2Z7,"Haliburton, Kawartha, Pine Ridge District Health Unit",44.3507422,-78.7551481,2023-09-16
Shoppers Drug Mart,759 Adelaide Street North,London,Ontario,N5Y 2L7,Middlesex-London Health Unit,42.9996199,-81.2378412,2023-09-17
Shoppers Drug Mart,301 Oxford Street West,London,Ontario,N6H 1S6,Middlesex-London Health Unit,42.9902358,-81.275161,2023-09-18
Shoppers Drug Mart,467 Wharncliffe Road South,London,Ontario,N6J 2M8,Middlesex-London Health Unit,42.9600069,-81.2623128,2023-09-19
Shoppers Drug Mart,142 Clarke Road,London,Ontario,N5W 5E1,Middlesex-London Health Unit,42.9911469,-81.1686344,2023-09-20
Shoppers Drug Mart,1105 Wellington Road,London,Ontario,N6E 1V4,Middlesex-London Health Unit,42.9315865,-81.2246887,2023-09-21
Shoppers Drug Mart,"431 Richmond Street, Unit 100",London,Ontario,N6A 6E2,Middlesex-London Health Unit,42.9844495,-81.2502828,2023-09-22
Shoppers Drug Mart,1186 Oxford Street West,London,Ontario,N6H 2N2,Middlesex-London Health Unit,42.9748873,-81.3221488,2023-09-23
Shoppers Drug Mart,"1680 Richmond Street North, Unit L104",London,Ontario,N6G 3Y9,Middlesex-London Health Unit,43.025599,-81.2783801,2023-09-24
Shoppers Drug Mart,1365 Huron Street,London,Ontario,N5V 2E3,Middlesex-London Health Unit,43.0186651,-81.2133802,2023-09-25
Shoppers Drug Mart,510 Hamilton Road,London,Ontario,N5Z 1S4,Middlesex-London Health Unit,42.980769,-81.2162859,2023-09-26
Shoppers Drug Mart,1657 Dundas Street East,London,Ontario,N5W 3C6,Middlesex-London Health Unit,43.000843,-81.1886035,2023-09-27
Shoppers Drug Mart,1224 Commissioners Road West,London,Ontario,N6K 1C7,Middlesex-London Health Unit,42.9585692,-81.330272,2023-09-28
Shoppers Drug Mart,1118 Adelaide Street North,London,Ontario,N5Y 2N5,Middlesex-London Health Unit,43.0127361,-81.2428052,2023-09-29
Shoppers Drug Mart,603 Fanshawe Park Road West,London,Ontario,N6G 5B3,Middlesex-London Health Unit,43.0198355,-81.3104566,2023-09-30
Shoppers Drug Mart,3090 Colonel Talbot Road,London,Ontario,N6P 0B3,Middlesex-London Health Unit,42.9343125,-81.3164749,2023-10-01
Shoppers Drug Mart,2943 Major Mackenzie Drive,Maple,Ontario,L6A 3N9,York Region Public Health Services,43.8487565,-79.5348063,2023-10-02
