CFSAUID,PRUID,PRNAME,ices-covid-data_Public Health Unit,ices-covid-data_Start date of week,ices-covid-data_End date of week,ices-covid-data_Overall - % positivity,"ices-covid-data_Overall - number tested per 100,000 population",ices-covid-data_NON-LTC - % positivity,"ices-covid-data_NON-LTC - number tested per 100,000 population",data-pharmacy-counts_PRUID,data-pharmacy-counts_PRNAME,data-pharmacy-counts_all_pharmacies,data-pharmacy-counts_covid_vaccine_pharmacies,data-pharmacy-counts_covid_pharms,chosen%
H9W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
H9X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0S,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J0Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1S,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J1R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3Y,"24",Quebec / Québec,,,,,,,,,,,,,
J2K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2S,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J2Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J3Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4S,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J4V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J5Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6K,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6S,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J6Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7C,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
R4L,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R5G,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R5H,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R7A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
R8A,"46",Manitoba,,,,,,,,"46",Manitoba,"0","0",0.000,
J7G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7W,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
K1S,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.05,1959,0.05,1950,"35",Ontario,"6","0",0.000,0
K1T,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.07,1689,0.07,1689,"35",Ontario,"7","0",0.000,0
K1V,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.06,1586,0.07,1547,"35",Ontario,"24","3",3.000,0.125
J8X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J7Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
K1R,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.06,1393,0.06,1393,"35",Ontario,"9","0",0.000,0
J8E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8G,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8M,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8N,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8R,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
M9R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,1919,0.08,1919,"35",Ontario,"5","2",2.000,0.4
M9V,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,1598,0.1,1599,"35",Ontario,"26","2",2.000,0.0769230769230769
M9W,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.09,1969,0.09,1967,"35",Ontario,"16","3",3.000,0.1875
N0A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1843,0.03,1838,"35",Ontario,"10","0",0.000,0
N0B,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1865,0.01,1868,"35",Ontario,"16","1",1.000,0.0625
N0C,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1067,0.04,1065,"35",Ontario,"4","1",1.000,0.25
N0E,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1997,0.01,1997,"35",Ontario,"6","0",0.000,0
N0G,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1600,0.01,1596,"35",Ontario,"32","0",0.000,0
N0H,"35",Ontario,2233 Grey Bruce Health Unit,21-Mar-21,27-Mar-21,0.01,1327,0.01,1313,"35",Ontario,"18","2",2.000,0.111111111111111
N0J,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1464,0.03,1463,"35",Ontario,"7","0",0.000,0
N0K,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1979,0,1680,"35",Ontario,"8","0",0.000,0
N0L,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,2119,0.04,2126,"35",Ontario,"16","0",0.000,0
N0M,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,2021,0.01,2023,"35",Ontario,"30","2",2.000,0.0666666666666667
N0N,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,3496,0.03,3518,"35",Ontario,"15","2",2.000,0.133333333333333
N0P,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1703,0.03,1705,"35",Ontario,"14","1",1.000,0.0714285714285714
N0R,"35",Ontario,2268 Windsor-Essex County Health Unit,21-Mar-21,27-Mar-21,0.04,1155,0.04,1153,"35",Ontario,"12","6",6.000,0.5
N1A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.07,1888,0.07,1907,"35",Ontario,"5","1",1.000,0.2
N1C,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0,1131,0,1131,"35",Ontario,"1","0",0.000,0
N1E,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0.02,1856,0.02,1854,"35",Ontario,"10","0",0.000,0
J8Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J8Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9A,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9J,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9P,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9V,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9B,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9E,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9H,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9L,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9T,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9X,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9Y,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
J9Z,"24",Quebec / Québec,,,,,,,,"24",Quebec / Québec,"0","0",0.000,
K0A,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,2090,0.02,2041,"35",Ontario,"32","2",2.000,0.0625
K0B,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0.04,2207,0.04,2203,"35",Ontario,"7","0",0.000,0
K0C,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.05,2708,0.05,2539,"35",Ontario,"20","1",1.000,0.05
K0E,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,2019,0.02,2022,"35",Ontario,"10","0",0.000,0
K0G,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,3110,0.03,3125,"35",Ontario,"17","0",0.000,0
K0H,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,2595,0.01,2596,"35",Ontario,"11","5",5.000,0.454545454545455
K0J,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,2300,0,2300,"35",Ontario,"14","0",0.000,0
K0K,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,1970,0.01,1965,"35",Ontario,"35","1",1.000,0.0285714285714286
K0L,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0,1606,0,1599,"35",Ontario,"23","2",2.000,0.0869565217391304
K0M,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.01,2085,0.01,1998,"35",Ontario,"25","0",0.000,0
K1B,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.06,1926,0.06,1926,"35",Ontario,"5","0",0.000,0
K1C,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.02,1959,0.02,1935,"35",Ontario,"12","2",2.000,0.166666666666667
K1E,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1740,0.03,1740,"35",Ontario,"5","0",0.000,0
K1G,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.05,1890,0.06,1648,"35",Ontario,"16","0",0.000,0
K1H,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,2117,0.04,2117,"35",Ontario,"13","1",1.000,0.0769230769230769
K1J,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1888,0.03,1866,"35",Ontario,"13","2",2.000,0.153846153846154
K1K,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,1914,0.04,1917,"35",Ontario,"14","0",0.000,0
K1L,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,1728,0.03,1725,"35",Ontario,"10","0",0.000,0
K1M,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.06,1438,0.06,1438,"35",Ontario,"1","0",0.000,0
K1N,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.05,1475,0.05,1446,"35",Ontario,"13","1",1.000,0.0769230769230769
K1P,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,1558,0,1558,"35",Ontario,"2","0",0.000,0
L9R,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.04,1933,0.04,1923,"35",Ontario,"10","1",1.000,0.1
L9S,"35",Ontario,2260 Simcoe Muskoka District Health Unit,21-Mar-21,27-Mar-21,0.03,1948,0.03,1948,"35",Ontario,"7","2",2.000,0.285714285714286
L9T,"35",Ontario,2236 Halton Region Health Department,21-Mar-21,27-Mar-21,0.06,1688,0.06,1689,"35",Ontario,"31","4",4.000,0.129032258064516
L9V,"35",Ontario,2266 Wellington-Dufferin-Guelph Health Unit,21-Mar-21,27-Mar-21,0.03,1648,0.03,1648,"35",Ontario,"5","1",1.000,0.2
L9W,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.02,1671,0.02,1657,"35",Ontario,"18","2",2.000,0.111111111111111
L9Y,"35",Ontario,SHARED FSA,21-Mar-21,27-Mar-21,0.03,1415,0.03,1411,"35",Ontario,"14","1",1.000,0.0714285714285714
L8V,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2370,0.05,2302,"35",Ontario,"16","1",1.000,0.0625
L8W,"35",Ontario,2237 City of Hamilton - Public Health & Social Services,21-Mar-21,27-Mar-21,0.05,2442,0.05,2442,"35",Ontario,"10","1",1.000,0.1
V8S,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8T,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
M1P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.1,2140,0.12,1819,"35",Ontario,"29","5",5.000,0.172413793103448
M1R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.12,2040,0.12,2037,"35",Ontario,"19","4",4.000,0.210526315789474
K2K,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.03,2068,0.03,2078,"35",Ontario,"6","0",0.000,0
M2N,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1401,0.05,1399,"35",Ontario,"22","6",6.000,0.272727272727273
M2P,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.05,1753,0.05,1753,"35",Ontario,"2","0",0.000,0
M2R,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.07,2190,0.07,2198,"35",Ontario,"11","2",2.000,0.181818181818182
M3A,"35",Ontario,3895 Toronto Public Health,21-Mar-21,27-Mar-21,0.08,2253,0.08,2253,"35",Ontario,"6","2",2.000,0.333333333333333
V8V,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8W,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8X,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8Y,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V8Z,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9B,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9C,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9E,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9G,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9H,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9J,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9K,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9L,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9N,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9P,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9W,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
V9X,"59",British Columbia / Colombie-Britannique,,,,,,,,"59",British Columbia / Colombie-Britannique,"0","0",0.000,
K2L,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,1731,0.04,1694,"35",Ontario,"7","1",1.000,0.142857142857143
K2M,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.04,2250,0.04,2250,"35",Ontario,"4","2",2.000,0.5
K2P,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0.07,1330,0.07,1330,"35",Ontario,"8","0",0.000,0
K2R,"35",Ontario,2251 Ottawa Public Health,21-Mar-21,27-Mar-21,0,2131,0,2131,"35",Ontario,"0","0",0.000,
L2P,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1414,0.04,1418,"35",Ontario,"4","0",0.000,0
L2R,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.04,1622,0.04,1622,"35",Ontario,"21","0",0.000,0
L2S,"35",Ontario,2246 Niagara Region Public Health Department,21-Mar-21,27-Mar-21,0.06,1513,0.06,1506,"35",Ontario,"10","1",1.000,0.1
K6J,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0.04,2648,0.04,2663,"35",Ontario,"7","0",0.000,0
K6K,"35",Ontario,2258 Eastern Ontario Health Unit,21-Mar-21,27-Mar-21,0,2712,0,2712,"35",Ontario,"0","0",0.000,
K6T,"35",Ontario,"2243 Leeds, Grenville and Lanark District Health Unit",21-Mar-21,27-Mar-21,0,1570,0,1570,"35",Ontario,"0","0",0.000,
K7H,"35",Ontario,"2243 Leeds, Grenville and Lanark District Health Unit",21-Mar-21,27-Mar-21,0.04,3751,0.04,3733,"35",Ontario,"6","1",1.000,0.166666666666667
