name,street,city,postal,province,date,link
SAVE-ON-FOODS PHARMACY #6619,14161 23 AVE,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6628,10819 106 AVE,GRANDE PRAIRIE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6635 - CANMORE,2-950 RAILWAY AVE,CANMORE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6645,45-1240 2A AVE N,LETHBRIDGE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6650,401 HIGHLANDS BLVD W,LETHBRIDGE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6678,60 BROADWAY BLVD,SHERWOOD PARK,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SAVE-ON-FOODS PHARMACY #6682,6720 52 AVE,RED DEER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SEXSMITH PHARMACY,9805 103 ST,SEXSMITH,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHANE'S IDA PHARMACY,37 WHEATLAND AVE,SMOKY LAKE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #1248,4901 39 ST,ST PAUL,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #1589,5215 50 AVE,WETASKIWIN,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2306,1 CHAMBERS AVE,RED DEER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2307,3735 17 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2308,300-196STN WAY,CHESTERMERE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2311,10720 78 AVE,GRANDE PRAIRIE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2321,4607 50 AVE,OLDS,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2332,933 RAILWAY AVE,CANMORE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2341,10015 107 ST,WESTLOCK,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2343,433 CASSILS RD W,BROOKS,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2355,28 CROWFOOT TERR NW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2361,2412 4 ST SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2365,30 3 AVE SE,HIGH RIVER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2368,1A-6601 48 AVE,CAMROSE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2377,5970 MULLEN WAY NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2383,6449 CROWCHILD TR SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2385,1024 WEBBER GREENS DR NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2393,100-317 7 AVE SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2401,171-31 SOUTHRIDGE DR,OKOTOKS,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2405,4940 137 AVE NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2409,4718 50 ST,STETTLER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2413,100-2250 162 AVE SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2420,100-120 5 AVE W,COCHRANE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2439,11120 ELLERSLIE RD SW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2440,6290 199 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2441,2350 24 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2443,10116 150 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2450,800-3715 47 AVE,SYLVAN LAKE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #2471,5009 50 AVE,VERMILION,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #302,101 LONDONDERRY MALL NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #305,5628 4 ST NW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #306,1919B SOUTHLAND DR SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #308,101 PARK PLACE SHOPPING CENTRE,LETHBRIDGE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #309,700-5111 NORTHLAND DR NW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #311,100-815 17 AVE SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #313,254 MEADOWLARK HEALTH CTR,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #314,5-3012 17 AVE SE,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #315,137-11801 100 ST,GRANDE PRAIRIE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #321,216 STEWART GREEN SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #325,198-8060 SILVER SPRINGS BLVD,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #326,A6-4900 MOLLY BANNISTER DR,RED DEER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #333,500-2020 SHERWOOD DR,SHERWOOD PARK,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #336,100-302 53 ST,EDSON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #337,190-121 SIGNAL RD,FORT MCMURRAY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #340,2-5700 HWY 2A,LACOMBE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #341,WESTLAND MALL,SPRUCE GROVE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #343,1 GATEWAY CROSSING,ROCKY MOUNTAIN HOUSE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #346,417-2331 66 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #352,584 RIVERBEND SQ NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #353,1000-150 MILLRISE BLVD SW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #356,3625 SHAGANAPPI TRAIL NW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #363,162-8330 82 AVE NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #364,110 COLUMBIA BLVD W,LETHBRIDGE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #365,11720 JASPER AVE NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #366,3812 118 AVE NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #375,16504 95 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #379,570-140 ST. ALBERT TR,ST ALBERT,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #383,212 WESTMOUNT CENTRE,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #385,1436 KENSINGTON RD NW,CALGARY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #386,9570 170 ST NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SHOPPERS DRUG MART #387,9980 137 AVE NW,EDMONTON,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SNOW'S PHARMACY INC.,53A BROADWAY N,RAYMOND,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOLUTIONS CLINICAL PHARMACY INC.,1-2020 STRACHAN ROAD SE,MEDICINE HAT,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH COUNTRY CO-OP LIMITED @ NORTHLANDS PHARMACY,10 NORTHLANDS WAY NE,MEDICINE HAT,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SOUTH COUNTRY CO-OP LTD @13 AVE PHARMACY,109-3030 13 AVE SE,MEDICINE HAT,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STETTLER IDA PHARMACY,4934 50 ST,STETTLER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STRATHMORE VALUE DRUG MART,132 2 AVE,STRATHMORE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
STUBBS PHARMACY,1506 9 AVE S,LETHBRIDGE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SUNDRE COMMUNITY DRUG MART,403 MAIN AVE W,SUNDRE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
SYNERGY PHARMACY,153-501 BETHEL DR,SHERWOOD PARK,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
THE PICTURE BUTTE PHARMACY (PHARMASAVE #388),309 JAMIESON AVE,PICTURE BUTTE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TOFIELD IDA PHARMACY LTD.,5119 50 ST,TOFIELD,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TWO HILLS PHARMACY,1-5019 51 ST,TWO HILLS,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
TWO PHARMACY,105-100 GRANDE BLVD W,COCHRANE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
VEGREVILLE DRUG MART,112-4925 50 AVE,VEGREVILLE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
VIKING PHARMACY,5305 51 ST,VIKING,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
WAL-MART PHARMACY #3075,PARKLAND MALL SHOPPING CENTRE,RED DEER,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
WAL-MART PHARMACY #3181,400-6800 48 AVE,CAMROSE,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
WINTER'S PHARMACY,1-5004 50 AVE,DRAYTON VALLEY,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
,,,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
,,,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
,,,,Alberta,2021-03-21T04:00:00.000Z,https://web.archive.org/web/20210321230730/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
101 PHARMACY,1107 CENTRE ST NW,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ACCESS PHARMACY,6255 ANDREWS LOOP SW,EDMONTON,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ALPINE VALUE DRUG MART,5132 49 ST,ROCKY MOUNTAIN HOUSE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ATHABASCA VALUE DRUG MART,4911 50 ST,ATHABASCA,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
BOW ISLAND APPLE DRUGS,502 1 ST W,BOW ISLAND,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
BOYLE RX DRUG MART,5118 3 ST,BOYLE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #10,8220 CENTRE ST NE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #13,35 CROWFOOT WAY NW,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #14,100-250 SHAWVILLE BLVD SE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #19,100-2700 MAIN ST,AIRDRIE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #23,410-163 QUARRY PARK BLVD SE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #24,100-1220 1 ST SE,HIGH RIVER,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #25,100 EDGEFIELD PL,STRATHMORE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #3,8818 MACLEOD TR SE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #4,4122 BRENTWOOD RD NW,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #5,3330 17 AVE SE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #6,4940 RICHMOND RD SW,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #8,2580 SOUTHLAND DR SW,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CALGARY CO-OP PHARMACY #9,2520 52 ST NE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CARSTAIRS FAMILY PHARMASAVE #387,120B 10 AVE S,CARSTAIRS,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CASTLEDOWNS ARP PHARMACY,122-15277 CASTLEDOWNS RD NW,EDMONTON,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CASTOR VALUE DRUG MART,5106 50 AVE,CASTOR,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CHESTERMERE REMEDY'S RX,106B-300 MERGANSER DR,CHESTERMERE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CLARESHOLM PHARMACY,4921 1 ST W,CLARESHOLM,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COALDALE PHARMASAVE,1910 20 AVE,COALDALE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COMMUNITY DRUG MART #2028,4-901 10 ST,COLD LAKE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CO-OP PHARMACY MILLWOODS TOWN CENTER,300-2331 66 STREET NW,EDMONTON,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CORNERSTONE CO-OP PHARMACY AT ST. PAUL,3-5017 42 ST,ST PAUL,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #1069,202-104 SOUTHBANK BLVD,OKOTOKS,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #1217,75 EAST HILLS BLVD SE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY #156,13650 50 ST NW,EDMONTON,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO PHARMACY 56,2853 32 ST NE,CALGARY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
COSTCO WHOLESALE PHARMACY #160,3200 MAYOR MAGRATH DR S,LETHBRIDGE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
CRESCENT DRUGS LTD.,10029 101 AVE,LAC LA BICHE,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DAYSLAND PHARMACY,5023 50 ST,DAYSLAND,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DIDSBURY PHARMASAVE #373,1918 20 ST,DIDSBURY,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
DOLAR DRUGS 2,13211 132 ST NW,EDMONTON,,Alberta,2021-03-13T05:00:00.000Z,https://web.archive.org/web/20210313190450/https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
