,location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
727,43.7416235-81.7086478Other/Independent,Pharma Plus,Goderich,Ontario,Yes,67 Kingston St,2022-08-22,43.7416235,-81.7086478,N7A3K3,N7A,Other/Independent
728,43.7416936-79.5843728Loblaw,Drug Store Pharmacy,Etobicoke,Ontario,Yes,1530 Albion Rd,2021-09-06,43.7416936,-79.5843728,M9V1B4,M9V,Loblaw
729,43.7424568-79.3108174Other/Independent,Nofrills,Scarborough,Ontario,Yes,1450 Lawrence Ave E,2022-07-12,43.7424568,-79.3108174,M4A2S8,M4A,Other/Independent
730,43.7435931-81.2501238Other/Independent,Brussels Pharmacy,Brussels,Ontario,Yes,453 Turnberry St,2021-06-10,43.7435931,-81.2501238,N0G1H0,N0G,Other/Independent
731,43.7470647-79.3849562Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,2528 Bayview Ave,2024-04-13,43.7470647,-79.3849562,M2L1A9,M2L,Shoppers Drug Mart
732,43.7472961-79.7430207Rexall,Rexall,Brampton,Ontario,Yes,2100 Bovaird Dr,2022-11-19,43.7472961,-79.7430207,L6R3J7,L6R,Rexall
733,43.7487442-79.2763879Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2251 Lawrence Ave E,2024-02-10,43.7487442,-79.2763879,M1P2P5,M1P,Shoppers Drug Mart
734,43.7490485-79.5603217Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,2550 Finch Ave W,2023-12-06,43.7490485,-79.5603217,M9M2G3,M9M,Shoppers Drug Mart
735,43.749359-81.704906Pharmasave,Pharmasave Michael's Pharmacy,Goderich,Ontario,Yes,181 Cambria Rd N,2022-09-25,43.749359,-81.704906,N7A2R2,N7A,Pharmasave
736,43.7496824-79.7265718Other/Independent,Brameast Pharmacy,Brampton,Ontario,Yes,2130 N Park Dr Unit 43-44,2021-06-01,43.7496824,-79.7265718,L6S0C9,L6S,Other/Independent
737,43.7508309-79.7393303Pharmasave,Pharmasave Bovaird Spingdale,Brampton,Ontario,Yes,2250 Bovaird Dr Unit 101 & 102,2022-09-13,43.7508309,-79.7393303,L6R0W3,L6R,Pharmasave
738,43.7517056-79.2615008Other/Independent,Lawrence Pharmacy,Scarborough,Ontario,Yes,2683 Lawrence Ave E,2022-02-20,43.7517056,-79.2615008,M1P2S2,M1P,Other/Independent
739,43.7524704-79.3140955Other/Independent,Cassandra Pharmacy,Toronto,Ontario,Yes,2040 Victoria Park Ave,2021-06-22,43.7524704,-79.3140955,M1R1V2,M1R,Other/Independent
740,43.752733-79.264041Other/Independent,FreshCo Pharmacy Lawrence/Midland,Scarborough,Ontario,Yes,2650 Lawrence Ave E,2021-11-27,43.752733,-79.264041,M1P2S1,M1P,Other/Independent
741,43.754517-79.359184Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,1859 Leslie St,2024-04-19,43.754517,-79.359184,M3B2M1,M3B,Shoppers Drug Mart
742,43.7546876-79.2446318Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,685 McCowan Rd,2024-02-06,43.7546876,-79.2446318,M1J1K2,M1J,Shoppers Drug Mart
743,43.7552315-80.6714667Other/Independent,Drayton Pharmacy,Drayton,Ontario,Yes,10 Wellington St N,2021-09-02,43.7552315,-80.6714667,N0G1P0,N0G,Other/Independent
744,43.7561964-79.5157784Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,3975 Jane St,2023-12-05,43.7561964,-79.5157784,M3N2K1,M3N,Shoppers Drug Mart
745,43.7562205-79.4395338Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,598 Sheppard Ave W,2023-11-28,43.7562205,-79.4395338,M3H2S1,M3H,Shoppers Drug Mart
746,43.7565486-79.8282651Pharmasave,Southfields Pharmasave Pharm,Caledon,Ontario,Yes,12531 Kennedy Rd,2024-07-31,43.7565486,-79.8282651,L7C3T6,L7C,Pharmasave
747,43.7566065-79.5894024Other/Independent,Shih Pharmacy,Rexdale,Ontario,Yes,2700 Kipling Ave Unit 9,2023-05-08,43.7566065,-79.5894024,M9V4P2,M9V,Other/Independent
748,43.7570595-79.3134587Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,85 Ellesmere Rd Unit 31,2024-02-14,43.7570595,-79.3134587,M1R4B7,M1R,Shoppers Drug Mart
749,43.7573939-79.7607531Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,10665 Bramalea Rd,2023-06-21,43.7573939,-79.7607531,L6R3P4,L6R,Shoppers Drug Mart
750,43.7575482-79.2304055Other/Independent,Nofrills,Scarborough,Ontario,Yes,3401 Lawrence Ave E,2022-07-13,43.7575482,-79.2304055,M1H1B2,M1H,Other/Independent
751,43.758913-79.3150402Other/Independent,Health Corner Pharmacy,Scarborough,Ontario,Yes,2167 Victoria Park Ave Unit 3,2021-12-28,43.758913,-79.3150402,M1R1V5,M1R,Other/Independent
752,43.7589862-79.5188033IDA,York Gate IDA Drugmart,North York,Ontario,Yes,1 York Gate Blvd,2025-02-07,43.7589862,-79.5188033,M3N3A1,M3N,IDA
753,43.7594111-79.2976102Costco,Costco Pharmacy,Scarborough,Ontario,Yes,1411 Warden Ave,2021-08-05,43.7594111,-79.2976102,M1R2S3,M1R,Costco
754,43.7595143-79.7285074Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,49 Mountainash Rd,2023-06-09,43.7595143,-79.7285074,L6R1W4,L6R,Shoppers Drug Mart
755,43.7597868-79.2270078Pharmasave,Pharmasave Cedarcourt Pharmacy,Scarborough,Ontario,Yes,3480 Lawrence Ave E,2022-09-14,43.7597868,-79.2270078,M1H1A9,M1H,Pharmasave
756,43.7601551-79.2253571Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,629 Markham Rd,2024-02-23,43.7601551,-79.2253571,M1H2A4,M1H,Shoppers Drug Mart
757,43.7602745-79.7299534Loblaw,Drugstore Pharmacy,Brampton,Ontario,Yes,55 Mountainash Rd,2021-09-17,43.7602745,-79.7299534,L6R1W4,L6R,Loblaw
758,43.7613561-79.4102084Rexall,Rexall,Toronto,Ontario,Yes,4789 Yonge St Unit 2,2023-03-05,43.7613561,-79.4102084,M2N0G3,M2N,Rexall
759,43.7625088-79.4105316Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,4841 Yonge St,2023-12-08,43.7625088,-79.4105316,M2N5X2,M2N,Shoppers Drug Mart
760,43.7639352-79.4875255Pharmasave,Pharmasave Keele and Finch Pharmacy,Toronto,Ontario,Yes,1275 Finch Ave W,2022-09-21,43.7639352,-79.4875255,M3J2G5,M3J,Pharmasave
761,43.7644571-79.4887924Other/Independent,Nor-Arm Pharmacy,Toronto,Ontario,Yes,1280 Finch Ave W Unit 107,2022-07-25,43.7644571,-79.4887924,M3J3K6,M3J,Other/Independent
762,43.7645963-79.3980702Rexall,Rexall,Willowdale,Ontario,Yes,288 Sheppard Ave E,2023-03-31,43.7645963,-79.3980702,M2N3B1,M2N,Rexall
763,43.7686186-79.413135Rexall,Rexall,North York,Ontario,Yes,5150 Yonge St,2023-01-22,43.7686186,-79.413135,M2N6L8,M2N,Rexall
764,43.7686389-79.1873671Rexall,Rexall,Scarborough,Ontario,Yes,4459 Kingston Rd,2023-02-19,43.7686389,-79.1873671,M1E2N7,M1E,Rexall
765,43.7687022-79.4123463Loblaw,Loblaws,Toronto,Ontario,Yes,5095 Yonge St E,2022-04-22,43.7687022,-79.4123463,M2M3V7,M2M,Loblaw
766,43.76875-79.387239Loblaw,Loblaws,Toronto,Ontario,Yes,2877 Bayview Ave,2022-04-25,43.76875,-79.387239,M2K2S3,M2K,Loblaw
767,43.7699397-79.1849207Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,255 Morningside Ave,2024-02-21,43.7699397,-79.1849207,M1E3E6,M1E,Shoppers Drug Mart
768,43.7701502-79.3748452Other/Independent,The Medicine Shoppe Pharmacy,Toronto,Ontario,Yes,794 Sheppard Ave E,2024-09-02,43.7701502,-79.3748452,M2K1C3,M2K,Other/Independent
769,43.7706293-79.6382803Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,55 New Huntington Rd,2021-07-09,43.7706293,-79.6382803,L4H0P5,L4H,Costco
770,43.7709283-80.0643303Rexall,Rexall,Erin,Ontario,Yes,123 Main St,2022-12-01,43.7709283,-80.0643303,N0B1T0,N0B,Rexall
771,43.7711798-79.7548095Other/Independent,Father Tobin Pharmacy,Brampton,Ontario,Yes,105 Father Tobin Rd,2021-11-02,43.7711798,-79.7548095,L6R0W9,L6R,Other/Independent
772,43.7714828-79.7785032Other/Independent,Pulse Pharmacy,Brampton,Ontario,Yes,11755 Bramalea Rd Unit 4,2022-10-13,43.7714828,-79.7785032,L6R3S9,L6R,Other/Independent
773,43.7716344-79.2092939Guardian,Orton Park Guardian Pharmacy,Scarborough,Ontario,Yes,136 Orton Park Rd,2022-08-03,43.7716344,-79.2092939,M1G3H1,M1G,Guardian
774,43.7719194-79.2840048Other/Independent,Kennedy Road Pharmacy,Scarborough,Ontario,Yes,2 Antrim Crescent Unit 4,2022-02-03,43.7719194,-79.2840048,M1P2N3,M1P,Other/Independent
775,43.7721385-79.5466855Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,587 Hanlan Rd,2021-08-10,43.7721385,-79.5466855,L4L4R8,L4L,Costco
776,43.7723278-79.6620749IDA,Gore Pharmacy IDA,Brampton,Ontario,Yes,4515 Ebenezer Rd Suite 110,2021-12-12,43.7723278,-79.6620749,L6P2K7,L6P,IDA
777,43.7726783-79.2510177Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1235 McCowan Rd,2024-02-19,43.7726783,-79.2510177,M1H3K3,M1H,Shoppers Drug Mart
778,43.7727921-79.3210997Other/Independent,Victoria Commons Pharmacy,Scarborough,Ontario,Yes,2555 Victoria Park Ave Unit 6,2024-09-26,43.7727921,-79.3210997,M1T1A3,M1T,Other/Independent
779,43.7728886-79.7790614Walmart,Wal-Mart Pharmacy,Brampton,Ontario,Yes,5085 Mayfield Rd,2024-10-09,43.7728886,-79.7790614,L6R3S9,L6R,Walmart
780,43.7742707-79.4931323Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4700 Keele St,2024-04-06,43.7742707,-79.4931323,M3J1P3,M3J,Shoppers Drug Mart
781,43.7749632-79.6125553Other/Independent,Alpha Woodbridge Pharmacy,Woodbridge,Ontario,Yes,5731 Hwy 7,2021-04-23,43.7749632,-79.6125553,L4L4Y9,L4L,Other/Independent
782,43.7750524-79.3223314Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2901 Sheppard Ave E,2024-02-12,43.7750524,-79.3223314,M1T3J3,M1T,Shoppers Drug Mart
783,43.7754702-79.2305767Rexall,Rexall,Scarborough,Ontario,Yes,1127 Markham Rd,2023-02-18,43.7754702,-79.2305767,M1H2Y5,M1H,Rexall
784,43.7757281-79.2574487Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,300 Borough Dr,2024-02-11,43.7757281,-79.2574487,M1P4P5,M1P,Shoppers Drug Mart
785,43.7757281-79.2574487Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,300 Borough Dr,2024-11-28,43.7757281,-79.2574487,M1P4P5,M1P,Walmart
786,43.776116-79.6112831Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5694 Hwy 7,2024-06-23,43.776116,-79.6112831,L4L1T8,L4L,Shoppers Drug Mart
787,43.7774281-79.4155611Other/Independent,Dynasty Pharmacy,North York,Ontario,Yes,5460 Yonge St Unit 106,2021-10-15,43.7774281,-79.4155611,M2N6K7,M2N,Other/Independent
788,43.7779901-79.3440914Shoppers Drug Mart,Shoppers Drug Mart,Willowdale,Ontario,Yes,1800 Sheppard Ave E,2024-06-06,43.7779901,-79.3440914,M2J5A7,M2J,Shoppers Drug Mart
789,43.7787466-79.7433269Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,10970 Airport Rd,2023-06-13,43.7787466,-79.7433269,L6R0E1,L6R,Shoppers Drug Mart
790,43.7792498-79.3645956Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4865 Leslie St,2024-03-20,43.7792498,-79.3645956,M2J2K8,M2J,Shoppers Drug Mart
791,43.7804383-79.2982782Rexall,Rexall,Scarborough,Ontario,Yes,3607 Sheppard Ave E,2023-02-17,43.7804383,-79.2982782,M1T3K8,M1T,Rexall
792,43.7805326-79.2060768Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2863 Ellesmere Rd,2024-02-05,43.7805326,-79.2060768,M1E5E9,M1E,Shoppers Drug Mart
793,43.7838397-79.6593835Other/Independent,Brampton Community Pharmacy,Brampton,Ontario,Yes,3975 Cottrelle Blvd Unit 12,2021-06-02,43.7838397,-79.6593835,L6P2P9,L6P,Other/Independent
794,43.7838577-79.2893272Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2330 Kennedy Rd,2024-02-17,43.7838577,-79.2893272,M1T3H1,M1T,Shoppers Drug Mart
795,43.7841871-79.2921506Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,3850 Sheppard Ave E,2024-11-30,43.7841871,-79.2921506,M1T3L4,M1T,Walmart
796,43.7847274-79.6622269Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,3938 Cottrelle Blvd,2023-06-16,43.7847274,-79.6622269,L6P2R1,L6P,Shoppers Drug Mart
797,43.7847425-79.4716943Loblaw,Loblaw Pharmacy,Toronto,Ontario,Yes,51 Gerry Fitzgerald Dr,2022-04-13,43.7847425,-79.4716943,M3J3N4,M3J,Loblaw
798,43.784822-79.4463913Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,5998 Bathurst St,2023-12-03,43.784822,-79.4463913,M2R1Z1,M2R,Shoppers Drug Mart
799,43.7850608-79.3100251Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2355 Warden Ave,2024-02-08,43.7850608,-79.3100251,M1T1V7,M1T,Shoppers Drug Mart
800,43.7855394-79.6596981Other/Independent,Freshco,Brampton,Ontario,Yes,3998 Cottrelle Blvd,2021-11-20,43.7855394,-79.6596981,L6P2R1,L6P,Other/Independent
801,43.7857104-79.5902287IDA,Medbrands IDA Pharmacy,Woodbridge,Ontario,Yes,53 Woodbridge Ave Unit 1,2022-05-20,43.7857104,-79.5902287,L4L9K9,L4L,IDA
802,43.78574-79.5417277Costco,Costco Pharmacy,Woodbridge,Ontario,Yes,71 Colossus Dr,2021-08-11,43.78574,-79.5417277,L4L9J8,L4L,Costco
803,43.786069-79.624858Walmart,Walmart,Woodbridge,Ontario,Yes,8300 Hwy 27,2025-01-01,43.786069,-79.624858,L4H0R9,L4H,Walmart
804,43.7870769-79.7535931Pharmasave,Lacoste Pharmacy Pharmasave,Brampton,Ontario,Yes,60 Lacoste Blvd Unit 104,2022-02-14,43.7870769,-79.7535931,L6P2K2,L6P,Pharmasave
805,43.7875719-79.5570386Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,4000 Hwy 7,2024-06-24,43.7875719,-79.5570386,L4L1A6,L4L,Shoppers Drug Mart
806,43.7890134-79.1397278Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,265 Port Union Rd,2024-02-15,43.7890134,-79.1397278,M1C2L3,M1C,Shoppers Drug Mart
807,43.7915276-79.4443473Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,6205 Bathurst St,2023-12-02,43.7915276,-79.4443473,M2R2A5,M2R,Shoppers Drug Mart
808,43.7916316-79.5538902Other/Independent,Drug Smart Pharmacy,Woodbridge,Ontario,Yes,200 Windflower Gate Unit 700,2021-09-03,43.7916316,-79.5538902,L4L9L3,L4L,Other/Independent
809,43.79257-79.2391289Other/Independent,Markham Corners Pharmacy,Scarborough,Ontario,Yes,5113 Sheppard Ave E,2022-05-12,43.79257,-79.2391289,M1S4N8,M1S,Other/Independent
810,43.7929543-79.4177874Other/Independent,Aria Pharmacy,North York,Ontario,Yes,11 Newton Dr,2021-04-30,43.7929543,-79.4177874,M2M2M6,M2M,Other/Independent
811,43.7929882-79.4475336Other/Independent,FreshCo Pharmacy #7265,Thornhill,Ontario,Yes,800 Steeles Ave W,2021-11-25,43.7929882,-79.4475336,L4J7L2,L4J,Other/Independent
812,43.7943595-79.3294453Other/Independent,Village Square Pharmacy,Scarborough,Ontario,Yes,2942 Finch Ave E,2024-09-30,43.7943595,-79.3294453,M1W2T4,M1W,Other/Independent
813,43.794392-79.3534204Rexall,Rexall,Willowdale,Ontario,Yes,3555 Don Mills Rd,2023-03-30,43.794392,-79.3534204,M2H3N3,M2H,Rexall
814,43.7947029-79.4216736Other/Independent,Nofrills,North York,Ontario,Yes,6220 Yonge St,2022-07-11,43.7947029,-79.4216736,M2M3X4,M2M,Other/Independent
815,43.7948226-79.2405334Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1780 Markham Rd,2024-02-22,43.7948226,-79.2405334,M1B2W2,M1B,Shoppers Drug Mart
816,43.7957493-79.2261707Other/Independent,Lapsley Pharmacy,Toronto,Ontario,Yes,27 Lapsley Rd,2022-02-18,43.7957493,-79.2261707,M1B1K1,M1B,Other/Independent
817,43.7962159-79.4222559Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,6428 Yonge St,2023-12-01,43.7962159,-79.4222559,M2M3X4,M2M,Shoppers Drug Mart
818,43.7971562-79.1510611Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,91 Rylander Blvd Unit 1022,2024-02-20,43.7971562,-79.1510611,M1B5M5,M1B,Shoppers Drug Mart
819,43.7976384-79.2017578Walmart,Walmart,Scarborough,Ontario,Yes,799 Milner Ave,2024-12-31,43.7976384,-79.2017578,M1B3C3,M1B,Walmart
820,43.7976898-79.5370372Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,670 Applewood Crescent,2024-12-21,43.7976898,-79.5370372,L4K0L4,L4K,Walmart
821,43.7982135-79.1412713Loblaw,Drugstore Pharmacy,Scarborough,Ontario,Yes,70 Island Rd,2021-10-03,43.7982135,-79.1412713,M1C2P5,M1C,Loblaw
822,43.7984704-79.1481948Pharmasave,Rylander Pharmasave,Toronto,Ontario,Yes,6758 Kingston Rd Unit 8,2023-04-26,43.7984704,-79.1481948,M1B1G8,M1B,Pharmasave
823,43.7986111-79.3180556Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2900 Warden Ave,2024-02-07,43.7986111,-79.3180556,M1W2S8,M1W,Shoppers Drug Mart
824,43.7990508-79.420471Other/Independent,Galleria Pharmacy,Thornhill,Ontario,Yes,7040 Yonge St Unit E1,2021-12-01,43.7990508,-79.420471,L4J1V7,L4J,Other/Independent
825,43.8013095-79.1984082Other/Independent,People's Choice Remedy's Rx,Scarborough,Ontario,Yes,1145 Morningside Ave Unit 16,2022-08-15,43.8013095,-79.1984082,M1B0A7,M1B,Other/Independent
826,43.802426-79.2938831Rexall,Rexall,Scarborough,Ontario,Yes,4040 Finch Ave E,2023-02-16,43.802426,-79.2938831,M1S4V5,M1S,Rexall
827,43.804427-79.4385667Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,441 Clark Ave W,2024-03-12,43.804427,-79.4385667,L4J6W8,L4J,Shoppers Drug Mart
828,43.8046408-79.3846555Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,1515 Steeles Ave E,2024-03-19,43.8046408,-79.3846555,M2M3Y7,M2M,Shoppers Drug Mart
829,43.8061875-79.4221179Other/Independent,Enhanced Care Phcy Thornhill,Thornhill,Ontario,Yes,7335 Yonge St,2021-10-20,43.8061875,-79.4221179,L3T2B2,L3T,Other/Independent
830,43.807725-79.452203Rexall,Rexall,Thornhill,Ontario,Yes,1 Promenade Circle Unit 183,2023-02-23,43.807725,-79.452203,L4J4P8,L4J,Rexall
831,43.8084303-79.2196494Other/Independent,Medical Pharmacy,Scarborough,Ontario,Yes,1333 Neilson Rd Unit 110,2022-05-23,43.8084303,-79.2196494,M1B4Y9,M1B,Other/Independent
832,43.8092547-79.2696046Other/Independent,Food Basics Pharmacy,Scarborough,Ontario,Yes,1571 Sandhurst Circle,2021-11-15,43.8092547,-79.2696046,M1V1V2,M1V,Other/Independent
833,43.8092547-79.2696046Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1571 Sandhurst Circle,2024-02-18,43.8092547,-79.2696046,M1V1V2,M1V,Shoppers Drug Mart
834,43.8093399-79.2229982Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,1400 Neilson Rd,2024-02-09,43.8093399,-79.2229982,M1B0C2,M1B,Shoppers Drug Mart
835,43.8116505-79.4510506Walmart,Wal-Mart Pharmacy,Thornhill,Ontario,Yes,700 Centre St,2024-12-11,43.8116505,-79.4510506,L4J0A7,L4J,Walmart
836,43.8123008-79.359932Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,2900 Steeles Ave E Unit 8,2024-03-11,43.8123008,-79.359932,L3T4X1,L3T,Shoppers Drug Mart
837,43.8133323-79.398554IDA,Bayview IDA Pharmacy,Thornhill,Ontario,Yes,7355 Bayview Ave,2021-05-12,43.8133323,-79.398554,L3T5Z2,L3T,IDA
838,43.8143246-79.606517Guardian,Rutherford Guardian Drugs,Woodbridge,Ontario,Yes,5283 Rutherford Rd Unit 2,2023-04-22,43.8143246,-79.606517,L4H2T2,L4H,Guardian
839,43.8158977-79.4520688Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,8000 Bathurst St,2024-03-14,43.8158977,-79.4520688,L4J0B8,L4J,Shoppers Drug Mart
840,43.8173234-79.602129Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5100 Rutherford Rd,2024-06-26,43.8173234,-79.602129,L4H2J2,L4H,Shoppers Drug Mart
841,43.818044-79.1185127Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,650 Kingston Rd,2024-01-25,43.818044,-79.1185127,L1V3N7,L1V,Shoppers Drug Mart
842,43.8198026-79.3982022Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,298 John St,2024-03-13,43.8198026,-79.3982022,L3T6M8,L3T,Shoppers Drug Mart
843,43.8212597-79.5555807Other/Independent,Weston Downs Pharmacy,Woodbridge,Ontario,Yes,9000 Won Rd Unit 9,2025-01-24,43.8212597,-79.5555807,L4L1A6,L4L,Other/Independent
844,43.8216551-79.3268171Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,7060 Warden Ave,2023-10-11,43.8216551,-79.3268171,L3R5Y2,L3R,Shoppers Drug Mart
845,43.8220295-79.112337Other/Independent,Durham Drug Store,Pickering,Ontario,Yes,780 Kingston Rd,2021-10-13,43.8220295,-79.112337,L1V0C5,L1V,Other/Independent
846,43.8229959-79.2485509Pharmasave,Health Check Pharmacy Pharmasave,Scarborough,Ontario,Yes,2826A Markham Rd,2021-12-27,43.8229959,-79.2485509,M1X1E6,M1X,Pharmasave
847,43.8237774-79.4241465Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,10 Royal Orchard Blvd,2024-03-10,43.8237774,-79.4241465,L3T3C3,L3T,Shoppers Drug Mart
848,43.8238401-79.2988429Other/Independent,Nofrills,Scarborough,Ontario,Yes,681 Silver Star Blvd,2022-07-14,43.8238401,-79.2988429,M1V5N1,M1V,Other/Independent
849,43.8245364-79.6098518Other/Independent,Prima Care Pharmacy,Woodbridge,Ontario,Yes,9600 Islington Ave Unit 9,2022-10-07,43.8245364,-79.6098518,L4H2T1,L4H,Other/Independent
850,43.8262506-79.5344382Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,1 Bass Pro Mills Dr Unit 341,2024-05-20,43.8262506,-79.5344382,L4K5W4,L4K,Shoppers Drug Mart
851,43.8265621-79.5570154Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,9200 Won Rd Building C,2024-06-25,43.8265621,-79.5570154,L4H2P8,L4H,Shoppers Drug Mart
852,43.8265924-79.5553829Rexall,Rexall,Woodbridge,Ontario,Yes,3900 Rutherford Rd,2023-04-03,43.8265924,-79.5553829,L4H3G8,L4H,Rexall
853,43.828193-79.549166Other/Independent,Venice Pharmacy,Vaughan,Ontario,Yes,3530 Rutherford Rd Unit 76,2024-09-25,43.828193,-79.549166,L4H3T8,L4H,Other/Independent
854,43.8288152-79.4782983Guardian,Summeridge Guardian Pharmacy,Vaughan,Ontario,Yes,8707 Dufferin St Building D Unit 11-12A,2024-08-12,43.8288152,-79.4782983,L4J0A2,L4J,Guardian
855,43.8292716-79.5351408Guardian,Tuscany Guardian Pharmacy,Vaughan,Ontario,Yes,9100 Jane St Unit 16,2024-09-18,43.8292716,-79.5351408,L4K0A4,L4K,Guardian
856,43.8301982-79.1220416Rexall,Rexall,Pickering,Ontario,Yes,1822 Whites Rd Unit 28,2023-02-09,43.8301982,-79.1220416,L1V4M1,L1V,Rexall
857,43.8303255-79.0777013Guardian,Phaily Guardian Pharmacy,Pickering,Ontario,Yes,1477 Bayly St Unit 9A,2022-08-20,43.8303255,-79.0777013,L1W3R5,L1W,Guardian
858,43.8303767-79.0965531Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,1105 Kingston Rd,2024-01-24,43.8303767,-79.0965531,L1V1B5,L1V,Shoppers Drug Mart
859,43.8305126-79.2799514Other/Independent,Hillcroft Pharmacy,Markham,Ontario,Yes,5 Hillcroft Dr Unit 7,2022-01-06,43.8305126,-79.2799514,L3S1R7,L3S,Other/Independent
860,43.8305725-80.5355541IDA,Walsh's IDA Pharmacy,Arthur,Ontario,Yes,200 George St,2025-01-03,43.8305725,-80.5355541,N0G1A0,N0G,IDA
861,43.831494-79.016383Rexall,Rexall,Ajax,Ontario,Yes,955 Wney Rd S Unit 7,2022-11-06,43.831494,-79.016383,L1S3K7,L1S,Rexall
862,43.8318539-79.4054078Other/Independent,Dales Pharmacy,Thornhill,Ontario,Yes,8200 Bayview Ave,2021-08-23,43.8318539,-79.4054078,L3T2S2,L3T,Other/Independent
863,43.8323974-79.09116Loblaw,Loblaw Pharmacy,Pickering,Ontario,Yes,1792 Liverpool Rd,2022-04-03,43.8323974,-79.09116,L1V1V9,L1V,Loblaw
864,43.833114-79.265375Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,5671 Steeles Ave E,2024-02-16,43.833114,-79.265375,M1V5P6,M1V,Shoppers Drug Mart
865,43.8333939-79.2553806Walmart,Wal-Mart Pharmacy,Scarborough,Ontario,Yes,5995 Steeles Ave E,2024-11-29,43.8333939,-79.2553806,M1V5P6,M1V,Walmart
866,43.8336662-79.3074718Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,1661 Denison St Unit T13,2023-10-07,43.8336662,-79.3074718,L3R6E4,L3R,Shoppers Drug Mart
867,43.8342841-80.8504498Other/Independent,The Prescription Shoppe,Palmerston,Ontario,Yes,261 Main St W,2024-09-04,43.8342841,-80.8504498,N0G2P0,N0G,Other/Independent
868,43.8361864-79.0860415Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,1355 Kingston Rd,2024-01-23,43.8361864,-79.0860415,L1V1B8,L1V,Shoppers Drug Mart
