location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
48.4461325-123.3358263Shoppers Drug Mart,Shoppers Drug Mart #0226,Victoria,British Columbia,Yes,Suite 126 - 1644 Hillside Ave,2021-04-11,48.4461325,-123.3358263,V8T2C5,V8T,Shoppers Drug Mart
48.4468575-89.2501186Shoppers Drug Mart,Shoppers Drug Mart,Thunder Bay,Ontario,Yes,901 Red River Rd,2024-03-15,48.4468575,-89.2501186,P7B1K3,P7B,Shoppers Drug Mart
48.4468789-123.4872771Other/Independent,St. Anthony's Clinic Pharmacy #2,Victoria,British Columbia,Yes,#109 - 582 Goldstream Ave,2021-04-11,48.4468789,-123.4872771,V9B2W7,V9B,Other/Independent
48.4478834-123.4282586Pharmasave,Pharmasave #285,Victoria,British Columbia,Yes,101 - 1497 Admirals Rd,2021-04-11,48.4478834,-123.4282586,V9A2P8,V9A,Pharmasave
48.4487226-123.3981653Shoppers Drug Mart,Shoppers Drug Mart #0257,Victoria,British Columbia,Yes,2947 Tillicum Rd,2021-04-11,48.4487226,-123.3981653,V9A2A6,V9A,Shoppers Drug Mart
48.4494465-123.4264888Rexall,Rexall #7103,Victoria,British Columbia,Yes,1511 Admirals Rd,2021-04-11,48.4494465,-123.4264888,V9A2P8,V9A,Rexall
48.4498863-123.5066332Other/Independent,Medicine Shoppe #415,Victoria,British Columbia,Yes,Unit 104 - 2806 Jacklin Rd,2021-04-11,48.4498863,-123.5066332,V9B5A4,V9B,Other/Independent
48.4508401-123.4244822Rexall,Rexall Drug Store #7139,Victoria,British Columbia,Yes,102 - 1880 Island Hwy,2021-04-11,48.4508401,-123.4244822,V9B1J2,V9B,Rexall
48.4512623-89.2553546Other/Independent,Dawson Heights Pharmacy,Thunder Bay,Ontario,Yes,109 Regina Ave,2021-08-24,48.4512623,-89.2553546,P7B5B4,P7B,Other/Independent
48.4523089-123.3758098Rexall,Rexall Victoria LTC,Victoria,British Columbia,Yes,Unit B - 3388 Douglas St,2021-04-11,48.4523089,-123.3758098,V8Z3L3,V8Z,Rexall
48.4549318-123.3738167Shoppers Drug Mart,Shoppers Drug Mart #0233,Victoria,British Columbia,Yes,3511 Blanshard St,2021-04-11,48.4549318,-123.3738167,V8Z0B9,V8Z,Shoppers Drug Mart
48.4551733-123.3743846Walmart,Wal-Mart Pharmacy #3109,Victoria,British Columbia,Yes,3460 Saanich Rd,2021-04-11,48.4551733,-123.3743846,V8Z0B9,V8Z,Walmart
48.4582352-123.5028042Costco,Costco Pharmacy #256,Victoria,British Columbia,Yes,799 McCallum Rd,2021-04-11,48.4582352,-123.5028042,V9B6A2,V9B,Costco
48.4597246-123.3320572IDA,Heart Pharmacy IDA At Shelbourne Plaza,Victoria,British Columbia,Yes,3643 Shelbourne St,2021-04-11,48.4597246,-123.3320572,V8P4H1,V8P,IDA
48.4607054-123.4959532Pharmasave,Pharmasave #284,Victoria,British Columbia,Yes,2401F Millstream Rd,2021-04-11,48.4607054,-123.4959532,V9B3R5,V9B,Pharmasave
48.4608551-123.2970165IDA,Heart Pharmacy IDA At Cadboro Bay Village,Victoria,British Columbia,Yes,#302 - 3825 Cadboro Bay Rd,2021-04-11,48.4608551,-123.2970165,V8N4G1,V8N,IDA
48.4681684-123.3339788Rexall,Rexall #7133,Victoria,British Columbia,Yes,Suite 210 - 1595 McKenzie Ave,2021-04-11,48.4681684,-123.3339788,V8N1A4,V8N,Rexall
48.4692165-123.3304746Rexall,Rexall #7126,Victoria,British Columbia,Yes,103 - 1646 McKenzie Ave,2021-04-11,48.4692165,-123.3304746,V8N0A3,V8N,Rexall
48.475925-81.3157104Shoppers Drug Mart,Shoppers Drug Mart,Timmins,Ontario,Yes,681 Algonquin Blvd E Unit 5,2024-03-17,48.475925,-81.3157104,P4N8S6,P4N,Shoppers Drug Mart
48.4765217-123.3324997Other/Independent,Medicine Shoppe #255,Victoria,British Columbia,Yes,#4 - 4071 Shelbourne St,2021-04-11,48.4765217,-123.3324997,V8N5Y1,V8N,Other/Independent
48.4920008-123.3880216Shoppers Drug Mart,Shoppers Drug Mart #0269,Victoria,British Columbia,Yes,#100 - 4440 W Saanich Rd,2021-04-11,48.4920008,-123.3880216,V8Z3E9,V8Z,Shoppers Drug Mart
48.4976616-123.3799759Pharmasave,Pharmasave #232,Victoria,British Columbia,Yes,#310 - 777 Royal Oak Dr,2021-04-11,48.4976616,-123.3799759,V8X4V1,V8X,Pharmasave
48.6102783-93.3989687Pharmasave,Pharmasave Fort Frances,Fort Frances,Ontario,Yes,140 Scott St,2022-09-20,48.6102783,-93.3989687,P9A1G6,P9A,Pharmasave
49.0221477-122.2669654Costco,Costco Pharmacy #163,Abbotsford,British Columbia,Yes,1127 Sumas Way,2021-04-11,49.0221477,-122.2669654,V2S8H2,V2S,Costco
49.0224257-123.0693517Other/Independent,Tsawwassen Pharmacy,Delta,British Columbia,Yes,Suite 104 - 1077 - 56th St,2021-04-11,49.0224257,-123.0693517,V4L2A2,V4L,Other/Independent
49.0231621-123.0701933Other/Independent,Save-on-Foods Pharmacy #943 - Tsawwassen,Delta,British Columbia,Yes,1143 56th St,2021-04-11,49.0231621,-123.0701933,V4L2A2,V4L,Other/Independent
49.0253308-123.0697743Shoppers Drug Mart,Shoppers Drug Mart #0211,Delta,British Columbia,Yes,1215C - 56th St,2021-04-11,49.0253308,-123.0697743,V4L2A6,V4L,Shoppers Drug Mart
49.0276909-123.0699965Other/Independent,The Medicine Shoppe Pharmacy #367,Delta,British Columbia,Yes,#4 - 1363 56th St,2021-04-11,49.0276909,-123.0699965,V4L2P7,V4L,Other/Independent
49.0281779-122.7994156Other/Independent,White Rock Pharmacy,White Rock,British Columbia,Yes,Unit 102-1440 George St,2021-04-11,49.0281779,-122.7994156,V4B4A3,V4B,Other/Independent
49.0286503-122.8014739Rexall,Rexall #7171,White Rock,British Columbia,Yes,1463 Johnston Rd,2021-04-11,49.0286503,-122.8014739,V4B3Z4,V4B,Rexall
49.029517-122.7945308Rexall,Rexall #7170,White Rock,British Columbia,Yes,#102 - 15451 Russell Ave,2021-04-11,49.029517,-122.7945308,V4B2R5,V4B,Rexall
49.030027-122.801588Other/Independent,Family Care Pharmacy #3,White Rock,British Columbia,Yes,1539 Johnston Rd,2021-04-11,49.030027,-122.801588,V4B3Z6,V4B,Other/Independent
49.030864-122.2932596Other/Independent,Beyond Pharmacy 2,Abbotsford,British Columbia,Yes,#150 - 1575 McCallum Rd,2021-04-11,49.030864,-122.2932596,V2S0K2,V2S,Other/Independent
49.030951-122.7993496Other/Independent,Better Me Pharmacy,White Rock,British Columbia,Yes,1570 George St,2021-04-11,49.030951,-122.7993496,V4B4A5,V4B,Other/Independent
49.0312861-122.7988409Rexall,Rexall #7167,Surrey,British Columbia,Yes,107 - 15331 16 Ave,2021-04-11,49.0312861,-122.7988409,V4A1R6,V4A,Rexall
49.0314879-122.8465509Pharmasave,Pharmasave #021,Surrey,British Columbia,Yes,105 - 13585 16th Ave,2021-04-11,49.0314879,-122.8465509,V4A1P6,V4A,Pharmasave
49.03157-122.8041326Shoppers Drug Mart,Shoppers Drug Mart #0273,Surrey,British Columbia,Yes,15105 16 Ave,2021-04-11,49.03157,-122.8041326,V4A6G3,V4A,Shoppers Drug Mart
49.0319002-122.8659121Rexall,Rexall #7169,Surrey,British Columbia,Yes,12851 16th Ave,2021-04-11,49.0319002,-122.8659121,V4A1N5,V4A,Rexall
49.0324594-122.8008795Pharmasave,Pharmasave Health Centre #1000,Surrey,British Columbia,Yes,#101 - 1688 152 St,2021-04-11,49.0324594,-122.8008795,V4A4N2,V4A,Pharmasave
49.032526-122.801689Other/Independent,Save-on-Foods Pharmacy #2235 - White Rock,White Rock,British Columbia,Yes,1641 - 152nd St,2021-04-11,49.032526,-122.801689,V4A4N3,V4A,Other/Independent
49.0348324-122.2702566Walmart,Wal-Mart Pharmacy #3019,Abbotsford,British Columbia,Yes,1812 Vedder Way,2021-04-11,49.0348324,-122.2702566,V2S8K1,V2S,Walmart
49.0364466-122.2299961Other/Independent,Otter Co-Op Pharmacy (Parallel),Abbotsford,British Columbia,Yes,#100 - 1888 N Parallel Rd,2021-04-11,49.0364466,-122.2299961,V3G2C6,V3G,Other/Independent
49.0377776-122.2937806Other/Independent,Newgen Pharmachoice,Abbotsford,British Columbia,Yes,#100 - 1945 McCallum Rd,2021-04-11,49.0377776,-122.2937806,V2S3N2,V2S,Other/Independent
49.0404844-122.3153202Other/Independent,Wellness Pharmacy #9,Abbotsford,British Columbia,Yes,102 & 103 2180 Gladwin Rd,2021-04-11,49.0404844,-122.3153202,V2S0H4,V2S,Other/Independent
49.0409989-122.2693749Other/Independent,Save-On-Foods Pharmacy #904 - Abbotsford,Abbotsford,British Columbia,Yes,2140 Sumas Way,2021-04-11,49.0409989,-122.2693749,V2S2C7,V2S,Other/Independent
49.0410821-122.2943736Other/Independent,Medical Tower Drugs Ltd.,Abbotsford,British Columbia,Yes,Suite 6 - 2151 McCallum Rd,2021-04-11,49.0410821,-122.2943736,V2S3N8,V2S,Other/Independent
49.0432925-122.7757646Loblaw,Loblaw Pharmacy #1551,Surrey,British Columbia,Yes,2332 160 St,2021-04-11,49.0432925,-122.7757646,V3Z9N6,V3Z,Loblaw
49.0440176-122.2219849Shoppers Drug Mart,Shoppers Drug Mart #2288,Abbotsford,British Columbia,Yes,2332 Whatcom Rd,2021-04-11,49.0440176,-122.2219849,V3G0C1,V3G,Shoppers Drug Mart
49.0445357-122.7778507Shoppers Drug Mart,Shoppers Drug Mart #2263,Surrey,British Columbia,Yes,#105 - 16050 24th Ave,2021-04-11,49.0445357,-122.7778507,V3Z0R5,V3Z,Shoppers Drug Mart
49.044939-122.3372962Pharmasave,Pharmasave Health Centre #1011,Abbotsford,British Columbia,Yes,#101-2359 Clearbrook Rd,2021-04-11,49.044939,-122.3372962,V2T2X6,V2T,Pharmasave
49.0449736-122.7944661Other/Independent,Sunnyside Evergreen Pharmacy,Surrey,British Columbia,Yes,2397 King George Blvd,2021-04-11,49.0449736,-122.7944661,V4A5A4,V4A,Other/Independent
49.0452422-122.2225973Other/Independent,Save-On-Foods Pharmacy #981 - Whatcom,Abbotsford,British Columbia,Yes,2388 Whatcom Rd,2021-04-11,49.0452422,-122.2225973,V3G0C1,V3G,Other/Independent
49.0453536-122.7964161Other/Independent,Pure Integrative Pharmacy #1,Surrey,British Columbia,Yes,#111 - 15388 24th Ave,2021-04-11,49.0453536,-122.7964161,V4A2J2,V4A,Other/Independent
49.0464357-122.7976031Other/Independent,Safeway Pharmacy #4914,Surrey,British Columbia,Yes,#700 15355 - 24th Ave,2021-04-11,49.0464357,-122.7976031,V4A2H9,V4A,Other/Independent
49.0470448-122.7787802Pharmasave,Pharmasave Health Centre #099,Surrey,British Columbia,Yes,#10-2448 160th St,2021-04-11,49.0470448,-122.7787802,V3Z0C8,V3Z,Pharmasave
49.04723-122.293929Other/Independent,McCallum Pharmacy,Abbotsford,British Columbia,Yes,2481B McCallum Rd,2021-04-11,49.04723,-122.293929,V2S3P8,V2S,Other/Independent
49.0477969-122.3328301Other/Independent,Hillcrest Pharmacy,Abbotsford,British Columbia,Yes,#100 - 32156 Hillcrest Ave,2021-04-11,49.0477969,-122.3328301,V2T1S5,V2T,Other/Independent
49.0480366-122.7827236Other/Independent,London Drugs #81,Surrey,British Columbia,Yes,#130 - 15850 26 Aveue,2021-04-11,49.0480366,-122.7827236,V3S2N6,V3S,Other/Independent
49.0498924-122.3614437Shoppers Drug Mart,Shoppers Drug Mart #2241,Abbotsford,British Columbia,Yes,Unit 1 - 2871 Livingstone Ave,2021-04-11,49.0498924,-122.3614437,V2T0E2,V2T,Shoppers Drug Mart
49.0498998-122.3127528Shoppers Drug Mart,Shoppers Drug Mart #0205,Abbotsford,British Columbia,Yes,Suite 143 - 32900 S Fraser Way,2021-04-11,49.0498998,-122.3127528,V2S5A1,V2S,Shoppers Drug Mart
49.0499505-122.3208453Other/Independent,Save-on-Foods Pharmacy #2208 - Clearbrook,Abbotsford,British Columbia,Yes,Suite 300 - 32700 S Fraser Way,2021-04-11,49.0499505,-122.3208453,V2T4M5,V2T,Other/Independent
49.0501471-122.3356645Other/Independent,Clearbrook Pharmacy,Abbotsford,British Columbia,Yes,Suite 1 - 2629 Cedar Park Place,2021-04-11,49.0501471,-122.3356645,V2T3S4,V2T,Other/Independent
49.0504422-122.3187465Other/Independent,London Drugs #16-Clearbrook,Abbotsford,British Columbia,Yes,#26-32700 S Fraser Way,2021-04-11,49.0504422,-122.3187465,V2T4M5,V2T,Other/Independent
49.0505058-122.3385208Other/Independent,Plaza Pharmacy,Abbotsford,British Columbia,Yes,#174 - 2655 Clearbrook Rd,2021-04-11,49.0505058,-122.3385208,V2T2Y6,V2T,Other/Independent
49.0517824-122.3154611Other/Independent,Pharmacy #24,Abbotsford,British Columbia,Yes,#108 - 2777 Gladwin Rd,2021-04-11,49.0517824,-122.3154611,V2T4V1,V2T,Other/Independent
49.0521017-122.3204674Other/Independent,Garden Park Pharmacy No.2,Abbotsford,British Columbia,Yes,103 - 32625 S Fraser Way,2021-04-11,49.0521017,-122.3204674,V2T1X8,V2T,Other/Independent
49.0523139-122.3193715Loblaw,Pharmacity Drugstore #2,Abbotsford,British Columbia,Yes,102 - 2752 Allwood St,2021-04-11,49.0523139,-122.3193715,V2T3R7,V2T,Loblaw
49.0527445-122.3253003Other/Independent,Winmed Pharmacy,Abbotsford,British Columbia,Yes,104 - 32450 Simon Ave,2021-04-11,49.0527445,-122.3253003,V2T4J2,V2T,Other/Independent
49.0539654-122.3246327Other/Independent,Abby Pharmacy,Abbotsford,British Columbia,Yes,#100 - 2845 Cruickshank St,2021-04-11,49.0539654,-122.3246327,V2T6X1,V2T,Other/Independent
49.0545139-122.3150999Loblaw,Loblaw Pharmacy #1558,Abbotsford,British Columbia,Yes,2855 Gladwin Rd,2021-04-11,49.0545139,-122.3150999,V2T6Y4,V2T,Loblaw
49.0556943-122.3161622Other/Independent,Gladwin Pharmacy,Abbotsford,British Columbia,Yes,#104 2955 Gladwin Rd,2021-04-11,49.0556943,-122.3161622,V2T5T4,V2T,Other/Independent
49.0567756-122.4608829Sobeys,FreshCo Pharmacy #4265,Aldergrove,British Columbia,Yes,27566 Fraser Hwy,2021-04-11,49.0567756,-122.4608829,V4W3N5,V4W,Sobeys
49.0569594-122.2732303Pharmasave,Pharmasave Health Centre #086,Abbotsford,British Columbia,Yes,#520 - 3033 Immel St,2021-04-11,49.0569594,-122.2732303,V2S6S2,V2S,Pharmasave
49.0583988-122.4734585Other/Independent,Aldergrove Community Pharmacy,Aldergrove,British Columbia,Yes,27105 Fraser Hwy,2021-04-11,49.0583988,-122.4734585,V4W3R2,V4W,Other/Independent
49.0586676-122.4942985Other/Independent,Save-On-Foods Pharmacy #902 - Aldergrove,Aldergrove,British Columbia,Yes,26310 Fraser Hwy,2021-04-11,49.0586676,-122.4942985,V4W2Z7,V4W,Other/Independent
49.0586676-122.4942985Shoppers Drug Mart,Shoppers Drug Mart #2266,Aldergrove,British Columbia,Yes,26310 Fraser Hwy,2021-04-11,49.0586676,-122.4942985,V4W2Z7,V4W,Shoppers Drug Mart
49.0608566-122.3788581Other/Independent,Mt. Lehman Pharmacy***,Abbotsford,British Columbia,Yes,110 - 30495 Cardinal Ave,2021-04-11,49.0608566,-122.3788581,V2T0A5,V2T,Other/Independent
49.060868-122.811374Other/Independent,Platinum Care Pharmacy,Surrey,British Columbia,Yes,3 - 3238 King George Blvd,2021-04-11,49.060868,-122.811374,V4P1A5,V4P,Other/Independent
49.0614446-81.02549Other/Independent,Wallace Drug Store,Cochrane,Ontario,Yes,109 6th Ave,2024-12-27,49.0614446,-81.02549,P0L1C0,P0L,Other/Independent
49.0622151-122.3802512Other/Independent,Otter Co-Op Pharmacy (Mt. Lehman),Abbotsford,British Columbia,Yes,3270 Mt Lehman Rd,2021-04-11,49.0622151,-122.3802512,V4X2M9,V4X,Other/Independent
49.0658284-122.3795669Other/Independent,Blueridge Pharmacy,Abbotsford,British Columbia,Yes,#101 - 30461 Blueridge Dr,2021-04-11,49.0658284,-122.3795669,V2T0B1,V2T,Other/Independent
49.0679096-122.5356669Other/Independent,Otter Co-Op Pharmacy,Aldergrove,British Columbia,Yes,3650 248 St,2021-04-11,49.0679096,-122.5356669,V4W1X7,V4W,Other/Independent
49.0690436-122.358861Other/Independent,Townline Pharmacy,Abbotsford,British Columbia,Yes,#105 - 3670 Townline Rd,2021-04-11,49.0690436,-122.358861,V2T0H2,V2T,Other/Independent
49.0761792-122.6700072Other/Independent,Brookswood Remedy's Rx Pharmacy #2,Langley,British Columbia,Yes,#105 - 4061 200th St,2021-04-11,49.0761792,-122.6700072,V3A1K8,V3A,Other/Independent
49.0850839-123.06458Other/Independent,Harvest Drive Pharmacy,Delta,British Columbia,Yes,Suite 100 - 4515 Harvest Dr,2021-04-11,49.0850839,-123.06458,V4K4L1,V4K,Other/Independent
49.0888632-123.0793404Other/Independent,Save-On-Foods Pharmacy #936 - Ladner,Delta,British Columbia,Yes,5186 48th Ave,2021-04-11,49.0888632,-123.0793404,V4K1W3,V4K,Other/Independent
49.0900049-122.6062149Pharmasave,Pharmasave Health Centre #098,Langley,British Columbia,Yes,#3 - 22323 48th Ave,2021-04-11,49.0900049,-122.6062149,V3A3N4,V3A,Pharmasave
49.0902576-122.6079142Other/Independent,RX PharmaChoice Pharmacy,Langley,British Columbia,Yes,#503 - 22259 48 Ave,2021-04-11,49.0902576,-122.6079142,V3A8T1,V3A,Other/Independent
49.0903272-123.0789512Other/Independent,London Drugs #37-Ladner,Delta,British Columbia,Yes,5237 Ladner Trunk Rd,2021-04-11,49.0903272,-123.0789512,V4K1W4,V4K,Other/Independent
49.0907076-122.6061958Other/Independent,Wellness Pharmacy #2,Langley,British Columbia,Yes,#100 - 22314 Fraser Hwy,2021-04-11,49.0907076,-122.6061958,V3A8M6,V3A,Other/Independent
49.0927073-122.6078462Shoppers Drug Mart,Shoppers Drug Mart #0258,Langley,British Columbia,Yes,#100 - 22196 50 Ave,2021-04-11,49.0927073,-122.6078462,V2Y2V4,V2Y,Shoppers Drug Mart
49.1028949-122.652189Other/Independent,Valley Evergreen Pharmacy,Langley,British Columbia,Yes,20577 Douglas Crescent,2021-04-11,49.1028949,-122.652189,V3A4B6,V3A,Other/Independent
49.1032084-122.6506011Pharmasave,Pharmasave Health Centre #012 - Langley City,Langley,British Columbia,Yes,#101 - 20644 Fraser Hwy,2021-04-11,49.1032084,-122.6506011,V3A4G5,V3A,Pharmasave
49.1034509-122.7990588Loblaw,Pharmacity Drugstore #3,Surrey,British Columbia,Yes,#105 - 15240 56 Ave,2021-04-11,49.1034509,-122.7990588,V3S5K7,V3S,Loblaw
49.1042918-122.6567156Other/Independent,Family Care Pharmacy #4,Langley,British Columbia,Yes,#101-5581 204th St,2021-04-11,49.1042918,-122.6567156,V3A1Z4,V3A,Other/Independent
49.1044778-122.6504255IDA,Langley Pharmacy (Langley IDA Pharmacy),Langley,British Columbia,Yes,#101 - 5568 206 St,2021-04-11,49.1044778,-122.6504255,V3A7T1,V3A,IDA
49.1045336-122.7394014Rexall,Rexall #7157,Surrey,British Columbia,Yes,#150 - 17475 56 Ave,2021-04-11,49.1045336,-122.7394014,V3S2X6,V3S,Rexall
49.1048401-121.9634996Other/Independent,Garrison Pharmacy,Chilliwack,British Columbia,Yes,#1 - 45555 Market Way,2021-04-11,49.1048401,-121.9634996,V2R0M5,V2R,Other/Independent
49.1053234-122.7984024Pharmasave,Pharmasave #287 Sullivan Square,Surrey,British Columbia,Yes,Unit 106 - 15325 56th Ave,2021-04-11,49.1053234,-122.7984024,V3S0X9,V3S,Pharmasave
49.106025-122.6627242Other/Independent,Fraser Medicine Centre Pharmacy,Langley,British Columbia,Yes,20200 Fraser Hwy,2021-04-11,49.106025,-122.6627242,V3A4E6,V3A,Other/Independent
49.1071262-122.7334974Pharmasave,Pharmasave Health Centre #015,Surrey,British Columbia,Yes,5778 - 176A St,2021-04-11,49.1071262,-122.7334974,V3S4H3,V3S,Pharmasave
49.1072757-123.8614205Other/Independent,Medicine Shoppe #352,Nanaimo,British Columbia,Yes,#2A - 1834 Cedar Rd,2021-04-11,49.1072757,-123.8614205,V9X1H9,V9X,Other/Independent
49.1072944-122.6626291Other/Independent,Save-on-Foods Pharmacy #2242 - Langley,Langley,British Columbia,Yes,20151 Fraser Hwy,2021-04-11,49.1072944,-122.6626291,V3A4E4,V3A,Other/Independent
49.1110279-121.9570856Shoppers Drug Mart,Shoppers Drug Mart #2251,Chilliwack,British Columbia,Yes,45800 Promontory Rd,2021-04-11,49.1110279,-121.9570856,V2R5Z5,V2R,Shoppers Drug Mart
49.1112913-121.9579226Other/Independent,Save-On-Foods Pharmacy #952 - Sardis,Chilliwack,British Columbia,Yes,Unit 31 - 6014 Vedder Rd,2021-04-11,49.1112913,-121.9579226,V2R5M4,V2R,Other/Independent
49.1156407-122.8292518Pharmasave,Pharmasave Health Centre #091 Newton,Surrey,British Columbia,Yes,107 - 14199 62 Ave,2021-04-11,49.1156407,-122.8292518,V3X0B1,V3X,Pharmasave
49.1156477-122.6795734Other/Independent,Willowbrook Pharmacy,Langley,British Columbia,Yes,#158B - 19653 Willowbrook Dr,2021-04-11,49.1156477,-122.6795734,V2Y1A5,V2Y,Other/Independent
49.1157428-122.682431Other/Independent,Surlang Medicine Centre Pharmacy,Surrey,British Columbia,Yes,105 - 19475 Fraser Hwy,2021-04-11,49.1157428,-122.682431,V3S6K7,V3S,Other/Independent
49.1161321-122.6787513Pharmasave,Pharmasave Willowbrook #1017,Langley,British Columbia,Yes,10055 Willowbrook Dr,2021-04-11,49.1161321,-122.6787513,V2Y2T5,V2Y,Pharmasave
49.1179869-122.8462125Other/Independent,We Care Pharmacy,Surrey,British Columbia,Yes,100 - 6329 King George Blvd,2021-04-11,49.1179869,-122.8462125,V3X1G1,V3X,Other/Independent
49.1183146-122.8911167Other/Independent,Viva Med Pharmacy,Delta,British Columbia,Yes,Unit 120 - 6345 120 St,2021-04-11,49.1183146,-122.8911167,V4E2A6,V4E,Other/Independent
49.1183646-122.6731Loblaw,Loblaw Pharmacy #1561,Langley,British Columbia,Yes,19851 Willowbrook Dr,2021-04-11,49.1183646,-122.6731,V2Y1A7,V2Y,Loblaw
49.1184965-122.8893641Pharmasave,Pharmasave #71,Surrey,British Columbia,Yes,#110 - 6350 - 120th St,2021-04-11,49.1184965,-122.8893641,V3X3K1,V3X,Pharmasave
49.1186282-122.6702652Shoppers Drug Mart,Shoppers Drug Mart #0255,Langley,British Columbia,Yes,Unit 205 - 6339 200th St,2021-04-11,49.1186282,-122.6702652,V2Y1A2,V2Y,Shoppers Drug Mart
49.1191235-122.6904771Other/Independent,Beyond Pharmacy,Surrey,British Columbia,Yes,#101 - 19211 Fraser Hwy,2021-04-11,49.1191235,-122.6904771,V3S7C9,V3S,Other/Independent
49.119394-122.6591392Other/Independent,Medicine Shoppe #361,Langley,British Columbia,Yes,Unit #121 - 20353 64th Ave,2021-04-11,49.119394,-122.6591392,V2Y1N5,V2Y,Other/Independent
49.119681-122.6629037Other/Independent,Save-On-Foods Pharmacy #992 - Willoughby,Langley,British Columbia,Yes,#1 - 20255 64th Ave,2021-04-11,49.119681,-122.6629037,V2Y1M9,V2Y,Other/Independent
49.119871-122.8924574Other/Independent,Safeway Pharmacy #4903,Delta,British Columbia,Yes,6401 - 120th St,2021-04-11,49.119871,-122.8924574,V4E3G3,V4E,Other/Independent
49.1200142-122.6550962Costco,Costco Pharmacy #259,Langley,British Columbia,Yes,20499 - 64th Ave,2021-04-11,49.1200142,-122.6550962,V2Y1N5,V2Y,Costco
49.123571-121.9591419Shoppers Drug Mart,Shoppers Drug Mart #2158,Chilliwack,British Columbia,Yes,110F - 6640 Vedder Rd,2021-04-11,49.123571,-121.9591419,V2R0J2,V2R,Shoppers Drug Mart
49.1236864-122.7041832Other/Independent,Save-on-Foods Pharmacy #2263 - Clayton,Surrey,British Columbia,Yes,18710 Fraser Hwy,2021-04-11,49.1236864,-122.7041832,V3S7Y4,V3S,Other/Independent
49.1247683-123.1809733Pharmasave,Pharmasave Steveston Village,Richmond,British Columbia,Yes,Unit 105 - 12420 #1 Rd,2021-04-11,49.1247683,-123.1809733,V7E6N2,V7E,Pharmasave
49.1254415-122.7022738Loblaw,Loblaw Pharmacy #4616,Surrey,British Columbia,Yes,18765 Fraser Hwy,2021-04-11,49.1254415,-122.7022738,V3S8E7,V3S,Loblaw
49.1256703-123.181684Other/Independent,Super Grocer & Pharmacy,Richmond,British Columbia,Yes,12051 No 1 Rd,2021-04-11,49.1256703,-123.181684,V7E1T5,V7E,Other/Independent
49.1257814-123.1853363Other/Independent,Save-on-Foods Pharmacy #2252,Richmond,British Columbia,Yes,120-12088 3rd Ave,2021-04-11,49.1257814,-123.1853363,V7E0C3,V7E,Other/Independent
49.1258433-122.7043458Shoppers Drug Mart,Shoppers Drug Mart #2239,Surrey,British Columbia,Yes,18677 Fraser Hwy,2021-04-11,49.1258433,-122.7043458,V3S8E7,V3S,Shoppers Drug Mart
49.1267-123.183108Other/Independent,Steveston Pharmacy,Richmond,British Columbia,Yes,Suite 101 - 3811 Chatham St,2021-04-11,49.1267,-123.183108,V7E2Z4,V7E,Other/Independent
49.1268309-122.8672423Other/Independent,Medisave Pharmacy #4,Surrey,British Columbia,Yes,Unit 12 - 6828 - 128th St,2021-04-11,49.1268309,-122.8672423,V3W4C9,V3W,Other/Independent
49.1290416-122.8906418Other/Independent,Wescana Pharmacy #3,Delta,British Columbia,Yes,#103 - 6935 120th St,2021-04-11,49.1290416,-122.8906418,V4E2A8,V4E,Other/Independent
49.1292974-122.3204483Other/Independent,London Drugs #55-Mission,Mission,British Columbia,Yes,#200 - 32555 London Ave,2021-04-11,49.1292974,-122.3204483,V2V6M7,V2V,Other/Independent
49.1306646-122.8461118Other/Independent,PrimeCare Pharmacy,Surrey,British Columbia,Yes,#101 - 7093 King George Blvd,2021-04-11,49.1306646,-122.8461118,V3W5A2,V3W,Other/Independent
49.1306959-122.8929099Other/Independent,Save-On-Foods Pharmacy #963 - North Delta,Delta,British Columbia,Yes,7015 120th St,2021-04-11,49.1306959,-122.8929099,V4E2A9,V4E,Other/Independent
49.1311698-122.3336724Loblaw,Loblaw Pharmacy #1559,Mission,British Columbia,Yes,32136 Lougheed Hwy,2021-04-11,49.1311698,-122.3336724,V2V1A4,V2V,Loblaw
49.1315165-123.9227971Rexall,Rexall #7191,Nanaimo,British Columbia,Yes,Sgate Centre,2021-04-11,49.1315165,-123.9227971,V9R6L1,V9R,Rexall
49.1319953-123.0961191Other/Independent,London Drugs #52-Ironwood,Richmond,British Columbia,Yes,#3200-11666 Steveston Hwy,2021-04-11,49.1319953,-123.0961191,V7A5J3,V7A,Other/Independent
49.1323868-122.3225427Shoppers Drug Mart,Shoppers Drug Mart #2208,Mission,British Columbia,Yes,#206 - 32530 Lougheed Hwy,2021-04-11,49.1323868,-122.3225427,V2V1A5,V2V,Shoppers Drug Mart
49.1328012-122.8401161Sobeys,FreshCo Pharmacy #4255,Surrey,British Columbia,Yes,7165 - 138 St,2021-04-11,49.1328012,-122.8401161,V3W7T9,V3W,Sobeys
49.1328166-122.8891728Other/Independent,Satnam Pharmacy,Surrey,British Columbia,Yes,#115 - 7130 120th St,2021-04-11,49.1328166,-122.8891728,V3W3M8,V3W,Other/Independent
49.1329916-122.3248597Other/Independent,Silvermere Pharmacy,Mission,British Columbia,Yes,105 - 32423 Lougheed Hwy,2021-04-11,49.1329916,-122.3248597,V2V7B8,V2V,Other/Independent
