,location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
623,43.6926252-79.4627417Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,2343 Eglinton Ave W,2024-04-04,43.6926252,-79.4627417,M6E2L6,M6E,Shoppers Drug Mart
624,43.6933118-79.4623036Other/Independent,New Caledonia Pharmacy,Toronto,Ontario,Yes,600 Caledonia Rd,2022-07-01,43.6933118,-79.4623036,M6E4V5,M6E,Other/Independent
625,43.6945685-79.7491965Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,1 Kennedy Rd S,2023-06-17,43.6945685,-79.7491965,L6W3C9,L6W,Shoppers Drug Mart
628,43.6960021-79.4478439Other/Independent,Northcliffe Pharmacy,Toronto,Ontario,Yes,1751 Eglinton Ave W,2022-07-28,43.6960021,-79.4478439,M6E2H7,M6E,Other/Independent
631,43.6971001-79.5014085Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,1533 Jane St,2024-03-18,43.6971001,-79.5014085,M9N2R2,M9N,Shoppers Drug Mart
632,43.6972877-79.8487932IDA,Creditview IDA Pharmacy,Brampton,Ontario,Yes,11210 Creditview Rd Unit D,2021-08-18,43.6972877,-79.8487932,L7A4X3,L7A,IDA
633,43.697641-79.823528Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,10661 Chinguacousy Rd Bldg C Fletchers Meadow,2023-06-12,43.697641,-79.823528,L7A0N5,L7A,Shoppers Drug Mart
635,43.69811-80.3687829Loblaw,Drugstore Pharmacy,Fergus,Ontario,Yes,800 Towers St S,2021-09-21,43.69811,-80.3687829,N1M2R3,N1M,Loblaw
638,43.6989823-79.4755084Other/Independent,Keele-Ingram Pharmacy,Toronto,Ontario,Yes,2221 Keele St,2022-01-31,43.6989823,-79.4755084,M6M3Z5,M6M,Other/Independent
639,43.6990215-80.3893792Other/Independent,Trailside Pharmacy,Fergus,Ontario,Yes,6420 Beatty Line N Suite 101,2024-09-16,43.6990215,-80.3893792,N1M2W3,N1M,Other/Independent
642,43.6993661-79.5025262Other/Independent,Whole Health Pharmacy,North York,Ontario,Yes,1575 Jane St Unit 7,2025-01-31,43.6993661,-79.5025262,M9N2R3,M9N,Other/Independent
643,43.6996614-79.7464113Other/Independent,Queen Hansen Pharmacy,Brampton,Ontario,Yes,284 Queen St E Unit 116,2022-10-15,43.6996614,-79.7464113,L6V1C2,L6V,Other/Independent
647,43.70261-79.759341Other/Independent,Cumberland Pharmacy,Brampton,Ontario,Yes,131 Kennedy Rd N Unit 2,2021-08-21,43.70261,-79.759341,L6V1X9,L6V,Other/Independent
650,43.7034249-79.4128462Other/Independent,Forest Hill Pharmacy,Toronto,Ontario,Yes,491 Eglinton Ave W Unit 102,2021-11-16,43.7034249,-79.4128462,M5N1A8,M5N,Other/Independent
656,43.7065383-79.351572Other/Independent,I CARE Pharmacy Services,East York,Ontario,Yes,2 Thorncliffe Park Dr Unit 26-27,2022-01-12,43.7065383,-79.351572,M4H1H2,M4H,Other/Independent
657,43.706743-79.786987Rexall,Rexall,Brampton,Ontario,Yes,10035 Hurontario St Units 13-15,2022-11-21,43.706743,-79.786987,L6Z0E6,L6Z,Rexall
658,43.7069465-79.2687238Pharmasave,Birchmount Pharmasave,Scarborough,Ontario,Yes,462 Birchmount Rd,2021-05-19,43.7069465,-79.2687238,M1K1N8,M1K,Pharmasave
661,43.7073389-79.6992351Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,34 A Avondale Blvd,2023-06-20,43.7073389,-79.6992351,L6T1H3,L6T,Shoppers Drug Mart
663,43.7077315-79.3895818Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,759 Mount Pleasant Rd,2024-04-27,43.7077315,-79.3895818,M4S2N4,M4S,Shoppers Drug Mart
664,43.7082127-79.4781558Other/Independent,Demarco Pharmacy,Toronto,Ontario,Yes,2394 Keele St,2021-08-26,43.7082127,-79.4781558,M6M4A5,M6M,Other/Independent
666,43.7085848-79.4539933Other/Independent,Glen Park Pharmacy,Toronto,Ontario,Yes,2920 Dufferin St,2021-12-07,43.7085848,-79.4539933,M6B3S8,M6B,Other/Independent
667,43.7089492-79.3978503Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,2345 Yonge St,2024-05-06,43.7089492,-79.3978503,M4P1E4,M4P,Shoppers Drug Mart
668,43.7095985-79.5337277Loblaw,Real Canadian Superstore,Toronto,Ontario,Yes,2549 Won Rd,2022-10-31,43.7095985,-79.5337277,M9N2A7,M9N,Loblaw
669,43.7102558-79.8157516Other/Independent,Potters Wheel Pharmacy,Brampton,Ontario,Yes,10725 Mclaughlin Rd Unit 3,2022-10-03,43.7102558,-79.8157516,L7A3E5,L7A,Other/Independent
672,43.7138049-79.5531438Walmart,Wal-Mart Pharmacy,Toronto,Ontario,Yes,2245 Islington Ave,2024-12-14,43.7138049,-79.5531438,M9W3W7,M9W,Walmart
674,43.7140566-79.3778586Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,1860 Bayview Ave Unit 101,2024-04-07,43.7140566,-79.3778586,M4G0C3,M4G,Shoppers Drug Mart
675,43.7140887-79.7808132Other/Independent,Shoppers Simply Pharmacy,Brampton,Ontario,Yes,380 Bovaird Dr E Unit 26,2024-06-29,43.7140887,-79.7808132,L6Z2S8,L6Z,Other/Independent
676,43.7141429-79.6299018Other/Independent,Shoppers Simply Pharmacy,Mississauga,Ontario,Yes,3530 Derry Rd E,2024-06-30,43.7141429,-79.6299018,L4T4E3,L4T,Other/Independent
677,43.7150307-79.7214959Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,25 Peel Centre Dr Unit 379,2023-06-06,43.7150307,-79.7214959,L6T3R5,L6T,Shoppers Drug Mart
680,43.7182841-79.6374099Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,7205 Goreway Dr,2023-11-06,43.7182841,-79.6374099,L4T2T9,L4T,Shoppers Drug Mart
681,43.7183786-79.3300652Other/Independent,Allcures Pharmacy,Toronto,Ontario,Yes,31 St Dennis Dr Unit 1,2021-04-22,43.7183786,-79.3300652,M3C1G7,M3C,Other/Independent
685,43.7217584-79.5961609Other/Independent,Fortinos,Etobicoke,Ontario,Yes,330 Queens Plate Dr,2021-11-18,43.7217584,-79.5961609,M9W7J7,M9W,Other/Independent
690,43.723647-79.30042Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,70 Eglinton Square Blvd,2024-03-21,43.723647,-79.30042,M1L2K1,M1L,Shoppers Drug Mart
692,43.7238783-79.7173326Other/Independent,Bramqueen Pharmacy,Brampton,Ontario,Yes,490 Bramalea Rd Unit 3,2021-06-03,43.7238783,-79.7173326,L6T0G1,L6T,Other/Independent
694,43.7252846-79.2305937Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2999 Kingston Rd,2024-02-13,43.7252846,-79.2305937,M1M1P1,M1M,Shoppers Drug Mart
697,43.7274519-79.7944777Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,180 Sandalwood Parkway,2023-06-05,43.7274519,-79.7944777,L6Z1Y4,L6Z,Shoppers Drug Mart
700,43.730309-80.9688021Other/Independent,Listowel Remedy's Rx,Listowel,Ontario,Yes,600 Mitchell Rd,2022-02-24,43.730309,-80.9688021,N4W3T1,N4W,Other/Independent
701,43.7308124-79.4673782Pharmasave,Lefko Pharmasave #794,Toronto,Ontario,Yes,842 Wilson Ave,2022-02-21,43.7308124,-79.4673782,M3K1E5,M3K,Pharmasave
702,43.7309565-79.3057989Other/Independent,Main Drug Mart,Toronto,Ontario,Yes,1646 Victoria Park Ave Unit 7,2022-05-09,43.7309565,-79.3057989,M1R1P7,M1R,Other/Independent
703,43.7310281-81.6879773Loblaw,Zehrs Pharmacy,Goderich,Ontario,Yes,35400 Hurdon Rd,2025-02-17,43.7310281,-81.6879773,N7A3X8,N7A,Loblaw
704,43.7310281-81.6879773Walmart,Wal-Mart Pharmacy,Goderich,Ontario,Yes,35400 Huron Rd,2024-10-18,43.7310281,-81.6879773,N7A3X8,N7A,Walmart
707,43.7315528-79.4639921Other/Independent,Nhatrang Drug Mart,Toronto,Ontario,Yes,736 Wilson Ave,2022-07-04,43.7315528,-79.4639921,M3K1E2,M3K,Other/Independent
709,43.7320812-79.2672493Pharmasave,HealthSmart Pharmasave,Scarborough,Ontario,Yes,2425 Eglinton Ave E Unit 10,2022-01-01,43.7320812,-79.2672493,M1K5G8,M1K,Pharmasave
715,43.734785-79.419593Other/Independent,Canada Chemists,Toronto,Ontario,Yes,1975 Ave Rd,2021-06-13,43.734785,-79.419593,M5M4A3,M5M,Other/Independent
716,43.7354112-79.3480078Other/Independent,Healing Arts Pharmacy,Toronto,Ontario,Yes,170 The Donway W Unit 113,2021-12-23,43.7354112,-79.3480078,M3C2J2,M3C,Other/Independent
719,43.7371923-79.4366764Other/Independent,Bathurst Wilson I.D.A. Pharmacy,Toronto,Ontario,Yes,322 Wilson Ave,2021-05-11,43.7371923,-79.4366764,M3H1S8,M3H,Other/Independent
724,43.7403333-79.6958116Walmart,Wal-Mart Pharmacy,Brampton,Ontario,Yes,30 Coventry Rd,2024-10-08,43.7403333,-79.6958116,L6T5P9,L6T,Walmart
725,43.7405475-79.7599989Other/Independent,Springdale Pharmacy,Brampton,Ontario,Yes,630 Peter Robertson Blvd,2024-08-02,43.7405475,-79.7599989,L6R1T4,L6R,Other/Independent
730,43.7435931-81.2501238Other/Independent,Brussels Pharmacy,Brussels,Ontario,Yes,453 Turnberry St,2021-06-10,43.7435931,-81.2501238,N0G1H0,N0G,Other/Independent
732,43.7472961-79.7430207Rexall,Rexall,Brampton,Ontario,Yes,2100 Bovaird Dr,2022-11-19,43.7472961,-79.7430207,L6R3J7,L6R,Rexall
734,43.7490485-79.5603217Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,2550 Finch Ave W,2023-12-06,43.7490485,-79.5603217,M9M2G3,M9M,Shoppers Drug Mart
735,43.749359-81.704906Pharmasave,Pharmasave Michael's Pharmacy,Goderich,Ontario,Yes,181 Cambria Rd N,2022-09-25,43.749359,-81.704906,N7A2R2,N7A,Pharmasave
736,43.7496824-79.7265718Other/Independent,Brameast Pharmacy,Brampton,Ontario,Yes,2130 N Park Dr Unit 43-44,2021-06-01,43.7496824,-79.7265718,L6S0C9,L6S,Other/Independent
737,43.7508309-79.7393303Pharmasave,Pharmasave Bovaird Spingdale,Brampton,Ontario,Yes,2250 Bovaird Dr Unit 101 & 102,2022-09-13,43.7508309,-79.7393303,L6R0W3,L6R,Pharmasave
738,43.7517056-79.2615008Other/Independent,Lawrence Pharmacy,Scarborough,Ontario,Yes,2683 Lawrence Ave E,2022-02-20,43.7517056,-79.2615008,M1P2S2,M1P,Other/Independent
739,43.7524704-79.3140955Other/Independent,Cassandra Pharmacy,Toronto,Ontario,Yes,2040 Victoria Park Ave,2021-06-22,43.7524704,-79.3140955,M1R1V2,M1R,Other/Independent
743,43.7552315-80.6714667Other/Independent,Drayton Pharmacy,Drayton,Ontario,Yes,10 Wellington St N,2021-09-02,43.7552315,-80.6714667,N0G1P0,N0G,Other/Independent
745,43.7562205-79.4395338Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,598 Sheppard Ave W,2023-11-28,43.7562205,-79.4395338,M3H2S1,M3H,Shoppers Drug Mart
746,43.7565486-79.8282651Pharmasave,Southfields Pharmasave Pharm,Caledon,Ontario,Yes,12531 Kennedy Rd,2024-07-31,43.7565486,-79.8282651,L7C3T6,L7C,Pharmasave
747,43.7566065-79.5894024Other/Independent,Shih Pharmacy,Rexdale,Ontario,Yes,2700 Kipling Ave Unit 9,2023-05-08,43.7566065,-79.5894024,M9V4P2,M9V,Other/Independent
748,43.7570595-79.3134587Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,85 Ellesmere Rd Unit 31,2024-02-14,43.7570595,-79.3134587,M1R4B7,M1R,Shoppers Drug Mart
751,43.758913-79.3150402Other/Independent,Health Corner Pharmacy,Scarborough,Ontario,Yes,2167 Victoria Park Ave Unit 3,2021-12-28,43.758913,-79.3150402,M1R1V5,M1R,Other/Independent
752,43.7589862-79.5188033IDA,York Gate IDA Drugmart,North York,Ontario,Yes,1 York Gate Blvd,2025-02-07,43.7589862,-79.5188033,M3N3A1,M3N,IDA
755,43.7597868-79.2270078Pharmasave,Pharmasave Cedarcourt Pharmacy,Scarborough,Ontario,Yes,3480 Lawrence Ave E,2022-09-14,43.7597868,-79.2270078,M1H1A9,M1H,Pharmasave
758,43.7613561-79.4102084Rexall,Rexall,Toronto,Ontario,Yes,4789 Yonge St Unit 2,2023-03-05,43.7613561,-79.4102084,M2N0G3,M2N,Rexall
760,43.7639352-79.4875255Pharmasave,Pharmasave Keele and Finch Pharmacy,Toronto,Ontario,Yes,1275 Finch Ave W,2022-09-21,43.7639352,-79.4875255,M3J2G5,M3J,Pharmasave
761,43.7644571-79.4887924Other/Independent,Nor-Arm Pharmacy,Toronto,Ontario,Yes,1280 Finch Ave W Unit 107,2022-07-25,43.7644571,-79.4887924,M3J3K6,M3J,Other/Independent
765,43.7687022-79.4123463Loblaw,Loblaws,Toronto,Ontario,Yes,5095 Yonge St E,2022-04-22,43.7687022,-79.4123463,M2M3V7,M2M,Loblaw
768,43.7701502-79.3748452Other/Independent,The Medicine Shoppe Pharmacy,Toronto,Ontario,Yes,794 Sheppard Ave E,2024-09-02,43.7701502,-79.3748452,M2K1C3,M2K,Other/Independent
771,43.7711798-79.7548095Other/Independent,Father Tobin Pharmacy,Brampton,Ontario,Yes,105 Father Tobin Rd,2021-11-02,43.7711798,-79.7548095,L6R0W9,L6R,Other/Independent
772,43.7714828-79.7785032Other/Independent,Pulse Pharmacy,Brampton,Ontario,Yes,11755 Bramalea Rd Unit 4,2022-10-13,43.7714828,-79.7785032,L6R3S9,L6R,Other/Independent
773,43.7716344-79.2092939Guardian,Orton Park Guardian Pharmacy,Scarborough,Ontario,Yes,136 Orton Park Rd,2022-08-03,43.7716344,-79.2092939,M1G3H1,M1G,Guardian
774,43.7719194-79.2840048Other/Independent,Kennedy Road Pharmacy,Scarborough,Ontario,Yes,2 Antrim Crescent Unit 4,2022-02-03,43.7719194,-79.2840048,M1P2N3,M1P,Other/Independent
776,43.7723278-79.6620749IDA,Gore Pharmacy IDA,Brampton,Ontario,Yes,4515 Ebenezer Rd Suite 110,2021-12-12,43.7723278,-79.6620749,L6P2K7,L6P,IDA
778,43.7727921-79.3210997Other/Independent,Victoria Commons Pharmacy,Scarborough,Ontario,Yes,2555 Victoria Park Ave Unit 6,2024-09-26,43.7727921,-79.3210997,M1T1A3,M1T,Other/Independent
779,43.7728886-79.7790614Walmart,Wal-Mart Pharmacy,Brampton,Ontario,Yes,5085 Mayfield Rd,2024-10-09,43.7728886,-79.7790614,L6R3S9,L6R,Walmart
780,43.7742707-79.4931323Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4700 Keele St,2024-04-06,43.7742707,-79.4931323,M3J1P3,M3J,Shoppers Drug Mart
781,43.7749632-79.6125553Other/Independent,Alpha Woodbridge Pharmacy,Woodbridge,Ontario,Yes,5731 Hwy 7,2021-04-23,43.7749632,-79.6125553,L4L4Y9,L4L,Other/Independent
786,43.776116-79.6112831Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5694 Hwy 7,2024-06-23,43.776116,-79.6112831,L4L1T8,L4L,Shoppers Drug Mart
787,43.7774281-79.4155611Other/Independent,Dynasty Pharmacy,North York,Ontario,Yes,5460 Yonge St Unit 106,2021-10-15,43.7774281,-79.4155611,M2N6K7,M2N,Other/Independent
790,43.7792498-79.3645956Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,4865 Leslie St,2024-03-20,43.7792498,-79.3645956,M2J2K8,M2J,Shoppers Drug Mart
793,43.7838397-79.6593835Other/Independent,Brampton Community Pharmacy,Brampton,Ontario,Yes,3975 Cottrelle Blvd Unit 12,2021-06-02,43.7838397,-79.6593835,L6P2P9,L6P,Other/Independent
794,43.7838577-79.2893272Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,2330 Kennedy Rd,2024-02-17,43.7838577,-79.2893272,M1T3H1,M1T,Shoppers Drug Mart
796,43.7847274-79.6622269Shoppers Drug Mart,Shoppers Drug Mart,Brampton,Ontario,Yes,3938 Cottrelle Blvd,2023-06-16,43.7847274,-79.6622269,L6P2R1,L6P,Shoppers Drug Mart
801,43.7857104-79.5902287IDA,Medbrands IDA Pharmacy,Woodbridge,Ontario,Yes,53 Woodbridge Ave Unit 1,2022-05-20,43.7857104,-79.5902287,L4L9K9,L4L,IDA
804,43.7870769-79.7535931Pharmasave,Lacoste Pharmacy Pharmasave,Brampton,Ontario,Yes,60 Lacoste Blvd Unit 104,2022-02-14,43.7870769,-79.7535931,L6P2K2,L6P,Pharmasave
808,43.7916316-79.5538902Other/Independent,Drug Smart Pharmacy,Woodbridge,Ontario,Yes,200 Windflower Gate Unit 700,2021-09-03,43.7916316,-79.5538902,L4L9L3,L4L,Other/Independent
810,43.7929543-79.4177874Other/Independent,Aria Pharmacy,North York,Ontario,Yes,11 Newton Dr,2021-04-30,43.7929543,-79.4177874,M2M2M6,M2M,Other/Independent
812,43.7943595-79.3294453Other/Independent,Village Square Pharmacy,Scarborough,Ontario,Yes,2942 Finch Ave E,2024-09-30,43.7943595,-79.3294453,M1W2T4,M1W,Other/Independent
817,43.7962159-79.4222559Shoppers Drug Mart,Shoppers Drug Mart,North York,Ontario,Yes,6428 Yonge St,2023-12-01,43.7962159,-79.4222559,M2M3X4,M2M,Shoppers Drug Mart
818,43.7971562-79.1510611Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,91 Rylander Blvd Unit 1022,2024-02-20,43.7971562,-79.1510611,M1B5M5,M1B,Shoppers Drug Mart
819,43.7976384-79.2017578Walmart,Walmart,Scarborough,Ontario,Yes,799 Milner Ave,2024-12-31,43.7976384,-79.2017578,M1B3C3,M1B,Walmart
820,43.7976898-79.5370372Walmart,Wal-Mart Pharmacy,Vaughan,Ontario,Yes,670 Applewood Crescent,2024-12-21,43.7976898,-79.5370372,L4K0L4,L4K,Walmart
822,43.7984704-79.1481948Pharmasave,Rylander Pharmasave,Toronto,Ontario,Yes,6758 Kingston Rd Unit 8,2023-04-26,43.7984704,-79.1481948,M1B1G8,M1B,Pharmasave
824,43.7990508-79.420471Other/Independent,Galleria Pharmacy,Thornhill,Ontario,Yes,7040 Yonge St Unit E1,2021-12-01,43.7990508,-79.420471,L4J1V7,L4J,Other/Independent
825,43.8013095-79.1984082Other/Independent,People's Choice Remedy's Rx,Scarborough,Ontario,Yes,1145 Morningside Ave Unit 16,2022-08-15,43.8013095,-79.1984082,M1B0A7,M1B,Other/Independent
830,43.807725-79.452203Rexall,Rexall,Thornhill,Ontario,Yes,1 Promenade Circle Unit 183,2023-02-23,43.807725,-79.452203,L4J4P8,L4J,Rexall
831,43.8084303-79.2196494Other/Independent,Medical Pharmacy,Scarborough,Ontario,Yes,1333 Neilson Rd Unit 110,2022-05-23,43.8084303,-79.2196494,M1B4Y9,M1B,Other/Independent
835,43.8116505-79.4510506Walmart,Wal-Mart Pharmacy,Thornhill,Ontario,Yes,700 Centre St,2024-12-11,43.8116505,-79.4510506,L4J0A7,L4J,Walmart
836,43.8123008-79.359932Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,2900 Steeles Ave E Unit 8,2024-03-11,43.8123008,-79.359932,L3T4X1,L3T,Shoppers Drug Mart
837,43.8133323-79.398554IDA,Bayview IDA Pharmacy,Thornhill,Ontario,Yes,7355 Bayview Ave,2021-05-12,43.8133323,-79.398554,L3T5Z2,L3T,IDA
838,43.8143246-79.606517Guardian,Rutherford Guardian Drugs,Woodbridge,Ontario,Yes,5283 Rutherford Rd Unit 2,2023-04-22,43.8143246,-79.606517,L4H2T2,L4H,Guardian
839,43.8158977-79.4520688Shoppers Drug Mart,Shoppers Drug Mart,Thornhill,Ontario,Yes,8000 Bathurst St,2024-03-14,43.8158977,-79.4520688,L4J0B8,L4J,Shoppers Drug Mart
840,43.8173234-79.602129Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,5100 Rutherford Rd,2024-06-26,43.8173234,-79.602129,L4H2J2,L4H,Shoppers Drug Mart
841,43.818044-79.1185127Shoppers Drug Mart,Shoppers Drug Mart,Pickering,Ontario,Yes,650 Kingston Rd,2024-01-25,43.818044,-79.1185127,L1V3N7,L1V,Shoppers Drug Mart
843,43.8212597-79.5555807Other/Independent,Weston Downs Pharmacy,Woodbridge,Ontario,Yes,9000 Won Rd Unit 9,2025-01-24,43.8212597,-79.5555807,L4L1A6,L4L,Other/Independent
845,43.8220295-79.112337Other/Independent,Durham Drug Store,Pickering,Ontario,Yes,780 Kingston Rd,2021-10-13,43.8220295,-79.112337,L1V0C5,L1V,Other/Independent
846,43.8229959-79.2485509Pharmasave,Health Check Pharmacy Pharmasave,Scarborough,Ontario,Yes,2826A Markham Rd,2021-12-27,43.8229959,-79.2485509,M1X1E6,M1X,Pharmasave
849,43.8245364-79.6098518Other/Independent,Prima Care Pharmacy,Woodbridge,Ontario,Yes,9600 Islington Ave Unit 9,2022-10-07,43.8245364,-79.6098518,L4H2T1,L4H,Other/Independent
850,43.8262506-79.5344382Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,1 Bass Pro Mills Dr Unit 341,2024-05-20,43.8262506,-79.5344382,L4K5W4,L4K,Shoppers Drug Mart
851,43.8265621-79.5570154Shoppers Drug Mart,Shoppers Drug Mart,Woodbridge,Ontario,Yes,9200 Won Rd Building C,2024-06-25,43.8265621,-79.5570154,L4H2P8,L4H,Shoppers Drug Mart
853,43.828193-79.549166Other/Independent,Venice Pharmacy,Vaughan,Ontario,Yes,3530 Rutherford Rd Unit 76,2024-09-25,43.828193,-79.549166,L4H3T8,L4H,Other/Independent
854,43.8288152-79.4782983Guardian,Summeridge Guardian Pharmacy,Vaughan,Ontario,Yes,8707 Dufferin St Building D Unit 11-12A,2024-08-12,43.8288152,-79.4782983,L4J0A2,L4J,Guardian
855,43.8292716-79.5351408Guardian,Tuscany Guardian Pharmacy,Vaughan,Ontario,Yes,9100 Jane St Unit 16,2024-09-18,43.8292716,-79.5351408,L4K0A4,L4K,Guardian
856,43.8301982-79.1220416Rexall,Rexall,Pickering,Ontario,Yes,1822 Whites Rd Unit 28,2023-02-09,43.8301982,-79.1220416,L1V4M1,L1V,Rexall
857,43.8303255-79.0777013Guardian,Phaily Guardian Pharmacy,Pickering,Ontario,Yes,1477 Bayly St Unit 9A,2022-08-20,43.8303255,-79.0777013,L1W3R5,L1W,Guardian
859,43.8305126-79.2799514Other/Independent,Hillcroft Pharmacy,Markham,Ontario,Yes,5 Hillcroft Dr Unit 7,2022-01-06,43.8305126,-79.2799514,L3S1R7,L3S,Other/Independent
861,43.831494-79.016383Rexall,Rexall,Ajax,Ontario,Yes,955 Wney Rd S Unit 7,2022-11-06,43.831494,-79.016383,L1S3K7,L1S,Rexall
863,43.8323974-79.09116Loblaw,Loblaw Pharmacy,Pickering,Ontario,Yes,1792 Liverpool Rd,2022-04-03,43.8323974,-79.09116,L1V1V9,L1V,Loblaw
864,43.833114-79.265375Shoppers Drug Mart,Shoppers Drug Mart,Scarborough,Ontario,Yes,5671 Steeles Ave E,2024-02-16,43.833114,-79.265375,M1V5P6,M1V,Shoppers Drug Mart
866,43.8336662-79.3074718Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,1661 Denison St Unit T13,2023-10-07,43.8336662,-79.3074718,L3R6E4,L3R,Shoppers Drug Mart
867,43.8342841-80.8504498Other/Independent,The Prescription Shoppe,Palmerston,Ontario,Yes,261 Main St W,2024-09-04,43.8342841,-80.8504498,N0G2P0,N0G,Other/Independent
870,43.8415785-79.3905054Other/Independent,St Mary Pharmacy,Thornhill,Ontario,Yes,95 Times Ave Unit C2,2024-08-04,43.8415785,-79.3905054,L3T0A2,L3T,Other/Independent
871,43.8419304-79.4834832Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,9200 Dufferin St,2024-05-23,43.8419304,-79.4834832,L4K0C6,L4K,Shoppers Drug Mart
872,43.8420252-79.0669772Other/Independent,People's Choice Drug Mart,Pickering,Ontario,Yes,1755 Pickering Parkway Unit A2,2022-08-14,43.8420252,-79.0669772,L1V6K5,L1V,Other/Independent
873,43.8420667-79.4158803Walmart,Walmart,Richmond Hill,Ontario,Yes,255 Silver Linden Dr,2024-12-29,43.8420667,-79.4158803,L4B4V5,L4B,Walmart
880,43.8449491-79.3835118Other/Independent,Times Pharmacy,Richmond Hill,Ontario,Yes,550 Hwy 7 E Unit 95D,2024-09-08,43.8449491,-79.3835118,L4B3Z4,L4B,Other/Independent
882,43.8452048-79.5351891Other/Independent,Peace Medical Pharmacy,Vaughan,Ontario,Yes,9699 Jane St Unit 19,2022-08-12,43.8452048,-79.5351891,L6A0A4,L6A,Other/Independent
884,43.8457215-79.3539481Costco,Costco Pharmacy,Markham,Ontario,Yes,1 Yorktech Dr,2021-07-24,43.8457215,-79.3539481,L6G1A6,L6G,Costco
887,43.8477124-79.4613989Shoppers Drug Mart,Shoppers Drug Mart,Vaughan,Ontario,Yes,9306 Bathurst St,2024-05-22,43.8477124,-79.4613989,L6A4N9,L6A,Shoppers Drug Mart
890,43.8487565-79.5348063Shoppers Drug Mart,Shoppers Drug Mart,Maple,Ontario,Yes,2943 Major Mackenzie Dr,2023-10-02,43.8487565,-79.5348063,L6A3N9,L6A,Shoppers Drug Mart
891,43.8487844-79.071542Other/Independent,Super Rx Pharmacy,Pickering,Ontario,Yes,1725 Kingston Rd Unit 9,2024-08-14,43.8487844,-79.071542,L1V4L9,L1V,Other/Independent
892,43.8492237-79.5327694Loblaw,Drugstore Pharmacy,Vaughan,Ontario,Yes,2911 Major Mackenzie Dr,2021-10-07,43.8492237,-79.5327694,L6A3N9,L6A,Loblaw
897,43.851878-79.522317Other/Independent,Drugcare Pharmacy,Maple,Ontario,Yes,2563 Major Mackenzie Dr Unit 10,2021-09-13,43.851878,-79.522317,L6A2E8,L6A,Other/Independent
898,43.8521717-79.4324455Other/Independent,Beverly Med Pharmacy,Richmond Hill,Ontario,Yes,9201 Yonge St Unit NW-6,2021-05-17,43.8521717,-79.4324455,L4C1H9,L4C,Other/Independent
899,43.8538794-79.2572371Shoppers Drug Mart,Shoppers Drug Mart,Markham,Ontario,Yes,7700 Markham Rd,2023-10-08,43.8538794,-79.2572371,L3S3K5,L3S,Shoppers Drug Mart
900,43.8547149-79.2575368Other/Independent,Markham Healthplex Pharmacy,Markham,Ontario,Yes,5995 14th Ave Unit A2B,2022-05-13,43.8547149,-79.2575368,L3S0A2,L3S,Other/Independent
901,43.855056-79.512818Shoppers Drug Mart,Shoppers Drug Mart,Maple,Ontario,Yes,2266 Major Mackenzie Dr,2023-10-03,43.855056,-79.512818,L6A3Y7,L6A,Shoppers Drug Mart
904,43.8560716-79.4358908Shoppers Drug Mart,Shoppers Drug Mart,Richmond Hill,Ontario,Yes,9350 Yonge St,2024-01-29,43.8560716,-79.4358908,L4C5G2,L4C,Shoppers Drug Mart
905,43.8575678-79.0802379Other/Independent,Superseven Pharmacy,Pickering,Ontario,Yes,2200 Brock Rd Unit 15,2024-08-16,43.8575678,-79.0802379,L1X2R2,L1X,Other/Independent
